match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,continuous_wins_p1,continuous_wins_p2,Player_socre_margin,Players_run_distance_difference,p1_first_serve_success_count,p1_first_serve_total_count,p1_first_serve_win_count,p1_second_serve_win_count,p1_second_serve_total_count,p2_first_serve_success_count,p2_first_serve_total_count,p2_first_serve_win_count,p2_second_serve_win_count,p2_second_serve_total_count,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio,p1_ace_count2r,p2_ace_count2r,p1_double_fault_count2r,p2_double_fault_count2r,p1_unf_err_count2r,p2_unf_err_count2r,s_change
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:07:05,1,2,11,0,0,1,0,-1.169346400448294,-1.1116347738911623,2,1,2,-1.3617980414975843,-1.436952037416912,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6291293685829946,-0.6814335013575517,-0.7842858067547883,-0.028487240143547126,1.1879431589755227,-1.5134377729937811,-1.245471955511132,0,0,-0.01959717678129673,0.12824508993613137,6,7,5,0,3,1,1,1,0,0,0.46121424558790386,0.9329157871239462,-2.877460983333669,1.4169941545669842,3.1681182167237405,-2.8597156277641287,-0.3791296120910459,2.254624282747083,0.0,0.0,-0.589470428860623,-0.637767727878839,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:07:28,1,2,12,0,0,1,0,-1.169346400448294,-0.2272426215284504,2,1,1,-1.337546077375555,-1.436952037416912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41800749283967253,0.3178682989120272,0.1708741842801922,1.3821998806827398,1.1879431589755227,0.6607473513905149,-1.245471955511132,0,1,0.08534418178590618,0.24325839336878632,6,7,5,0,3,2,2,1,0,0,0.46121424558790386,0.9329157871239462,-2.877460983333669,1.4169941545669842,-0.38840683166632006,-2.8597156277641287,-0.3791296120910459,2.254624282747083,0.0,0.0,-0.589470428860623,-0.637767727878839,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:08:06,1,2,13,0,0,1,0,-0.2822510947008177,-0.2272426215284504,2,1,1,-1.3132941132535254,-1.436952037416912,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8882776400034165,0.3465076032636651,0.1708741842801922,0.5984848135570249,0.4243270356211977,0.6607473513905149,-1.245471955511132,1,0,0.19028554035310907,1.317993817667262,6,7,5,0,3,3,3,1,0,0,0.46121424558790386,0.9329157871239462,-2.877460983333669,1.4169941545669842,-1.5739151811296737,-2.8597156277641287,-0.3791296120910459,2.254624282747083,0.0,0.0,-0.589470428860623,1.1269791175369042,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:08:41,1,2,14,0,0,1,0,0.6048442110466588,-0.2272426215284504,2,1,2,-1.3132941132535254,-1.4112762827250391,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26290527248259626,-0.5167200153351745,-0.14751247939813464,1.2254568672575967,1.1879431589755227,0.6607473513905149,0.8029084842698108,2,0,0.08534418178590618,0.6184208355181608,6,7,5,0,3,4,4,2,0,0,0.46121424558790386,0.9329157871239462,-2.877460983333669,1.4169941545669842,-0.38840683166632006,-2.8597156277641287,-0.3791296120910459,-0.36499819754421575,0.0,0.0,-0.589470428860623,1.1269791175369042,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:09:11,1,2,15,0,0,1,0,0.6048442110466588,0.6571495308342615,2,1,2,-1.3132941132535254,-1.3856005280331662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8081155818758153,-0.8822085198226977,-0.7842858067547883,1.3821998806827398,0.4243270356211977,0.6607473513905149,0.8029084842698108,0,1,-0.01959717678129673,0.18155284327317142,6,7,5,0,3,5,5,3,0,0,0.46121424558790386,0.9329157871239462,-2.877460983333669,1.4169941545669842,0.32289817801169185,-2.8597156277641287,-0.3791296120910459,-0.36499819754421575,0.0,0.0,-0.589470428860623,1.1269791175369042,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:09:37,1,2,16,0,0,1,0,0.6048442110466588,1.2467442990760695,2,2,1,-1.289042149131496,-1.3856005280331662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6655117296253326,-0.7270164779172262,-0.46589914307646146,-1.2040598408321195,-0.3392890877331273,0.6607473513905149,-1.245471955511132,0,2,0.08534418178590618,0.1507000682253639,6,7,5,0,3,5,5,3,0,1,0.46121424558790386,0.9329157871239462,-2.877460983333669,1.4169941545669842,0.32289817801169185,-2.8597156277641287,-0.3791296120910459,-0.36499819754421575,0.0,0.0,-0.589470428860623,-0.637767727878839,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:10:20,1,2,17,0,0,1,0,1.1962410815449764,1.2467442990760695,2,1,2,-1.289042149131496,-1.3599247733412934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.669637564382711,-0.6376498528199694,-0.7842858067547883,0.9119708404073108,-1.1029052110874524,0.6607473513905149,,1,0,-0.01959717678129673,-0.076953248251653,6,7,5,0,3,5,6,3,0,1,0.46121424558790386,0.9329157871239462,-2.877460983333669,0.38026612318889513,-0.38840683166632006,-2.8597156277641287,-0.3791296120910459,-0.36499819754421575,0.0,0.0,-0.589470428860623,-0.637767727878839,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:10:45,1,2,18,0,0,1,0,1.1962410815449764,2.4259338355596856,2,1,2,-1.289042149131496,-1.3342490186494205,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.07668843563835907,0.19416449739317332,-0.14751247939813464,0.28499878670673884,0.4243270356211977,0.6607473513905149,0.8029084842698108,0,1,-0.12453853534849962,-0.2861679240196255,6,7,5,0,3,6,7,4,0,1,0.46121424558790386,0.9329157871239462,-2.877460983333669,0.5283701276714787,0.11966817524654547,-2.8597156277641287,-0.3791296120910459,-0.36499819754421575,0.0,0.0,-0.589470428860623,-0.637767727878839,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:11:24,1,3,19,0,0,1,1,-1.169346400448294,-1.1116347738911623,1,1,1,-1.2647901850094667,-1.3342490186494205,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9956535253930205,-0.9694759288941801,-0.7842858067547883,1.0687138538324539,0.4243270356211977,-1.5134377729937811,,0,0,-0.01959717678129673,-0.06234838432369688,6,8,5,0,3,6,7,4,0,1,-0.19216027216447745,0.3613600627254832,-2.877460983333669,0.5283701276714787,0.11966817524654547,-2.8597156277641287,2.140680382096066,-0.36499819754421575,0.0,0.0,-0.589470428860623,-0.637767727878839,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:11:47,1,3,20,0,0,1,1,-0.2822510947008177,-1.1116347738911623,1,1,1,-1.2405382208874374,-1.3342490186494205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29378235905387584,1.5558059781116136,0.489260847958519,1.1470853605450253,1.1879431589755227,-1.5134377729937811,-1.245471955511132,1,0,0.08534418178590618,-3.0735062046700636,7,9,6,0,3,6,7,4,0,1,-0.022766878673119176,0.6280860674447657,-2.877460983333669,0.5283701276714787,0.11966817524654547,-2.8597156277641287,2.140680382096066,-0.36499819754421575,0.0,0.0,-0.589470428860623,-0.637767727878839,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:17,1,3,21,0,0,1,1,0.6048442110466588,-1.1116347738911623,1,1,2,-1.2405382208874374,-1.3085732639575474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5163815569404508,-0.23887377992373635,-0.46589914307646146,0.12825577328159588,-0.3392890877331273,0.6607473513905149,-1.245471955511132,2,0,-0.01959717678129673,-0.6750224261014588,8,10,6,0,3,6,7,4,0,1,0.11274783611996758,0.20132445989391343,-2.877460983333669,0.5283701276714787,0.11966817524654547,-2.8597156277641287,2.140680382096066,-0.36499819754421575,0.0,0.0,-0.589470428860623,-0.637767727878839,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:44,1,3,22,0,0,1,1,0.6048442110466588,-0.2272426215284504,1,1,1,-1.2162862567654078,-1.3085732639575474,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0999978006567823,1.4199567124436359,1.7628075026718264,1.1470853605450253,-1.8665213344417775,0.6607473513905149,0.8029084842698108,0,1,0.08534418178590618,1.6529928840147563,9,11,7,0,3,6,7,4,0,1,0.2236235118597657,0.43410351855801477,-2.877460983333669,0.5283701276714787,0.11966817524654547,-2.8597156277641287,-0.3791296120910459,-0.36499819754421575,0.0,0.0,-0.589470428860623,1.1269791175369042,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:13:26,1,3,23,0,0,1,1,1.1962410815449764,-0.2272426215284504,1,2,1,-1.1920342926433785,-1.3085732639575474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7793847689289795,-0.7141212937588973,-0.7842858067547883,-0.7338308005566906,-1.1029052110874524,0.6607473513905149,-1.245471955511132,1,0,0.19028554035310907,-0.15782768225271046,9,11,7,1,4,6,7,4,0,1,0.2236235118597657,0.43410351855801477,-1.510835677941432,0.5283701276714787,0.11966817524654547,-2.8597156277641287,-0.3791296120910459,-0.36499819754421575,0.0,0.0,-0.589470428860623,1.1269791175369042,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:15:31,1,4,24,0,0,2,1,-1.169346400448294,-1.1116347738911623,2,2,2,-1.1920342926433785,-1.2828975092656745,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11782591937768619,-0.021829837258837977,-0.14751247939813464,-0.4203447737064046,-1.1029052110874524,0.6607473513905149,0.8029084842698108,0,0,0.08534418178590618,-0.23359041387898286,9,11,7,1,4,6,7,4,1,2,0.2236235118597657,0.43410351855801477,-1.510835677941432,0.5283701276714787,0.11966817524654547,-0.1267976733965852,-0.3791296120910459,-0.36499819754421575,0.0,0.0,1.2129487670785897,1.1269791175369042,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:15,1,4,25,0,0,2,1,-1.169346400448294,-0.2272426215284504,2,1,2,-1.1920342926433785,-1.2572217545738016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05650935291590778,-0.002112201016741728,-0.14751247939813464,-0.10685874685611862,-0.3392890877331273,0.6607473513905149,0.8029084842698108,0,1,-0.01959717678129673,0.14266739306498805,9,11,7,1,4,7,8,5,1,2,0.2236235118597657,0.43410351855801477,-1.510835677941432,0.6394481310334172,0.500724430431195,-0.1267976733965852,-0.3791296120910459,-0.36499819754421575,0.0,0.0,1.2129487670785897,-0.637767727878839,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:47,1,4,26,0,0,2,1,-1.169346400448294,0.6571495308342615,2,1,2,-1.1920342926433785,-1.2315459998819287,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9953534646833929,-0.9699257608997033,-0.7842858067547883,0.9903423471198823,0.4243270356211977,0.6607473513905149,,0,2,-0.12453853534849962,-0.06052277633270236,9,11,7,1,4,7,9,5,1,2,0.2236235118597657,0.43410351855801477,-1.510835677941432,0.03469011272953184,0.006762618154797912,-0.1267976733965852,-0.3791296120910459,2.254624282747083,0.0,0.0,1.2129487670785897,-0.637767727878839,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:08,1,4,27,0,0,2,1,-1.169346400448294,1.2467442990760695,2,1,2,-1.1920342926433785,-1.2058702451900558,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4392367880458202,-0.49497813506822436,-0.14751247939813464,1.0687138538324539,1.1879431589755227,0.6607473513905149,,0,3,-0.2294798939157025,2.2742472833501934,9,11,7,1,4,7,10,5,1,2,0.2236235118597657,0.43410351855801477,-1.510835677941432,-0.4491163019135769,-0.38840683166632006,-0.1267976733965852,-0.3791296120910459,2.254624282747083,0.0,0.0,-0.589470428860623,-0.637767727878839,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:49,1,5,28,0,0,2,2,-1.169346400448294,-1.1116347738911623,1,1,1,-1.1677823285213491,-1.2058702451900558,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885408336686464,1.1517068931500238,0.489260847958519,0.28499878670673884,1.1879431589755227,-1.5134377729937811,0.8029084842698108,0,0,-0.12453853534849962,-2.588989843860117,10,12,8,1,4,7,10,5,1,2,0.31601990830959736,0.6280860674447657,-1.510835677941432,-0.4491163019135769,-0.38840683166632006,-0.1267976733965852,-0.3791296120910459,2.254624282747083,0.0,0.0,-0.589470428860623,-0.637767727878839,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:25,1,5,29,0,0,2,2,-0.2822510947008177,-1.1116347738911623,1,1,1,-1.1435303643993195,-1.2058702451900558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7416521346933177,-0.429452606263692,-0.7842858067547883,1.3038283739701684,0.4243270356211977,0.6607473513905149,0.8029084842698108,1,0,-0.01959717678129673,-0.7591829544863065,11,13,9,1,4,7,10,5,1,2,0.3942014745363778,0.7922251472720166,-1.510835677941432,-0.4491163019135769,-0.38840683166632006,-0.1267976733965852,-0.3791296120910459,-0.36499819754421575,0.0,0.0,-0.589470428860623,-0.637767727878839,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:50,1,5,30,0,0,2,2,0.6048442110466588,-1.1116347738911623,1,1,1,-1.1192784002772902,-1.2058702451900558,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.16486043561180133,-0.11104651835425387,-0.14751247939813464,-0.1852302535686901,-1.1029052110874524,0.6607473513905149,0.8029084842698108,2,0,0.08534418178590618,-0.1308086839859914,12,14,10,1,4,7,10,5,1,2,0.46121424558790386,0.9329157871239462,-1.510835677941432,-0.4491163019135769,-0.38840683166632006,-0.1267976733965852,-0.3791296120910459,-0.36499819754421575,0.0,0.0,-0.589470428860623,-0.637767727878839,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:19:20,1,5,31,0,0,2,2,1.1962410815449764,-1.1116347738911623,1,2,2,-1.1192784002772902,-1.180194490498183,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6423320398066059,-0.5277408994704906,-0.46589914307646146,0.04988426656902437,-1.1029052110874524,0.6607473513905149,0.8029084842698108,3,0,-0.01959717678129673,-0.2781352488592495,12,14,10,1,5,7,10,5,1,2,0.46121424558790386,0.9329157871239462,-1.7841607390198793,-0.4491163019135769,-0.38840683166632006,-0.1267976733965852,-0.3791296120910459,-0.36499819754421575,0.0,0.0,1.2129487670785897,-0.637767727878839,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:03,1,5,32,0,0,2,2,1.1962410815449764,-0.2272426215284504,1,2,2,-1.1192784002772902,-1.1545187358063098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4241128887299858,-0.09477759415450152,-0.46589914307646146,-0.655459293844119,-1.1029052110874524,0.6607473513905149,-1.245471955511132,0,1,-0.12453853534849962,-0.8013544990782799,12,14,10,1,6,7,10,5,1,2,0.46121424558790386,0.9329157871239462,-1.966377446405511,-0.4491163019135769,-0.38840683166632006,-0.1267976733965852,-0.3791296120910459,-0.36499819754421575,0.0,0.0,1.2129487670785897,-0.637767727878839,1
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:55,1,5,33,0,0,2,2,1.1962410815449764,0.6571495308342615,1,1,2,-1.1192784002772902,-1.128842981114437,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.39853271323423906,-0.1923161673520949,-0.46589914307646146,-0.10685874685611862,-1.8665213344417775,-1.5134377729937811,-1.245471955511132,0,2,-0.2294798939157025,-0.5015896669569792,13,15,10,1,6,7,10,5,1,2,0.5192919804992272,0.6280860674447657,-1.966377446405511,-0.4491163019135769,-0.38840683166632006,-0.1267976733965852,-0.3791296120910459,-0.36499819754421575,0.0,0.0,3.0153679630178023,-0.637767727878839,2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:21:27,1,5,34,0,0,2,2,1.1962410815449764,1.2467442990760695,1,2,1,-1.0950264361552609,-1.128842981114437,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.2460250210568373,0.8693623376833547,0.489260847958519,-1.2040598408321195,0.4243270356211977,-1.5134377729937811,-1.245471955511132,0,3,-0.12453853534849962,0.9154472556529695,13,15,10,2,7,7,10,5,1,2,0.5192919804992272,0.6280860674447657,-1.3156034914568269,-0.4491163019135769,-0.38840683166632006,-0.1267976733965852,-0.3791296120910459,-0.36499819754421575,0.0,0.0,1.2129487670785897,-0.637767727878839,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:22:19,1,5,35,0,0,2,2,2.3790348225416116,1.2467442990760695,1,1,1,-1.0707744720332313,-1.128842981114437,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.5511885992572442,-0.3321389490688602,-0.7842858067547883,0.12825577328159588,0.4243270356211977,0.6607473513905149,-1.245471955511132,1,0,-0.01959717678129673,-0.5326250028038861,14,16,11,2,7,7,10,5,1,2,0.5701099985466345,0.7614490698044072,-1.3156034914568269,-0.4491163019135769,-0.38840683166632006,-0.1267976733965852,-0.3791296120910459,-0.36499819754421575,0.0,0.0,1.2129487670785897,-0.637767727878839,0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:22,1,6,36,0,0,3,2,-1.169346400448294,-1.1116347738911623,2,1,2,-1.0707744720332313,-1.103167226422564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4772986495114652,-0.5918419602575331,-0.7842858067547883,-0.1852302535686901,1.1879431589755227,-1.5134377729937811,0.8029084842698108,0,0,-0.12453853534849962,0.2795879923895773,14,16,11,2,7,8,11,6,1,2,0.5701099985466345,0.7614490698044072,-1.3156034914568269,-0.27946989677898004,-0.06508637272176943,-0.1267976733965852,-0.3791296120910459,-0.36499819754421575,0.0,0.0,-0.589470428860623,-0.637767727878839,1
