match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,game_victor,set_victor,p1_ace,p2_ace,speed_mph,continuous_wins_p1,continuous_wins_p2,Player_socre_difference,Players_run_distance_difference,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:27:42,1,7,41,0,0,3,3,-1.1693464,-1.111634774,1,2,1,0,0,0,0,-0.420344774,0,0,-1.016138793,-0.334707151,0.570109999,0.76144907,-0.827523025,-0.018475427,0.432329718,-0.126797673
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:28:37,1,7,42,0,0,3,3,-0.282251095,-1.111634774,1,1,1,0,0,0,0,0.598484814,1,0,-1.176970807,1.36481734,0.614949426,0.879122307,-0.827523025,-0.018475427,0.432329718,-0.126797673
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:06,1,7,43,0,0,3,3,0.604844211,-1.111634774,1,1,1,0,0,0,0,0.20662728,2,0,-1.016138793,0.372876975,0.654806695,0.98372074,-0.827523025,-0.018475427,0.432329718,-0.126797673
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:32,1,7,44,0,0,3,3,1.196241082,-1.111634774,1,2,2,0,0,0,0,-0.655459294,3,0,-1.176970807,-0.548084545,0.654806695,0.98372074,-1.055293909,-0.018475427,0.432329718,-0.126797673
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:30:17,1,7,45,0,0,3,3,1.196241082,-0.227242622,1,2,1,1,0,0,0,-0.890573814,0,1,-1.016138793,0.733722837,0.654806695,0.98372074,-0.690860495,-0.018475427,0.432329718,-0.126797673
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:34,1,8,46,0,0,4,3,-1.1693464,-1.111634774,2,1,2,0,0,0,0,1.538942894,0,0,-1.176970807,-0.451535683,0.654806695,0.98372074,-0.690860495,0.084058114,0.627743182,-0.126797673
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:33,1,8,48,0,0,4,3,-0.282251095,-0.227242622,2,1,2,0,0,0,1,1.382199881,0,0,-1.176970807,-0.550288857,0.654806695,0.98372074,-0.690860495,-0.241770696,0.322898178,-0.126797673
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:58,1,8,49,0,0,4,3,-0.282251095,0.657149531,2,2,1,0,0,0,0,-0.890573814,0,1,-1.016138793,-0.53970816,0.654806695,0.98372074,-0.690860495,-0.241770696,0.322898178,-0.673381264
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:34:46,1,8,50,0,0,4,3,0.604844211,0.657149531,2,2,1,0,0,0,0,-0.49871628,1,0,-0.855306778,0.959003515,0.654806695,0.98372074,-0.690860495,-0.241770696,0.322898178,-1.037770325
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:36:02,1,8,51,0,0,4,3,1.196241082,0.657149531,2,2,1,1,0,0,0,-0.49871628,2,0,-0.694474764,1.649173578,0.654806695,0.98372074,-0.690860495,-0.241770696,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:18,1,9,52,0,0,5,3,-1.1693464,-1.111634774,1,1,1,0,0,0,0,0.20662728,0,0,-0.53364275,-0.372621316,0.690468462,1.077308812,-0.690860495,-0.241770696,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:44,1,9,53,0,0,5,3,-0.282251095,-1.111634774,1,2,2,0,0,0,0,-0.968945321,1,0,-0.694474764,-0.237717427,0.690468462,1.077308812,-0.889642357,-0.241770696,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:26,1,9,54,0,0,5,3,-0.282251095,-0.227242622,1,1,1,0,0,0,0,0.755227827,0,1,-0.53364275,-0.261303564,0.722564053,1.161538077,-0.889642357,-0.241770696,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:54,1,9,55,0,0,5,3,0.604844211,-0.227242622,1,1,2,0,0,0,0,0.20662728,1,0,-0.694474764,-0.667117389,0.75160292,0.932915787,-0.889642357,-0.241770696,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:39:29,1,9,56,0,0,5,3,0.604844211,0.657149531,1,1,1,0,0,0,0,1.303828374,0,1,-0.53364275,-0.638240903,0.778001891,1.016051165,-0.889642357,-0.241770696,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:01,1,9,57,0,0,5,3,1.196241082,0.657149531,1,1,2,0,0,0,0,0.049884267,1,0,-0.694474764,-0.40833117,0.536967813,0.813634592,-0.889642357,-0.241770696,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:33,1,9,58,0,0,5,3,1.196241082,1.246744299,1,1,1,0,0,0,0,0.128255773,0,1,-0.53364275,-0.308034977,0.570109999,0.894812072,-0.889642357,-0.241770696,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:41:23,1,9,59,0,0,5,3,2.379034823,1.246744299,1,2,2,0,0,0,0,-1.909403401,1,0,-0.694474764,-0.35851372,0.570109999,0.894812072,-1.055293909,-0.241770696,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:42:31,1,9,60,0,0,5,3,1.196241082,1.246744299,1,1,2,0,0,0,0,0.833599334,0,0,-0.855306778,-0.340658794,0.600600809,0.713438389,-1.055293909,-0.241770696,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:18,1,9,61,0,0,5,3,1.196241082,2.425933836,1,1,1,0,0,0,0,0.67685632,0,1,-0.694474764,1.428301523,0.628746173,0.792225147,-1.055293909,-0.241770696,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:59,1,9,62,0,0,5,3,1.196241082,1.246744299,1,1,1,0,0,0,0,1.382199881,0,0,-0.53364275,-0.450433527,0.654806695,0.865175849,-1.055293909,-0.241770696,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:44:29,1,9,63,0,0,5,3,2.379034823,1.246744299,1,1,1,1,1,0,0,1.538942894,1,0,-0.372810736,-0.013318473,0.679005752,0.932915787,-1.055293909,-0.241770696,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:04,2,1,64,1,0,0,0,-1.1693464,-1.111634774,2,1,2,0,0,0,1,0.833599334,0,0,-0.53364275,-0.506202619,0.679005752,0.932915787,-1.055293909,-0.526870904,0.056158799,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:27,2,1,65,1,0,0,0,-1.1693464,-0.227242622,2,1,2,0,0,0,1,0.363370293,0,1,-0.694474764,-0.670644288,0.679005752,0.932915787,-1.055293909,-0.778429912,-0.179199476,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:52,2,1,66,1,0,0,0,-1.1693464,0.657149531,2,1,2,0,0,0,0,0.833599334,0,2,-0.855306778,-0.633832279,0.679005752,0.932915787,-1.055293909,-0.656461908,0.006762618,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:48:17,2,1,67,1,0,0,0,-1.1693464,1.246744299,2,1,2,2,0,0,0,0.755227827,0,3,-1.016138793,-0.047485308,0.679005752,0.932915787,-1.055293909,-0.547332642,0.173149755,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:17,2,2,68,1,0,0,1,-1.1693464,-1.111634774,1,1,1,0,0,1,0,1.147085361,0,0,-0.855306778,-0.636257022,0.491254453,0.775245242,-1.055293909,-0.547332642,0.173149755,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:38,2,2,69,1,0,0,1,-0.282251095,-1.111634774,1,2,1,0,0,0,0,-0.812202307,1,0,-0.694474764,-0.465863711,0.491254453,0.775245242,-0.774960513,-0.547332642,0.173149755,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:50:14,2,2,70,1,0,0,1,0.604844211,-1.111634774,1,2,2,0,0,0,0,-0.106858747,2,0,-0.855306778,-0.570348096,0.491254453,0.775245242,-0.925139118,-0.547332642,0.173149755,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:10,2,2,71,1,0,0,1,0.604844211,-0.227242622,1,1,2,0,0,0,0,0.4417418,0,1,-1.016138793,0.356344636,0.51929198,0.628086067,-0.925139118,-0.547332642,0.173149755,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:54,2,2,72,1,0,0,1,0.604844211,0.657149531,1,1,1,0,0,1,0,1.068713854,0,2,-0.855306778,-0.488568123,0.348805726,0.490421033,-0.925139118,-0.547332642,0.173149755,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:52:21,2,2,73,1,0,0,1,1.196241082,0.657149531,1,2,2,0,0,0,0,-1.204059841,1,0,-1.016138793,-0.331841546,0.348805726,0.490421033,-1.055293909,-0.547332642,0.173149755,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:53:06,2,2,74,1,0,0,1,1.196241082,1.246744299,1,2,2,0,0,0,0,-0.577087787,0,1,-1.176970807,-0.296792986,0.348805726,0.490421033,-1.169179352,-0.547332642,0.173149755,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:11,2,2,75,1,0,0,1,1.196241082,2.425933836,1,1,2,2,0,0,0,1.303828374,0,2,-1.016138793,-0.158582629,0.379542431,0.361360063,-1.169179352,-0.547332642,0.173149755,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:56,2,3,76,1,0,0,2,-1.1693464,-1.111634774,2,1,2,0,0,0,0,1.068713854,0,0,-0.855306778,-0.530009188,0.379542431,0.361360063,-1.169179352,-0.449116302,0.322898178,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:20,2,3,77,1,0,0,2,-1.1693464,-0.227242622,2,1,2,0,0,0,0,1.225456867,0,1,-0.694474764,-0.380556839,0.379542431,0.361360063,-1.169179352,-0.360253899,0.458384847,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:50,2,3,78,1,0,0,2,-1.1693464,0.657149531,2,1,2,0,0,0,0,-0.341973267,0,2,-0.53364275,0.581184452,0.379542431,0.361360063,-1.169179352,-0.279469897,0.581554545,-1.298048225
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:57:08,2,3,79,1,0,0,2,-1.1693464,1.246744299,2,2,2,2,0,0,0,-0.890573814,0,3,-0.372810736,-0.192308601,0.379542431,0.361360063,-1.169179352,-0.279469897,0.581554545,-0.810027162
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:59:22,2,4,80,1,0,0,3,-1.1693464,-1.111634774,1,2,2,0,0,0,0,-0.49871628,0,0,-0.211978722,1.726544926,0.379542431,0.361360063,-1.269666506,-0.279469897,0.581554545,-0.810027162
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:00:17,2,4,81,1,0,0,3,-1.1693464,-0.227242622,1,1,1,0,0,0,0,-0.106858747,0,1,-0.372810736,0.018864481,0.408416305,0.434103519,-1.269666506,-0.279469897,0.581554545,-0.810027162
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:00:41,2,4,82,1,0,0,3,-0.282251095,-0.227242622,1,1,1,0,0,1,0,-0.185230254,1,0,-0.53364275,-0.638461334,0.256234005,0.314290768,-1.269666506,-0.279469897,0.581554545,-0.810027162
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:01:21,2,4,83,1,0,0,3,0.604844211,-0.227242622,1,1,2,0,0,0,0,0.520113307,2,0,-0.372810736,3.062578381,0.286981041,0.20132446,-1.269666506,-0.279469897,0.581554545,-0.810027162
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:05,2,4,84,1,0,0,3,0.604844211,0.657149531,1,2,2,0,0,0,0,-1.360802854,0,1,-0.211978722,-0.108765179,0.286981041,0.20132446,-1.358988422,-0.279469897,0.581554545,-0.810027162
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:54,2,4,85,1,0,0,3,0.604844211,1.246744299,1,2,1,0,0,0,0,-1.360802854,0,2,-0.372810736,-0.039108923,0.286981041,0.20132446,-1.15119744,-0.279469897,0.581554545,-0.810027162
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:03:50,2,4,86,1,0,0,3,1.196241082,1.246744299,1,1,1,0,0,0,0,-0.812202307,1,0,-0.53364275,0.137456462,0.316019908,0.272451394,-1.15119744,-0.279469897,0.581554545,-0.810027162
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:04:21,2,4,87,1,0,0,3,2.379034823,1.246744299,1,2,1,1,0,0,0,0.598484814,2,0,-0.694474764,1.039901763,0.316019908,0.272451394,-0.964185556,-0.279469897,0.581554545,-0.810027162
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:05:38,2,5,88,1,0,1,3,-1.1693464,-1.111634774,2,1,2,0,0,0,0,0.049884267,0,0,-0.53364275,2.854050474,0.316019908,0.272451394,-0.964185556,-0.20571059,0.694013835,-0.810027162
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:16,2,5,89,1,0,1,3,-1.1693464,-0.227242622,2,1,2,0,0,0,0,1.225456867,0,1,-0.372810736,0.169859847,0.316019908,0.272451394,-0.964185556,-0.138097893,0.797101518,-0.810027162
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:46,2,5,90,1,0,1,3,-1.1693464,0.657149531,2,2,1,0,0,0,0,-0.106858747,0,2,-0.53364275,0.718072222,0.316019908,0.272451394,-0.964185556,-0.138097893,0.797101518,-1.037770325
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:07:42,2,5,91,1,0,1,3,-0.282251095,0.657149531,2,1,1,0,0,0,0,1.460571387,1,0,-0.694474764,1.388183046,0.316019908,0.272451394,-0.964185556,-0.075894211,0.607420182,-1.037770325
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:08:26,2,5,92,1,0,1,3,0.604844211,0.657149531,2,1,1,0,0,0,0,1.695685908,2,0,-0.855306778,0.914035552,0.316019908,0.272451394,-0.964185556,-0.018475427,0.432329718,-1.037770325
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:09:19,2,5,93,1,0,1,3,1.196241082,0.657149531,2,1,2,0,0,0,0,0.833599334,3,0,-0.694474764,0.608738351,0.316019908,0.272451394,-0.964185556,0.034690113,0.533655218,-1.037770325
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:10:24,2,5,94,1,0,1,3,1.196241082,1.246744299,2,2,1,0,0,0,0,-0.420344774,0,1,-0.855306778,-0.395766592,0.316019908,0.272451394,-0.964185556,0.034690113,0.533655218,-1.219964855
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:11:30,2,5,95,1,0,1,3,2.379034823,1.246744299,2,1,2,0,0,0,0,0.4417418,1,0,-0.694474764,2.454849585,0.316019908,0.272451394,-0.964185556,0.084058114,0.627743182,-1.219964855
