,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,continuous_wins_p1,continuous_wins_p2,Player_socre_margin,Players_run_distance_difference,p1_first_serve_success_count,p1_first_serve_total_count,p1_first_serve_win_count,p1_second_serve_win_count,p1_second_serve_total_count,p2_first_serve_success_count,p2_first_serve_total_count,p2_first_serve_win_count,p2_second_serve_win_count,p2_second_serve_total_count,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio,p1_ace_count2r,p2_ace_count2r,p1_double_fault_count2r,p2_double_fault_count2r,p1_unf_err_count2r,p2_unf_err_count2r,s_change
27,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:49,1,5,28,0,0,2,2,0,0,1,1,1,14,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.352,29.366,5,116.0,5.0,1.0,2.0,0,0,0,-14.014,10,12,8,1,4,7,10,5,1,2,0.8333333333333334,0.6666666666666666,0.25,0.7,0.5,0.5,0,1,0,0,0,0,2
28,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:25,1,5,29,0,0,2,2,15,0,1,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,129.0,4.0,2.0,2.0,1,0,1,-3.9909999999999997,11,13,9,1,4,7,10,5,1,2,0.8461538461538461,0.6923076923076923,0.25,0.7,0.5,0.5,0,0,0,0,0,0,2
29,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:50,1,5,30,0,0,2,2,30,0,1,1,1,16,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,110.0,2.0,2.0,2.0,2,0,2,-0.5489999999999995,12,14,10,1,4,7,10,5,1,2,0.8571428571428571,0.7142857142857143,0.25,0.7,0.5,0.5,0,0,0,0,0,0,0
30,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:19:20,1,5,31,0,0,2,2,40,0,1,2,2,16,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,113.0,2.0,2.0,2.0,3,0,1,-1.3559999999999999,12,14,10,1,5,7,10,5,1,2,0.8571428571428571,0.7142857142857143,0.2,0.7,0.5,0.5,0,0,0,0,1,0,0
31,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:03,1,5,32,0,0,2,2,40,15,1,2,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,104.0,2.0,2.0,1.0,0,1,0,-4.2219999999999995,12,14,10,1,6,7,10,5,1,2,0.8571428571428571,0.7142857142857143,0.16666666666666666,0.7,0.5,0.5,0,0,0,0,1,0,1
32,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:55,1,5,33,0,0,2,2,40,30,1,1,2,16,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,111.0,1.0,1.0,1.0,0,2,-1,-2.58,13,15,10,1,6,7,10,5,1,2,0.8666666666666667,0.6666666666666666,0.16666666666666666,0.7,0.5,0.5,0,0,0,0,2,0,2
33,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:21:27,1,5,34,0,0,2,2,40,40,1,2,1,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,97.0,4.0,1.0,1.0,0,3,0,5.181999999999999,13,15,10,2,7,7,10,5,1,2,0.8666666666666667,0.6666666666666666,0.2857142857142857,0.7,0.5,0.5,0,0,0,0,1,0,0
34,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:22:19,1,5,35,0,0,2,2,60,40,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,114.0,4.0,2.0,1.0,1,0,1,-2.75,14,16,11,2,7,7,10,5,1,2,0.875,0.6875,0.2857142857142857,0.7,0.5,0.5,0,0,0,0,1,0,0
35,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:22,1,6,36,0,0,3,2,0,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,110.0,5.0,1.0,2.0,0,0,0,1.6989999999999998,14,16,11,2,7,8,11,6,1,2,0.875,0.6875,0.2857142857142857,0.7272727272727273,0.5454545454545454,0.5,0,0,0,0,0,0,1
36,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:53,1,6,37,0,0,3,2,0,15,2,2,1,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,90.0,3.0,2.0,2.0,0,1,1,-0.4989999999999988,14,16,11,2,7,8,11,6,1,3,0.875,0.6875,0.2857142857142857,0.7272727272727273,0.5454545454545454,0.3333333333333333,0,0,0,0,0,1,2
37,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:05,1,6,38,0,0,3,2,15,15,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,125.0,4.0,2.0,1.0,1,0,0,1.6260000000000003,14,16,11,2,7,9,12,7,1,3,0.875,0.6875,0.2857142857142857,0.75,0.5833333333333334,0.3333333333333333,0,0,0,0,0,1,1
38,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:30,1,6,39,0,0,3,2,15,30,2,1,2,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,127.0,1.0,2.0,2.0,0,1,-1,0.06099999999999994,14,16,11,2,7,10,13,8,1,3,0.875,0.6875,0.2857142857142857,0.7692307692307693,0.6153846153846154,0.3333333333333333,0,0,0,0,0,1,1
39,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:56,1,6,40,0,0,3,2,15,40,2,2,2,19,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,111.0,3.0,2.0,2.0,0,2,-2,0.37600000000000033,14,16,11,2,7,10,13,8,2,4,0.875,0.6875,0.2857142857142857,0.7692307692307693,0.6153846153846154,0.5,0,0,0,0,0,0,2
40,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:27:42,1,7,41,0,0,3,3,0,0,1,2,1,20,21,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,107.0,3.0,2.0,2.0,0,0,-1,1.5559999999999974,14,16,11,3,8,10,13,8,2,4,0.875,0.6875,0.375,0.7692307692307693,0.6153846153846154,0.5,0,0,0,0,0,0,0
41,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:28:37,1,7,42,0,0,3,3,15,0,1,1,1,21,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,120.0,4.0,2.0,2.0,1,0,0,-9.266000000000002,15,17,12,3,8,10,13,8,2,4,0.8823529411764706,0.7058823529411765,0.375,0.7692307692307693,0.6153846153846154,0.5,0,0,0,0,0,1,0
42,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:06,1,7,43,0,0,3,3,30,0,1,1,1,22,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,115.0,5.0,1.0,2.0,2,0,1,-4.765999999999999,16,18,13,3,8,10,13,8,2,4,0.8888888888888888,0.7222222222222222,0.375,0.7692307692307693,0.6153846153846154,0.5,0,0,0,0,0,1,0
43,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:32,1,7,44,0,0,3,3,40,0,1,2,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,104.0,3.0,2.0,1.0,3,0,0,-0.588000000000001,16,18,13,3,9,10,13,8,2,4,0.8888888888888888,0.7222222222222222,0.3333333333333333,0.7692307692307693,0.6153846153846154,0.5,0,0,0,0,0,1,1
44,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:30:17,1,7,45,0,0,3,3,40,15,1,2,1,23,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,101.0,1.0,2.0,1.0,0,1,1,6.402999999999999,16,18,13,4,10,10,13,8,2,4,0.8888888888888888,0.7222222222222222,0.4,0.7692307692307693,0.6153846153846154,0.5,0,0,0,0,0,0,2
45,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:34,1,8,46,0,0,4,3,0,0,2,1,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,132.0,4.0,1.0,1.0,0,0,0,1.0259999999999998,16,18,13,4,10,11,14,9,2,4,0.8888888888888888,0.7222222222222222,0.4,0.7857142857142857,0.6428571428571429,0.5,0,0,0,0,0,0,0
46,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:33,1,8,48,0,0,4,3,15,15,2,1,2,24,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130.0,4.0,1.0,,0,0,0,0.5780000000000001,16,18,13,4,10,11,15,9,2,4,0.8888888888888888,0.7222222222222222,0.4,0.7333333333333333,0.6,0.5,0,1,0,0,0,0,1
47,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:58,1,8,49,0,0,4,3,15,30,2,2,1,25,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101.0,3.0,2.0,1.0,0,1,1,-0.6259999999999977,16,18,13,4,10,11,15,9,2,5,0.8888888888888888,0.7222222222222222,0.4,0.7333333333333333,0.6,0.4,0,1,0,0,0,1,1
48,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:34:46,1,8,50,0,0,4,3,30,30,2,2,1,26,24,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,106.0,1.0,2.0,1.0,1,0,2,7.424999999999997,16,18,13,4,10,11,15,9,2,6,0.8888888888888888,0.7222222222222222,0.4,0.7333333333333333,0.6,0.3333333333333333,0,1,0,0,0,1,2
49,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:36:02,1,8,51,0,0,4,3,40,30,2,2,1,27,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,106.0,1.0,2.0,2.0,2,0,3,10.556000000000001,16,18,13,4,10,11,15,9,2,7,0.8888888888888888,0.7222222222222222,0.4,0.7333333333333333,0.6,0.2857142857142857,0,0,0,0,0,2,1
50,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:18,1,9,52,0,0,5,3,0,0,1,1,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115.0,3.0,2.0,1.0,0,0,4,-1.3839999999999995,17,19,14,4,10,11,15,9,2,7,0.8947368421052632,0.7368421052631579,0.4,0.7333333333333333,0.6,0.2857142857142857,0,0,0,0,0,1,1
51,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:44,1,9,53,0,0,5,3,15,0,1,2,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100.0,3.0,2.0,1.0,1,0,3,-1.9960000000000004,17,19,14,4,11,11,15,9,2,7,0.8947368421052632,0.7368421052631579,0.36363636363636365,0.7333333333333333,0.6,0.2857142857142857,0,0,0,0,0,1,2
52,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:26,1,9,54,0,0,5,3,15,15,1,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122.0,2.0,2.0,1.0,0,1,4,-1.8889999999999993,18,20,15,4,11,11,15,9,2,7,0.9,0.75,0.36363636363636365,0.7333333333333333,0.6,0.2857142857142857,0,0,0,0,0,0,0
53,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:54,1,9,55,0,0,5,3,30,15,1,1,2,29,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115.0,4.0,2.0,2.0,1,0,3,-0.04800000000000004,19,21,15,4,11,11,15,9,2,7,0.9047619047619048,0.7142857142857143,0.36363636363636365,0.7333333333333333,0.6,0.2857142857142857,0,0,0,0,0,0,1
54,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:39:29,1,9,56,0,0,5,3,30,30,1,1,1,30,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129.0,4.0,2.0,2.0,0,1,4,-0.17900000000000027,20,22,16,4,11,11,15,9,2,7,0.9090909090909091,0.7272727272727273,0.36363636363636365,0.7333333333333333,0.6,0.2857142857142857,0,0,0,0,0,0,2
55,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:01,1,9,57,0,0,5,3,40,30,1,1,2,30,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113.0,3.0,2.0,,1,0,3,1.2219999999999995,20,23,16,4,11,11,15,9,2,7,0.8695652173913043,0.6956521739130435,0.36363636363636365,0.7333333333333333,0.6,0.2857142857142857,0,0,0,0,1,0,1
56,2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:33,1,9,58,0,0,5,3,40,40,1,1,1,31,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114.0,3.0,2.0,1.0,0,1,4,1.6769999999999996,21,24,17,4,11,11,15,9,2,7,0.875,0.7083333333333334,0.36363636363636365,0.7333333333333333,0.6,0.2857142857142857,0,0,0,0,1,0,2
