match_id,球员1,球员2,流逝时间,盘号,局号,分号,得分者,球员1赢得的分数,球员2赢得的分数,赢得本局的球员,赢得本盘的球员,发球方,发球次数（第一发/第二发）,球员1 ACE球,球员2 ACE球,发球速度（英里/小时）,球员1赢盘数,球员2赢盘数,球员1当前盘赢局数,球员2当前盘赢局数,球员1当前局得分,球员2当前局得分,球员1双误,球员2双误,球员1非受迫性失误,球员2非受迫性失误,球员1上网,球员2上网,球员1上网得分,球员2上网得分,球员1破发成功,球员2破发成功,球员1破发机会未把握,球员2破发机会未把握,球员1跑动距离,球员2跑动距离,一致性,球员1动量,球员2动量
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:15:31,1,4,24,2,-1.180651904,-1.271425288,0,0,2,2,0,0,-0.317357249,0,0,2,1,-1.169143176,-1.120713773,0,0,1,0,0,0,0,0,0,0,0,0,-0.253909149,-0.156151443,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:15,1,4,25,2,-1.180651904,-1.245819485,0,0,2,1,0,0,-0.008297989,0,0,2,1,-1.169143176,-0.23495452,0,0,0,0,0,0,0,0,0,0,0,0,-0.081607748,-0.136711005,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:49,1,5,28,1,-1.15651836,-1.194607879,0,0,1,1,0,0,0.378026086,0,0,2,2,-1.169143176,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,-0.04994996,1.000887234,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:25,1,5,29,1,-1.132384816,-1.194607879,0,0,1,1,0,0,1.38246868,0,0,2,2,-0.286264237,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,-0.870457538,-0.558043687,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:50,1,5,30,1,-1.108251273,-1.194607879,0,0,1,1,0,0,-0.085562804,0,0,2,2,0.596614701,-1.120713773,0,0,0,0,1,0,1,0,0,0,0,0,-0.300394941,-0.24411388,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:19:20,1,5,31,2,-1.108251273,-1.169002075,0,0,1,2,0,0,0.146231641,0,0,2,2,1.18520066,-1.120713773,0,0,1,0,0,0,0,0,0,0,0,0,-0.772296154,-0.654950203,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:03,1,5,32,2,-1.108251273,-1.143396272,0,0,1,2,0,0,-0.549151693,0,0,2,2,1.18520066,-0.23495452,0,0,0,0,0,0,0,0,0,0,0,0,-0.556622842,-0.228073671,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:55,1,5,33,2,-1.108251273,-1.117790469,0,0,1,1,0,0,-0.008297989,0,0,2,2,1.18520066,0.650804733,0,0,1,0,0,0,0,0,0,0,0,0,-0.531341096,-0.324241007,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:21:27,1,5,34,1,-1.084117729,-1.117790469,0,0,1,2,0,0,-1.090005398,0,0,2,2,1.18520066,1.241310902,0,0,0,0,1,0,1,0,0,0,0,0,1.094030515,0.722511993,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:22:19,1,5,35,1,-1.059984185,-1.117790469,1,0,1,1,0,0,0.223496456,0,0,2,2,2.362372578,1.241310902,0,0,0,0,1,0,1,0,0,0,0,0,-0.682216032,-0.462098104,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:22,1,6,36,2,-1.059984185,-1.092184666,0,0,2,1,0,0,-0.085562804,0,0,3,2,-1.169143176,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,-0.609188115,-0.718150105,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:53,1,6,37,1,-1.035850642,-1.092184666,0,0,2,2,0,0,-1.630859103,0,0,3,2,-1.169143176,-0.23495452,0,0,0,1,0,0,0,0,0,0,0,0,0.968882165,1.017666624,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:05,1,6,38,2,-1.035850642,-1.066578863,0,0,2,1,0,0,1.07340942,0,0,3,2,-0.286264237,-0.23495452,0,0,0,0,0,0,0,0,0,0,0,0,-0.682883293,-0.786228597,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:30,1,6,39,2,-1.035850642,-1.040973059,0,0,2,1,0,0,1.22793905,0,0,3,2,-0.286264237,0.650804733,0,0,0,0,0,0,0,0,0,0,0,0,-0.989600546,-0.976345729,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:56,1,6,40,2,-1.035850642,-1.015367256,2,0,2,2,0,0,-0.008297989,0,0,3,2,-0.286264237,1.241310902,0,0,0,0,0,0,0,0,0,0,0,0,-0.814259404,-0.8248138,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:27:42,1,7,41,1,-1.011717098,-1.015367256,0,0,1,2,0,0,-0.317357249,0,0,3,3,-1.169143176,-1.120713773,0,0,0,0,0,1,0,0,0,0,0,0,1.349887716,1.24562978,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:28:37,1,7,42,1,-0.987583554,-1.015367256,0,0,1,1,0,0,0.687085346,0,0,3,3,-0.286264237,-1.120713773,0,0,0,1,0,1,0,0,0,0,0,0,-0.456237258,0.244853784,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:06,1,7,43,1,-0.963450011,-1.015367256,0,0,1,1,0,0,0.300761271,0,0,3,3,0.596614701,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,-0.722770622,-0.353512541,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:32,1,7,44,2,-0.963450011,-0.989761453,0,0,1,2,0,0,-0.549151693,0,0,3,3,1.18520066,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,0.152007448,0.209816646,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:30:17,1,7,45,1,-0.939316467,-0.989761453,1,0,1,2,0,0,-0.780946138,0,0,3,3,1.18520066,-0.23495452,0,0,0,0,0,1,0,0,0,0,0,0,1.164092832,0.702110621,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:34,1,8,46,2,-0.939316467,-0.96415565,0,0,2,1,0,0,1.614263125,0,0,4,3,-1.169143176,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,-0.752278349,-0.811065049,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:58,1,8,49,1,-0.89104938,-0.938549847,0,0,2,2,0,0,-0.780946138,0,0,4,3,-0.286264237,0.650804733,0,0,0,1,0,0,0,0,0,0,0,0,0.134362124,0.195033043,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:34:46,1,8,50,1,-0.866915836,-0.938549847,0,0,2,2,0,0,-0.394622063,0,0,4,3,0.596614701,0.650804733,0,0,0,0,0,1,0,0,0,0,0,0,3.392296927,2.848098411,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:36:02,1,8,51,1,-0.842782292,-0.938549847,1,0,2,2,0,0,-0.394622063,0,0,4,3,1.18520066,0.650804733,0,0,0,1,0,0,0,0,1,0,0,0,1.012105795,0.243597178,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:18,1,9,52,1,-0.818648749,-0.938549847,0,0,1,1,0,0,0.300761271,0,0,5,3,-1.169143176,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,-0.940445715,-0.820526555,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:44,1,9,53,2,-0.818648749,-0.912944043,0,0,1,2,0,0,-0.858210953,0,0,5,3,-0.286264237,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,-0.778301496,-0.613630033,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:26,1,9,54,1,-0.794515205,-0.912944043,0,0,1,1,0,0,0.841614976,0,0,5,3,-0.286264237,-0.23495452,0,0,0,0,0,0,0,0,0,0,0,0,-0.874757659,-0.717706597,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:54,1,9,55,2,-0.794515205,-0.88733824,0,0,1,1,0,0,0.300761271,0,0,5,3,0.596614701,-0.23495452,0,0,0,0,1,0,0,0,0,0,0,0,-0.324119746,-0.30480057,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:39:29,1,9,56,1,-0.770381661,-0.88733824,0,0,1,1,0,0,1.38246868,0,0,5,3,0.596614701,0.650804733,0,0,0,0,1,0,1,0,0,0,0,0,-0.347399712,-0.318327566,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:33,1,9,58,1,-0.746248118,-0.861732437,0,0,1,1,0,0,0.223496456,0,0,5,3,1.18520066,1.241310902,0,0,0,0,0,1,0,0,0,0,0,0,1.141924966,1.02934567,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:41:23,1,9,59,2,-0.746248118,-0.836126634,0,0,1,2,0,0,-1.785388732,0,0,5,3,2.362372578,1.241310902,0,0,0,0,0,1,0,1,0,0,0,0,0.03620074,0.1579262,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:42:31,1,9,60,2,-0.746248118,-0.810520831,0,0,1,1,0,0,0.918879791,0,0,5,3,1.18520066,1.241310902,0,0,0,0,0,1,0,1,0,0,0,0,0.434184356,0.560705459,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:18,1,9,61,1,-0.722114574,-0.810520831,0,0,1,1,0,0,0.764350161,0,0,5,3,1.18520066,2.422323239,0,0,0,0,0,0,0,0,0,0,0,1,0.198641519,0.919059993,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:59,1,9,62,1,-0.69798103,-0.810520831,0,0,1,1,0,0,1.459733495,0,0,5,3,1.18520066,1.241310902,0,0,0,0,0,0,0,0,0,0,0,0,-1.031786216,-0.937686608,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:44:29,1,9,63,1,-0.673847487,-0.810520831,1,1,1,1,0,0,1.614263125,0,0,5,3,2.362372578,1.241310902,0,0,0,1,1,0,1,0,0,0,0,0,0.041983662,0.279447415,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:52,2,1,66,2,-0.673847487,-0.733703421,0,0,2,1,0,0,0.918879791,1,0,0,0,-1.169143176,0.650804733,0,0,0,0,0,1,0,1,0,0,0,0,-0.91983479,-0.887570194,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:48:17,2,1,67,2,-0.673847487,-0.708097618,2,0,2,1,0,0,0.841614976,1,0,0,0,-1.169143176,1.241310902,0,0,0,0,0,0,0,0,0,0,0,0,-0.496421148,-0.691465702,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:38,2,2,69,1,-0.625580399,-0.708097618,0,0,1,2,0,0,-0.703681323,1,0,0,1,-0.286264237,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,-0.983965905,-0.89518375,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:50:14,2,2,70,2,-0.625580399,-0.682491815,0,0,1,2,0,0,-0.008297989,1,0,0,1,0.596614701,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,-0.942447495,-0.8888268,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:10,2,2,71,2,-0.625580399,-0.656886011,0,0,1,1,0,0,0.532555716,1,0,0,1,0.596614701,-0.23495452,0,0,1,0,0,0,0,0,0,0,0,0,1.442340318,1.799571378,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:52:21,2,2,73,2,-0.601446856,-0.631280208,0,0,1,2,0,0,-1.090005398,1,0,0,1,1.18520066,0.650804733,0,0,1,0,0,0,0,0,0,0,0,0,-0.322636946,-0.19089291,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:53:06,2,2,74,2,-0.601446856,-0.605674405,0,0,1,2,0,0,-0.471886878,1,0,0,1,1.18520066,1.241310902,0,0,1,0,0,0,0,0,0,0,0,0,-0.63254222,-0.488117245,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:11,2,2,75,2,-0.601446856,-0.580068602,2,0,1,1,0,0,1.38246868,1,0,0,1,1.18520066,2.422323239,0,0,0,0,0,0,0,0,0,1,0,0,-0.577604467,-0.386997402,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:56,2,3,76,2,-0.601446856,-0.554462799,0,0,2,1,0,0,1.150674235,1,0,0,2,-1.169143176,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,-0.585759869,-0.618730376,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:20,2,3,77,2,-0.601446856,-0.528856995,0,0,2,1,0,0,1.305203865,1,0,0,2,-1.169143176,-0.23495452,0,0,0,0,0,0,0,0,0,0,0,0,-0.468099661,-0.352255935,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:50,2,3,78,2,-0.601446856,-0.503251192,0,0,2,1,0,0,-0.240092434,1,0,0,2,-1.169143176,0.650804733,0,0,0,0,0,0,0,0,0,0,0,0,-0.388325002,-0.794507414,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:57:08,2,3,79,2,-0.601446856,-0.477645389,2,0,2,2,0,0,-0.780946138,1,0,0,2,-1.169143176,1.241310902,0,0,1,0,0,0,0,0,0,0,0,0,1.261735235,1.435525158,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:59:22,2,4,80,2,-0.601446856,-0.452039586,0,0,1,2,0,0,-0.394622063,1,0,0,3,-1.169143176,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,2.883918825,2.083860061,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:00:17,2,4,81,1,-0.577313312,-0.452039586,0,0,1,1,0,0,-0.008297989,1,0,0,3,-1.169143176,-0.23495452,0,0,0,0,0,0,0,0,0,0,0,0,-0.742343587,-0.491739228,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:01:21,2,4,83,2,-0.553179768,-0.426433783,0,0,1,1,0,0,0.609820531,1,0,0,3,0.596614701,-0.23495452,0,0,0,0,0,0,0,0,0,0,0,0,3.100407677,1.851683579,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:05,2,4,84,2,-0.553179768,-0.400827979,0,0,1,2,0,0,-1.244535028,1,0,0,3,0.596614701,0.650804733,0,0,0,0,0,1,0,1,0,0,0,0,-0.226032503,-0.019772707,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:54,2,4,85,1,-0.529046225,-0.400827979,0,0,1,2,0,0,-1.244535028,1,0,0,3,0.596614701,1.241310902,0,0,0,1,0,0,0,0,0,0,0,1,-0.489822686,-0.259414909,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:03:50,2,4,86,1,-0.504912681,-0.400827979,0,0,1,1,0,0,-0.703681323,1,0,0,3,1.18520066,1.241310902,0,0,0,1,0,0,0,0,0,0,0,0,-0.127500419,0.161030756,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:04:21,2,4,87,1,-0.480779137,-0.400827979,1,0,1,2,0,0,0.687085346,1,0,0,3,2.362372578,1.241310902,0,0,0,0,0,0,0,0,0,0,0,0,2.277156919,1.709169647,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:05:38,2,5,88,2,-0.480779137,-0.375222176,0,0,2,1,0,0,0.146231641,1,0,1,3,-1.169143176,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,1.124946902,-0.04793547,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:16,2,5,89,2,-0.480779137,-0.349616373,0,0,2,1,0,0,1.305203865,1,0,1,3,-1.169143176,-0.23495452,0,0,0,0,0,1,0,1,0,0,0,0,-0.352367093,-0.620726163,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:46,2,5,90,1,-0.456645594,-0.349616373,0,0,2,2,0,0,-0.008297989,1,0,1,3,-1.169143176,0.650804733,0,0,0,0,0,1,0,0,0,0,0,0,0.477556266,0.022877988,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:07:42,2,5,91,1,-0.43251205,-0.349616373,0,0,2,1,0,0,1.53699831,1,0,1,3,-0.286264237,0.650804733,0,0,0,1,0,0,0,0,0,0,0,0,1.5319756,0.849429223,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:08:26,2,5,92,1,-0.408378506,-0.349616373,0,0,2,1,0,0,1.768792755,1,0,1,3,0.596614701,0.650804733,0,0,0,1,0,0,0,0,0,0,0,0,1.764775256,1.240529437,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:09:19,2,5,93,2,-0.408378506,-0.32401057,0,0,2,1,0,0,0.918879791,1,0,1,3,1.18520066,0.650804733,0,0,0,0,0,1,0,1,0,0,1,0,1.094104655,0.674243529,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:10:24,2,5,94,1,-0.384244963,-0.32401057,0,0,2,2,0,0,-0.317357249,1,0,1,3,1.18520066,1.241310902,0,0,0,0,0,0,0,0,0,0,0,0,1.770261617,1.68522021,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:11:30,2,5,95,2,-0.384244963,-0.298404767,0,0,2,1,0,0,0.532555716,1,0,1,3,2.362372578,1.241310902,0,0,0,0,0,1,0,1,0,0,1,0,0.810741507,-0.227334491,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:12:08,2,5,96,2,-0.384244963,-0.272798963,0,0,2,1,0,0,1.53699831,1,0,1,3,1.18520066,1.241310902,0,0,0,0,0,0,0,0,0,0,0,0,-0.727663863,-0.825109472,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:14:48,2,6,98,2,-0.384244963,-0.221587357,0,0,1,2,0,0,0.300761271,1,0,1,4,-1.169143176,-1.120713773,0,0,0,0,0,0,0,0,0,0,0,0,-0.716098021,-0.089329558,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:15:27,2,6,99,1,-0.360111419,-0.221587357,0,0,1,1,0,0,-0.162827619,1,0,1,4,-1.169143176,-0.23495452,0,0,0,0,0,0,0,0,0,0,0,0,-0.83850319,-0.720663318,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:15:55,2,6,100,2,-0.360111419,-0.195981554,0,0,1,2,0,0,-1.553594288,1,0,1,4,-0.286264237,-0.23495452,0,0,1,0,0,0,0,0,0,0,0,0,-0.772444434,-0.708097256,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:16:53,2,6,101,1,-0.335977875,-0.195981554,0,0,1,1,0,0,1.150674235,1,0,1,4,-0.286264237,0.650804733,0,0,0,0,0,0,0,0,0,0,0,0,-0.997162828,-0.859185677,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:17:22,2,6,102,1,-0.311844332,-0.195981554,0,0,1,1,0,0,-0.240092434,1,0,1,4,0.596614701,0.650804733,0,0,0,0,0,0,0,0,0,0,0,0,-0.272370014,0.272499122,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:17:48,2,6,103,2,-0.311844332,-0.170375751,0,0,1,1,0,0,-1.090005398,1,0,1,4,1.18520066,0.650804733,0,0,0,0,0,0,0,0,0,0,0,0,0.99008621,2.370588039,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:19:57,2,7,106,1,-0.239443701,-0.170375751,0,0,2,1,0,0,0.532555716,1,0,2,4,-1.169143176,-1.120713773,0,0,0,1,0,0,0,0,0,0,0,0,0.135548364,-0.151494608,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:20:31,2,7,107,2,-0.239443701,-0.144769947,0,0,2,1,0,0,1.305203865,1,0,2,4,-0.286264237,-1.120713773,0,0,1,0,0,0,0,0,0,0,0,0,0.100183576,-0.135380481,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:21:06,2,7,108,2,-0.239443701,-0.119164144,0,0,2,1,0,0,1.614263125,1,0,2,4,-0.286264237,-0.23495452,0,0,1,0,0,0,0,0,0,0,0,0,-0.116675976,0.131759223,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:22:15,2,7,110,1,-0.215310157,-0.093558341,0,0,2,1,0,0,-0.240092434,1,0,2,4,-0.286264237,1.241310902,0,0,0,0,0,0,0,0,0,0,0,0,1.799546924,-0.078907118,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:22:46,2,7,111,1,-0.191176613,-0.093558341,0,0,2,2,0,0,-1.012740583,1,0,2,4,0.596614701,1.241310902,0,0,0,1,0,1,0,0,0,0,0,0,2.524413879,1.759951323,,,
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:23:58,2,7,112,1,-0.16704307,-0.093558341,0,0,2,2,0,0,0.300761271,1,0,2,4,1.18520066,1.241310902,0,0,0,1,0,0,0,0,0,0,0,0,1.269000957,0.922755893,,,
