match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,point_victor,game_victor,set_victor,p1_score,p2_score,server,p1_ace,p2_ace,speed_mph,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_break_pt,p2_break_pt,continuous_wins_p1,continuous_wins_p2,Player_socre_margin,Players_run_distance_difference,rally_count
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:10:45,1,2,18,0,0,1,0,2,2,0,1.18520066,2.422323239,2,0,0,0.378026086,0,1,0,0,0,0,0,0,0.868051494,-0.530610698,-1.178790112,-0.42728562,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:11:47,1,3,20,0,0,1,1,1,0,0,-0.286264237,-1.120713773,1,0,0,1.22793905,0,0,0,0,0,0,0,0,0.868051494,-0.530610698,-0.859135913,2.771635843,0.360585192
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:17,1,3,21,0,0,1,1,2,0,0,0.596614701,-1.120713773,1,0,0,0.223496456,0,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-1.018963013,0.018987809,-0.55853622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:12:44,1,3,22,0,0,1,1,1,0,0,0.596614701,-0.23495452,1,0,0,1.22793905,0,0,0,0,0,1,0,0,-0.550838647,0.931583555,-0.859135913,1.211564503,1.586080407
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:13:26,1,3,23,0,0,1,1,1,1,0,1.18520066,-0.23495452,1,0,0,-0.626416508,0,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-0.699308813,-0.574576804,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:15:31,1,4,24,0,0,2,1,2,0,0,-1.169143176,-1.120713773,2,0,0,-0.317357249,0,0,0,0,1,0,0,0,0.868051494,-0.530610698,-0.859135913,-0.487626816,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:16:15,1,4,25,0,0,2,1,2,0,0,-1.169143176,-0.23495452,2,0,0,-0.008297989,0,0,0,0,0,0,0,0,2.286941636,-0.530610698,-1.018963013,-0.521778257,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:17:49,1,5,28,0,0,2,2,1,0,0,-1.169143176,-1.120713773,1,0,0,0.378026086,1,0,0,0,0,0,0,0,-0.550838647,2.393777807,-1.178790112,2.21557496,0.360585192
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:25,1,5,29,0,0,2,2,1,0,0,-0.286264237,-1.120713773,1,0,0,1.38246868,0,0,0,0,0,0,0,0,-0.550838647,3.855972059,-1.018963013,0.115575626,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:18:50,1,5,30,0,0,2,2,1,0,0,0.596614701,-1.120713773,1,0,0,-0.085562804,0,0,0,0,0,0,0,0,0.868051494,-0.530610698,-0.859135913,-0.605585474,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:19:20,1,5,31,0,0,2,2,2,0,0,1.18520066,-1.120713773,1,0,0,0.146231641,0,0,0,0,1,0,0,0,-0.550838647,-0.530610698,-1.018963013,-0.436504414,-0.55853622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:03,1,5,32,0,0,2,2,2,0,0,1.18520066,-0.23495452,1,0,0,-0.549151693,0,0,0,0,0,0,0,0,-0.550838647,0.931583555,-1.178790112,0.163974294,-0.55853622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:20:55,1,5,33,0,0,2,2,2,0,0,1.18520066,0.650804733,1,0,0,-0.008297989,0,0,0,0,1,0,0,0,0.868051494,-0.530610698,-1.018963013,-0.180054331,-0.55853622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:21:27,1,5,34,0,0,2,2,1,0,0,1.18520066,1.241310902,1,0,0,-1.090005398,0,0,0,0,0,0,0,0,-0.550838647,0.931583555,-1.178790112,0.365111614,0.360585192
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:22:19,1,5,35,0,0,2,2,1,1,0,2.362372578,1.241310902,1,0,0,0.223496456,0,0,0,0,0,0,0,0,-0.550838647,2.393777807,-1.018963013,-0.144436264,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:22,1,6,36,0,0,3,2,2,0,0,-1.169143176,-1.120713773,2,0,0,-0.085562804,0,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-1.178790112,-0.364639726,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:24:53,1,6,37,0,0,3,2,1,0,0,-1.169143176,-0.23495452,2,0,0,-1.630859103,0,0,0,0,0,1,0,0,0.868051494,-0.530610698,-1.018963013,-0.616061376,0.666958996
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:05,1,6,38,0,0,3,2,2,0,0,-0.286264237,-0.23495452,2,0,0,1.07340942,0,0,0,0,0,0,0,0,2.286941636,-0.530610698,-1.178790112,-0.379934543,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:30,1,6,39,0,0,3,2,2,0,0,-0.286264237,0.650804733,2,0,0,1.22793905,0,0,0,0,0,0,0,0,3.705831777,-0.530610698,-1.018963013,-0.707830278,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:26:56,1,6,40,0,0,3,2,2,2,0,-0.286264237,1.241310902,2,0,0,-0.008297989,0,0,0,0,0,0,0,0,-0.550838647,0.931583555,-0.859135913,-0.641832095,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:27:42,1,7,41,0,0,3,3,1,0,0,-1.169143176,-1.120713773,1,0,0,-0.317357249,1,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-1.018963013,-0.394600806,1.586080407
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:28:37,1,7,42,0,0,3,3,1,0,0,-0.286264237,-1.120713773,1,0,0,0.687085346,0,0,0,0,0,1,0,0,-0.550838647,-0.530610698,-1.178790112,1.220783297,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:06,1,7,43,0,0,3,3,1,0,0,0.596614701,-1.120713773,1,0,0,0.300761271,1,0,0,0,0,0,0,0,0.868051494,-0.530610698,-1.018963013,0.277952109,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:29:32,1,7,44,0,0,3,3,2,0,0,1.18520066,-1.120713773,1,0,0,-0.549151693,0,0,0,0,0,0,0,0,2.286941636,-0.530610698,-1.178790112,-0.59741427,0.666958996
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:30:17,1,7,45,0,0,3,3,1,1,0,1.18520066,-0.23495452,1,0,0,-0.780946138,0,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-1.018963013,0.620933143,0.360585192
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:32:34,1,8,46,0,0,4,3,2,0,0,-1.169143176,-1.120713773,2,0,0,1.614263125,0,0,0,0,0,0,0,0,0.868051494,-0.530610698,-1.178790112,-0.505645368,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:33:58,1,8,49,0,0,4,3,1,0,0,-0.286264237,0.650804733,2,0,0,-0.780946138,0,0,0,0,0,1,0,0,-0.550838647,0.931583555,-1.018963013,-0.589452585,0.666958996
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:34:46,1,8,50,0,0,4,3,1,0,0,0.596614701,0.650804733,2,0,0,-0.394622063,1,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-0.859135913,0.835060582,3.730697034
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:36:02,1,8,51,0,0,4,3,1,1,0,1.18520066,0.650804733,2,0,0,-0.394622063,0,0,0,0,0,1,1,0,0.868051494,-0.530610698,-0.699308813,1.491061571,0.666958996
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:18,1,9,52,0,0,5,3,1,0,0,-1.169143176,-1.120713773,1,0,0,0.300761271,0,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-0.539481713,-0.430637909,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:37:44,1,9,53,0,0,5,3,2,0,0,-0.286264237,-1.120713773,1,0,0,-0.858210953,0,0,0,0,0,0,0,0,-0.550838647,0.931583555,-0.699308813,-0.302412867,-0.55853622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:26,1,9,54,0,0,5,3,1,0,0,-0.286264237,-0.23495452,1,0,0,0.841614976,0,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-0.539481713,-0.324831298,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:38:54,1,9,55,0,0,5,3,2,0,0,0.596614701,-0.23495452,1,0,0,0.300761271,0,0,0,0,0,0,0,0,0.868051494,-0.530610698,-0.699308813,-0.710554013,0.054211388
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:39:29,1,9,56,0,0,5,3,1,0,0,0.596614701,0.650804733,1,0,0,1.38246868,0,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-0.539481713,-0.683107149,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:40:33,1,9,58,0,0,5,3,1,0,0,1.18520066,1.241310902,1,0,0,0.223496456,0,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-0.539481713,-0.369249123,0.973332799
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:41:23,1,9,59,0,0,5,3,2,0,0,2.362372578,1.241310902,1,0,0,-1.785388732,0,1,0,0,0,0,0,0,0.868051494,-0.530610698,-0.699308813,-0.417228754,0.054211388
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:42:31,1,9,60,0,0,5,3,2,0,0,1.18520066,1.241310902,1,0,0,0.918879791,0,1,0,0,0,0,0,0,-0.550838647,0.931583555,-0.859135913,-0.400257793,0.666958996
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:18,1,9,61,0,0,5,3,1,0,0,1.18520066,2.422323239,1,0,0,0.764350161,1,0,0,0,0,0,0,1,-0.550838647,-0.530610698,-0.699308813,1.281124493,0.973332799
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:43:59,1,9,62,0,0,5,3,1,0,0,1.18520066,1.241310902,1,0,0,1.459733495,0,0,0,0,0,0,0,0,-0.550838647,0.931583555,-0.539481713,-0.504597778,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:44:29,1,9,63,0,0,5,3,1,1,1,2.362372578,1.241310902,1,0,0,1.614263125,0,0,0,0,0,1,0,0,-0.550838647,2.393777807,-0.379654613,-0.089123501,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:47:52,2,1,66,1,0,0,0,2,0,0,-1.169143176,0.650804733,2,0,0,0.918879791,0,0,0,0,0,0,0,0,-0.550838647,2.393777807,-0.859135913,-0.678916788,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:48:17,2,1,67,1,0,0,0,2,2,0,-1.169143176,1.241310902,2,0,0,0.841614976,0,0,0,0,0,0,0,0,-0.550838647,3.855972059,-1.018963013,-0.121598797,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:49:38,2,2,69,1,0,0,1,1,0,0,-0.286264237,-1.120713773,1,0,0,-0.703681323,0,0,0,0,0,0,0,0,-0.550838647,0.931583555,-0.699308813,-0.519264041,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:50:14,2,2,70,1,0,0,1,2,0,0,0.596614701,-1.120713773,1,0,0,-0.008297989,0,1,0,0,0,0,0,0,0.868051494,-0.530610698,-0.859135913,-0.618575592,-0.55853622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:51:10,2,2,71,1,0,0,1,2,0,0,0.596614701,-0.23495452,1,0,0,0.532555716,0,0,0,0,1,0,0,0,-0.550838647,0.931583555,-1.018963013,0.262238256,2.505201819
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:52:21,2,2,73,1,0,0,1,2,0,0,1.18520066,0.650804733,1,0,0,-1.090005398,0,0,0,0,1,0,0,0,0.868051494,-0.530610698,-1.018963013,-0.391877071,-0.55853622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:53:06,2,2,74,1,0,0,1,2,0,0,1.18520066,1.241310902,1,0,0,-0.471886878,0,0,0,0,1,0,0,0,2.286941636,-0.530610698,-1.178790112,-0.358563702,-0.55853622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:11,2,2,75,1,0,0,1,2,2,0,1.18520066,2.422323239,1,0,0,1.38246868,0,0,0,0,0,0,0,1,-0.550838647,-0.530610698,-1.018963013,-0.22719589,-0.55853622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:54:56,2,3,76,1,0,0,2,2,0,0,-1.169143176,-1.120713773,2,0,0,1.150674235,0,0,0,0,0,0,0,0,-0.550838647,0.931583555,-0.859135913,-0.580233791,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:20,2,3,77,1,0,0,2,2,0,0,-1.169143176,-0.23495452,2,0,0,1.305203865,0,0,0,0,0,0,0,0,-0.550838647,2.393777807,-0.699308813,-0.438180558,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:55:50,2,3,78,1,0,0,2,2,0,0,-1.169143176,0.650804733,2,0,0,-0.240092434,0,1,0,0,0,0,0,0,0.868051494,-0.530610698,-0.539481713,0.475946658,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:57:08,2,3,79,1,0,0,2,2,2,0,-1.169143176,1.241310902,2,0,0,-0.780946138,0,0,0,0,1,0,0,0,2.286941636,-0.530610698,-0.379654613,-0.259252151,0.973332799
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,00:59:22,2,4,80,1,0,0,3,2,0,0,-1.169143176,-1.120713773,1,0,0,-0.394622063,0,0,0,0,0,0,0,0,3.705831777,-0.530610698,-0.219827513,1.564602404,1.892454211
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:00:17,2,4,81,1,0,0,3,1,0,0,-1.169143176,-0.23495452,1,0,0,-0.008297989,0,0,0,0,0,0,0,0,-0.550838647,0.931583555,-0.379654613,-0.058533866,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:01:21,2,4,83,1,0,0,3,2,0,0,0.596614701,-0.23495452,1,0,0,0.609820531,0,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-0.379654613,2.834491256,1.279706603
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:05,2,4,84,1,0,0,3,2,0,0,0.596614701,0.650804733,1,0,0,-1.244535028,0,1,0,0,0,0,0,0,-0.550838647,-0.530610698,-0.219827513,-0.179844813,0.054211388
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:02:54,2,4,85,1,0,0,3,1,0,0,0.596614701,1.241310902,1,0,0,-1.244535028,0,0,0,0,0,1,0,1,-0.550838647,0.931583555,-0.379654613,-0.113637111,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:03:50,2,4,86,1,0,0,3,1,0,0,1.18520066,1.241310902,1,0,0,-0.703681323,0,0,0,0,0,1,0,0,0.868051494,-0.530610698,-0.539481713,0.05418684,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:04:21,2,4,87,1,0,0,3,1,1,0,2.362372578,1.241310902,1,0,0,0.687085346,0,0,0,0,0,0,0,0,-0.550838647,0.931583555,-0.699308813,0.911953703,2.198828015
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:05:38,2,5,88,1,0,1,3,2,0,0,-1.169143176,-1.120713773,2,0,0,0.146231641,0,1,0,0,0,0,0,0,0.868051494,-0.530610698,-0.539481713,2.636287188,0.360585192
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:16,2,5,89,1,0,1,3,2,0,0,-1.169143176,-0.23495452,2,0,0,1.305203865,0,0,0,0,0,0,0,0,2.286941636,-0.530610698,-0.379654613,0.084985992,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:06:46,2,5,90,1,0,1,3,1,0,0,-1.169143176,0.650804733,2,0,0,-0.008297989,1,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-0.539481713,0.606057362,0.666958996
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:07:42,2,5,91,1,0,1,3,1,0,0,-0.286264237,0.650804733,2,0,0,1.53699831,0,0,0,0,0,1,0,0,0.868051494,-0.530610698,-0.699308813,1.24299221,1.279706603
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:08:26,2,5,92,1,0,1,3,1,0,0,0.596614701,0.650804733,2,0,0,1.768792755,0,0,0,0,0,1,0,0,-0.550838647,0.931583555,-0.859135913,0.792318902,1.892454211
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:09:19,2,5,93,1,0,1,3,2,0,0,1.18520066,0.650804733,2,0,0,0.918879791,0,0,0,0,0,0,1,0,-0.550838647,2.393777807,-0.699308813,0.502136414,0.360585192
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:10:24,2,5,94,1,0,1,3,1,0,0,1.18520066,1.241310902,2,0,0,-0.317357249,0,0,0,0,0,0,0,0,0.868051494,-0.530610698,-0.859135913,-0.452637303,1.892454211
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:11:30,2,5,95,1,0,1,3,2,0,0,2.362372578,1.241310902,2,0,0,0.532555716,0,0,0,0,0,0,1,0,2.286941636,-0.530610698,-0.699308813,2.256850014,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:12:08,2,5,96,1,0,1,3,2,0,0,1.18520066,1.241310902,2,0,0,1.53699831,0,0,0,0,0,0,0,0,3.705831777,-0.530610698,-0.539481713,-0.39627695,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:14:48,2,6,98,1,0,1,4,2,0,0,-1.169143176,-1.120713773,1,0,0,0.300761271,0,0,0,0,0,0,0,0,-0.550838647,0.931583555,-0.219827513,1.007912967,-0.55853622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:15:27,2,6,99,1,0,1,4,1,0,0,-1.169143176,-0.23495452,1,0,0,-0.162827619,0,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-0.379654613,-0.435666342,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:15:55,2,6,100,1,0,1,4,2,0,0,-0.286264237,-0.23495452,1,0,0,-1.553594288,0,0,0,0,1,0,0,0,0.868051494,-0.530610698,-0.219827513,-0.58672885,-0.55853622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:16:53,2,6,101,1,0,1,4,1,0,0,-0.286264237,0.650804733,1,0,0,1.150674235,0,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-0.379654613,-0.379934543,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:17:22,2,6,102,1,0,1,4,1,0,0,0.596614701,0.650804733,1,0,0,-0.240092434,0,0,0,0,0,0,0,0,0.868051494,-0.530610698,-0.539481713,0.779538301,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:17:48,2,6,103,1,0,1,4,2,0,0,1.18520066,0.650804733,1,0,0,-1.090005398,0,1,0,0,0,0,0,0,2.286941636,-0.530610698,-0.379654613,3.158825184,1.892454211
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:19:57,2,7,106,1,0,2,4,1,0,0,-1.169143176,-1.120713773,2,0,0,0.532555716,0,0,0,0,0,1,0,0,-0.550838647,-0.530610698,-0.859135913,0.133803696,0.054211388
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:20:31,2,7,107,1,0,2,4,2,0,0,-0.286264237,-1.120713773,2,0,0,1.305203865,0,0,0,0,1,0,0,0,-0.550838647,0.931583555,-0.699308813,-0.011811343,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:21:06,2,7,108,1,0,2,4,2,0,0,-0.286264237,-0.23495452,2,0,0,1.614263125,0,0,0,0,1,0,0,0,-0.550838647,2.393777807,-0.539481713,-0.059371939,-0.252162416
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:22:15,2,7,110,1,0,2,4,1,0,0,-0.286264237,1.241310902,2,0,0,-0.240092434,0,0,0,0,0,0,0,0,0.868051494,-0.530610698,-0.539481713,4.63047991,-0.55853622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:22:46,2,7,111,1,0,2,4,1,0,0,0.596614701,1.241310902,2,0,0,-1.012740583,0,0,0,0,0,1,0,0,-0.550838647,0.931583555,-0.699308813,1.466757478,1.279706603
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:23:58,2,7,112,1,0,2,4,1,0,0,1.18520066,1.241310902,2,0,0,0.300761271,0,0,0,0,0,1,0,0,0.868051494,-0.530610698,-0.859135913,0.291989818,1.279706603
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:25:01,2,7,113,1,0,2,4,2,0,0,2.362372578,1.241310902,2,0,0,0.687085346,0,0,0,0,0,0,1,0,-0.550838647,-0.530610698,-0.699308813,0.423148112,-0.864910024
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:25:32,2,7,114,1,0,2,4,2,0,0,1.18520066,1.241310902,2,0,0,1.459733495,0,1,0,0,0,0,0,0,-0.550838647,-0.530610698,-0.539481713,0.570229777,0.973332799
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:26:17,2,7,115,1,0,2,4,1,0,0,1.18520066,2.422323239,2,0,0,0.996144606,0,0,0,0,0,1,0,0,-0.550838647,0.931583555,-0.699308813,-0.151769395,0.054211388
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:26:59,2,7,116,1,0,2,4,1,0,0,1.18520066,1.241310902,2,0,0,0.146231641,0,0,0,0,0,0,0,0,0.868051494,-0.530610698,-0.859135913,0.124165866,0.666958996
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:28:28,2,7,117,1,0,2,4,1,1,0,2.362372578,1.241310902,2,0,0,1.459733495,0,0,0,0,0,1,1,0,-0.550838647,0.931583555,-1.018963013,-0.062514709,-0.55853622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,01:30:29,2,8,118,1,0,3,4,1,0,0,-1.169143176,-1.120713773,1,0,0,-0.162827619,0,0,0,0,0,0,0,0,-0.550838647,-0.530610698,-1.178790112,-0.403610081,-0.864910024
