权重,server,Players_run_distance_difference,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio,p1_ace_count2r,p2_ace_count2r,p1_unf_err_count2r,p2_unf_err_count2r,speed_mph,serve_width,serve_no,continuous_wins_p1,continuous_wins_p2,Player_socre_margin,serve_depth,p1_m,p2_m
3.61666667,2,-0.347051298,0.461214246,0.932915787,-2.877460983,1.416994155,-0.388406832,-2.859715628,-0.379129612,2.254624283,-0.589470429,-0.637767728,1.382199881,1.187943159,1,0,1,-0.855306778,0.660747351,,
4,2,0.95062713,0.461214246,0.932915787,-2.877460983,1.416994155,-1.573915181,-2.859715628,-0.379129612,2.254624283,-0.589470429,1.126979118,0.598484814,0.424327036,1,1,0,-0.694474764,0.660747351,,
4.21666667,2,0.105934802,0.461214246,0.932915787,-2.877460983,1.416994155,-0.388406832,-2.859715628,-0.379129612,-0.364998198,-0.589470429,1.126979118,1.225456867,1.187943159,1,2,0,-0.855306778,0.660747351,,
2.15,2,-0.421557041,0.461214246,0.932915787,-2.877460983,1.416994155,0.322898178,-2.859715628,-0.379129612,-0.364998198,-0.589470429,1.126979118,1.382199881,0.424327036,1,0,1,-1.016138793,0.660747351,,
2.25,2,-0.458809913,0.461214246,0.932915787,-2.877460983,1.416994155,0.322898178,-2.859715628,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-1.204059841,-0.339289088,2,0,2,-0.855306778,0.660747351,,
1.98333333,2,-0.621708563,0.461214246,0.932915787,-2.877460983,0.380266123,-0.388406832,-2.859715628,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.91197084,-1.102905211,1,1,0,-1.016138793,0.660747351,,
1.11666667,2,-0.369094417,0.461214246,0.932915787,-2.877460983,0.528370128,0.119668175,-2.859715628,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.284998787,0.424327036,1,0,1,-1.176970807,0.660747351,,
1.41666667,1,-0.639343059,-0.192160272,0.361360063,-2.877460983,0.528370128,0.119668175,-2.859715628,2.140680382,-0.364998198,-0.589470429,-0.637767728,1.068713854,0.424327036,1,0,0,-1.016138793,-1.513437773,,
,1,2.996449024,-0.022766879,0.628086067,-2.877460983,0.528370128,0.119668175,-2.859715628,2.140680382,-0.364998198,-0.589470429,-0.637767728,1.147085361,1.187943159,1,1,0,-0.855306778,-1.513437773,,
,1,0.100424022,0.112747836,0.20132446,-2.877460983,0.528370128,0.119668175,-2.859715628,2.140680382,-0.364998198,-0.589470429,-0.637767728,0.128255773,-0.339289088,1,2,0,-1.016138793,0.660747351,,
,1,1.355118367,0.223623512,0.434103519,-2.877460983,0.528370128,0.119668175,-2.859715628,-0.379129612,-0.364998198,-0.589470429,1.126979118,1.147085361,-1.866521334,1,0,1,-0.855306778,0.660747351,,
,1,-0.524057545,0.223623512,0.434103519,-1.510835678,0.528370128,0.119668175,-2.859715628,-0.379129612,-0.364998198,-0.589470429,1.126979118,-0.733830801,-1.102905211,2,1,0,-0.694474764,0.660747351,,
,2,-0.432578601,0.223623512,0.434103519,-1.510835678,0.528370128,0.119668175,-0.126797673,-0.379129612,-0.364998198,1.212948767,1.126979118,-0.420344774,-1.102905211,2,0,0,-0.855306778,0.660747351,,
,2,-0.468508885,0.223623512,0.434103519,-1.510835678,0.639448131,0.50072443,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,-0.106858747,-0.339289088,1,0,1,-1.016138793,0.660747351,,
,2,-0.641547371,0.223623512,0.434103519,-1.510835678,0.034690113,0.006762618,-0.126797673,-0.379129612,2.254624283,1.212948767,-0.637767728,0.990342347,0.424327036,1,0,2,-1.176970807,0.660747351,,
,2,2.105245714,0.223623512,0.434103519,-1.510835678,-0.449116302,-0.388406832,-0.126797673,-0.379129612,2.254624283,-0.589470429,-0.637767728,1.068713854,1.187943159,1,0,3,-1.016138793,0.660747351,,
,1,2.41142464,0.316019908,0.628086067,-1.510835678,-0.449116302,-0.388406832,-0.126797673,-0.379129612,2.254624283,-0.589470429,-0.637767728,0.284998787,1.187943159,1,0,0,-1.176970807,-1.513437773,,
,1,0.202042801,0.394201475,0.792225147,-1.510835678,-0.449116302,-0.388406832,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,1.303828374,0.424327036,1,1,0,-1.016138793,0.660747351,,
,1,-0.556681362,0.461214246,0.932915787,-1.510835678,-0.449116302,-0.388406832,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.185230254,-1.102905211,1,2,0,-0.855306778,0.660747351,,
,1,-0.37879339,0.461214246,0.932915787,-1.784160739,-0.449116302,-0.388406832,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,0.049884267,-1.102905211,2,3,0,-1.016138793,0.660747351,,
,1,0.252962407,0.461214246,0.932915787,-1.966377446,-0.449116302,-0.388406832,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,-0.655459294,-1.102905211,2,0,1,-1.176970807,0.660747351,,
,1,-0.108985611,0.51929198,0.628086067,-1.966377446,-0.449116302,-0.388406832,-0.126797673,-0.379129612,-0.364998198,3.015367963,-0.637767728,-0.106858747,-1.866521334,1,0,2,-1.016138793,-1.513437773,,
,1,0.464576351,0.51929198,0.628086067,-1.315603491,-0.449116302,-0.388406832,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,-1.204059841,0.424327036,2,0,3,-1.176970807,-1.513437773,,
,1,-0.071512308,0.570109999,0.76144907,-1.315603491,-0.449116302,-0.388406832,-0.126797673,-0.379129612,-0.364998198,1.212948767,-0.637767728,0.128255773,0.424327036,1,1,0,-1.016138793,0.660747351,,
,2,-0.303185491,0.570109999,0.76144907,-1.315603491,-0.279469897,-0.065086373,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.185230254,1.187943159,1,0,0,-1.176970807,-1.513437773,,
,2,-0.567702921,0.570109999,0.76144907,-1.315603491,-0.279469897,-0.065086373,-1.037770325,-0.379129612,-0.364998198,-0.589470429,1.126979118,-1.752660388,-0.339289088,2,0,1,-1.016138793,0.660747351,,
,2,-0.319276968,0.570109999,0.76144907,-1.315603491,-0.138097893,0.204347343,-1.037770325,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.990342347,0.424327036,1,1,0,-1.176970807,0.660747351,,
,2,-0.664251784,0.570109999,0.76144907,-1.315603491,-0.018475427,0.432329718,-1.037770325,-0.379129612,-0.364998198,-0.589470429,1.126979118,1.147085361,-1.866521334,1,0,1,-1.016138793,0.660747351,,
,2,-0.594815958,0.570109999,0.76144907,-1.315603491,-0.018475427,0.432329718,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.106858747,-0.339289088,2,0,2,-0.855306778,0.660747351,,
,1,-0.334707151,0.570109999,0.76144907,-0.827523025,-0.018475427,0.432329718,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.420344774,-0.339289088,2,0,0,-1.016138793,0.660747351,,
,1,1.36481734,0.614949426,0.879122307,-0.827523025,-0.018475427,0.432329718,-0.126797673,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.598484814,0.424327036,1,1,0,-1.176970807,0.660747351,,
,1,0.372876975,0.654806695,0.98372074,-0.827523025,-0.018475427,0.432329718,-0.126797673,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.20662728,1.187943159,1,2,0,-1.016138793,-1.513437773,,
,1,-0.548084545,0.654806695,0.98372074,-1.055293909,-0.018475427,0.432329718,-0.126797673,-0.379129612,-0.364998198,-0.589470429,1.126979118,-0.655459294,-0.339289088,2,3,0,-1.176970807,0.660747351,,
,1,0.733722837,0.654806695,0.98372074,-0.690860495,-0.018475427,0.432329718,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.890573814,-1.866521334,2,0,1,-1.016138793,0.660747351,,
,2,-0.451535683,0.654806695,0.98372074,-0.690860495,0.084058114,0.627743182,-0.126797673,-0.379129612,-0.364998198,-0.589470429,-0.637767728,1.538942894,0.424327036,1,0,0,-1.176970807,-1.513437773,,
,2,-0.550288857,0.654806695,0.98372074,-0.690860495,-0.241770696,0.322898178,-0.126797673,-0.379129612,2.254624283,-0.589470429,-0.637767728,1.382199881,0.424327036,1,0,0,-1.176970807,-1.513437773,,
,2,-0.53970816,0.654806695,0.98372074,-0.690860495,-0.241770696,0.322898178,-0.673381264,-0.379129612,2.254624283,-0.589470429,1.126979118,-0.890573814,-0.339289088,2,0,1,-1.016138793,0.660747351,,
,2,0.959003515,0.654806695,0.98372074,-0.690860495,-0.241770696,0.322898178,-1.037770325,-0.379129612,2.254624283,-0.589470429,1.126979118,-0.49871628,-1.866521334,2,1,0,-0.855306778,0.660747351,,
,2,1.649173578,0.654806695,0.98372074,-0.690860495,-0.241770696,0.322898178,-1.298048225,-0.379129612,-0.364998198,-0.589470429,2.891725963,-0.49871628,-1.866521334,2,2,0,-0.694474764,0.660747351,,
,1,-0.372621316,0.690468462,1.077308812,-0.690860495,-0.241770696,0.322898178,-1.298048225,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.20662728,-0.339289088,1,0,0,-0.53364275,0.660747351,,
,1,-0.237717427,0.690468462,1.077308812,-0.889642357,-0.241770696,0.322898178,-1.298048225,-0.379129612,-0.364998198,-0.589470429,1.126979118,-0.968945321,-0.339289088,2,1,0,-0.694474764,0.660747351,,
,1,-0.261303564,0.722564053,1.161538077,-0.889642357,-0.241770696,0.322898178,-1.298048225,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.755227827,-1.102905211,1,0,1,-0.53364275,0.660747351,,
,1,-0.667117389,0.75160292,0.932915787,-0.889642357,-0.241770696,0.322898178,-1.298048225,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.20662728,0.424327036,1,1,0,-0.694474764,0.660747351,,
,1,-0.638240903,0.778001891,1.016051165,-0.889642357,-0.241770696,0.322898178,-1.298048225,-0.379129612,-0.364998198,-0.589470429,-0.637767728,1.303828374,0.424327036,1,0,1,-0.53364275,0.660747351,,
,1,-0.40833117,0.536967813,0.813634592,-0.889642357,-0.241770696,0.322898178,-1.298048225,-0.379129612,-0.364998198,1.212948767,-0.637767728,0.049884267,-0.339289088,1,1,0,-0.694474764,0.660747351,,
,1,-0.308034977,0.570109999,0.894812072,-0.889642357,-0.241770696,0.322898178,-1.298048225,-0.379129612,-0.364998198,1.212948767,-0.637767728,0.128255773,-0.339289088,1,0,1,-0.53364275,0.660747351,,
,1,-0.35851372,0.570109999,0.894812072,-1.055293909,-0.241770696,0.322898178,-1.298048225,-0.379129612,-0.364998198,1.212948767,-0.637767728,-1.909403401,-0.339289088,2,1,0,-0.694474764,0.660747351,,
,1,-0.340658794,0.600600809,0.713438389,-1.055293909,-0.241770696,0.322898178,-1.298048225,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.833599334,-1.102905211,1,0,0,-0.855306778,0.660747351,,
,1,1.428301523,0.628746173,0.792225147,-1.055293909,-0.241770696,0.322898178,-1.298048225,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.67685632,-1.102905211,1,0,1,-0.694474764,0.660747351,,
,1,-0.450433527,0.654806695,0.865175849,-1.055293909,-0.241770696,0.322898178,-1.298048225,-0.379129612,-0.364998198,-0.589470429,-0.637767728,1.382199881,0.424327036,1,0,0,-0.53364275,0.660747351,,
,1,-0.013318473,0.679005752,0.932915787,-1.055293909,-0.241770696,0.322898178,-1.298048225,-0.379129612,-0.364998198,-0.589470429,1.126979118,1.538942894,-0.339289088,1,1,0,-0.372810736,0.660747351,,
,2,-0.506202619,0.679005752,0.932915787,-1.055293909,-0.526870904,0.056158799,-1.298048225,-0.379129612,2.254624283,-0.589470429,1.126979118,0.833599334,0.424327036,1,0,0,-0.53364275,0.660747351,,
,2,-0.670644288,0.679005752,0.932915787,-1.055293909,-0.778429912,-0.179199476,-1.298048225,-0.379129612,4.874246763,-0.589470429,1.126979118,0.363370293,0.424327036,1,0,1,-0.694474764,0.660747351,,
,2,-0.633832279,0.679005752,0.932915787,-1.055293909,-0.656461908,0.006762618,-1.298048225,-0.379129612,4.874246763,-0.589470429,-0.637767728,0.833599334,-1.866521334,1,0,2,-0.855306778,0.660747351,,
,2,-0.047485308,0.679005752,0.932915787,-1.055293909,-0.547332642,0.173149755,-1.298048225,-0.379129612,2.254624283,-0.589470429,-0.637767728,0.755227827,0.424327036,1,0,3,-1.016138793,-1.513437773,,
,1,-0.636257022,0.491254453,0.775245242,-1.055293909,-0.547332642,0.173149755,-1.298048225,2.140680382,-0.364998198,-0.589470429,-0.637767728,1.147085361,0.424327036,1,0,0,-0.855306778,0.660747351,,
,1,-0.465863711,0.491254453,0.775245242,-0.774960513,-0.547332642,0.173149755,-1.298048225,2.140680382,-0.364998198,-0.589470429,-0.637767728,-0.812202307,-0.339289088,2,1,0,-0.694474764,0.660747351,,
,1,-0.570348096,0.491254453,0.775245242,-0.925139118,-0.547332642,0.173149755,-1.298048225,2.140680382,-0.364998198,-0.589470429,-0.637767728,-0.106858747,-0.339289088,2,2,0,-0.855306778,0.660747351,,
,1,0.356344636,0.51929198,0.628086067,-0.925139118,-0.547332642,0.173149755,-1.298048225,-0.379129612,-0.364998198,1.212948767,-0.637767728,0.4417418,-1.102905211,1,0,1,-1.016138793,0.660747351,,
,1,-0.488568123,0.348805726,0.490421033,-0.925139118,-0.547332642,0.173149755,-1.298048225,2.140680382,-0.364998198,1.212948767,-0.637767728,1.068713854,0.424327036,1,0,2,-0.855306778,0.660747351,,
,1,-0.331841546,0.348805726,0.490421033,-1.055293909,-0.547332642,0.173149755,-1.298048225,2.140680382,-0.364998198,3.015367963,-0.637767728,-1.204059841,1.187943159,2,1,0,-1.016138793,-1.513437773,,
,1,-0.296792986,0.348805726,0.490421033,-1.169179352,-0.547332642,0.173149755,-1.298048225,2.140680382,-0.364998198,3.015367963,-0.637767728,-0.577087787,-1.102905211,2,0,1,-1.176970807,0.660747351,,
,1,-0.158582629,0.379542431,0.361360063,-1.169179352,-0.547332642,0.173149755,-1.298048225,-0.379129612,-0.364998198,3.015367963,-0.637767728,1.303828374,-1.866521334,1,0,2,-1.016138793,0.660747351,,
,2,-0.530009188,0.379542431,0.361360063,-1.169179352,-0.449116302,0.322898178,-1.298048225,-0.379129612,-0.364998198,1.212948767,-0.637767728,1.068713854,0.424327036,1,0,0,-0.855306778,-1.513437773,,
,2,-0.380556839,0.379542431,0.361360063,-1.169179352,-0.360253899,0.458384847,-1.298048225,-0.379129612,-0.364998198,-0.589470429,-0.637767728,1.225456867,1.187943159,1,0,1,-0.694474764,-1.513437773,,
,2,0.581184452,0.379542431,0.361360063,-1.169179352,-0.279469897,0.581554545,-1.298048225,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.341973267,-0.339289088,1,0,2,-0.53364275,0.660747351,,
,2,-0.192308601,0.379542431,0.361360063,-1.169179352,-0.279469897,0.581554545,-0.810027162,-0.379129612,-0.364998198,1.212948767,-0.637767728,-0.890573814,1.187943159,2,0,3,-0.372810736,-1.513437773,,
,1,1.726544926,0.379542431,0.361360063,-1.269666506,-0.279469897,0.581554545,-0.810027162,-0.379129612,-0.364998198,1.212948767,-0.637767728,-0.49871628,-1.866521334,2,0,0,-0.211978722,0.660747351,,
,1,0.018864481,0.408416305,0.434103519,-1.269666506,-0.279469897,0.581554545,-0.810027162,-0.379129612,-0.364998198,1.212948767,-0.637767728,-0.106858747,0.424327036,1,0,1,-0.372810736,0.660747351,,
,1,-0.638461334,0.256234005,0.314290768,-1.269666506,-0.279469897,0.581554545,-0.810027162,2.140680382,-0.364998198,-0.589470429,-0.637767728,-0.185230254,1.187943159,1,1,0,-0.53364275,-1.513437773,,
,1,3.062578381,0.286981041,0.20132446,-1.269666506,-0.279469897,0.581554545,-0.810027162,2.140680382,-0.364998198,-0.589470429,-0.637767728,0.520113307,0.424327036,1,2,0,-0.372810736,-1.513437773,,
,1,-0.108765179,0.286981041,0.20132446,-1.358988422,-0.279469897,0.581554545,-0.810027162,2.140680382,-0.364998198,-0.589470429,-0.637767728,-1.360802854,0.424327036,2,0,1,-0.211978722,0.660747351,,
,1,-0.039108923,0.286981041,0.20132446,-1.15119744,-0.279469897,0.581554545,-0.810027162,-0.379129612,-0.364998198,-0.589470429,1.126979118,-1.360802854,-1.866521334,2,0,2,-0.372810736,0.660747351,,
,1,0.137456462,0.316019908,0.272451394,-1.15119744,-0.279469897,0.581554545,-0.810027162,-0.379129612,-0.364998198,-0.589470429,2.891725963,-0.812202307,-0.339289088,1,1,0,-0.53364275,-1.513437773,,
,1,1.039901763,0.316019908,0.272451394,-0.964185556,-0.279469897,0.581554545,-0.810027162,-0.379129612,-0.364998198,-0.589470429,2.891725963,0.598484814,-1.866521334,2,2,0,-0.694474764,0.660747351,,
,2,2.854050474,0.316019908,0.272451394,-0.964185556,-0.20571059,0.694013835,-0.810027162,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.049884267,1.187943159,1,0,0,-0.53364275,-1.513437773,,
,2,0.169859847,0.316019908,0.272451394,-0.964185556,-0.138097893,0.797101518,-0.810027162,-0.379129612,-0.364998198,-0.589470429,-0.637767728,1.225456867,1.187943159,1,0,1,-0.372810736,0.660747351,,
,2,0.718072222,0.316019908,0.272451394,-0.964185556,-0.138097893,0.797101518,-1.037770325,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.106858747,0.424327036,2,0,2,-0.53364275,0.660747351,,
,2,1.388183046,0.316019908,0.272451394,-0.964185556,-0.075894211,0.607420182,-1.037770325,-0.379129612,-0.364998198,-0.589470429,1.126979118,1.460571387,-0.339289088,1,1,0,-0.694474764,0.660747351,,
,2,0.914035552,0.316019908,0.272451394,-0.964185556,-0.018475427,0.432329718,-1.037770325,-0.379129612,-0.364998198,-0.589470429,2.891725963,1.695685908,0.424327036,1,2,0,-0.855306778,0.660747351,,
,2,0.608738351,0.316019908,0.272451394,-0.964185556,0.034690113,0.533655218,-1.037770325,-0.379129612,-0.364998198,-0.589470429,2.891725963,0.833599334,-1.866521334,1,3,0,-0.694474764,0.660747351,,
,2,-0.395766592,0.316019908,0.272451394,-0.964185556,0.034690113,0.533655218,-1.219964855,-0.379129612,-0.364998198,-0.589470429,1.126979118,-0.420344774,0.424327036,2,0,1,-0.855306778,0.660747351,,
,2,2.454849585,0.316019908,0.272451394,-0.964185556,0.084058114,0.627743182,-1.219964855,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.4417418,1.187943159,1,1,0,-0.694474764,-1.513437773,,
,2,-0.336470601,0.316019908,0.272451394,-0.964185556,0.130021426,0.715342321,-1.219964855,-0.379129612,-0.364998198,-0.589470429,-0.637767728,1.460571387,0.424327036,1,0,0,-0.53364275,0.660747351,,
,2,0.248774214,0.316019908,0.272451394,-0.964185556,-0.034425089,0.559999848,-1.219964855,-0.379129612,-0.364998198,-0.589470429,-0.637767728,1.303828374,-0.339289088,1,0,1,-0.372810736,0.660747351,,
,1,1.140859249,0.316019908,0.272451394,-1.055293909,-0.034425089,0.559999848,-1.219964855,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.20662728,0.424327036,2,0,0,-0.211978722,0.660747351,,
,1,-0.377911665,0.343489107,0.33973363,-1.055293909,-0.034425089,0.559999848,-1.219964855,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-0.26360176,0.424327036,1,0,1,-0.372810736,0.660747351,,
,1,-0.536842555,0.343489107,0.33973363,-1.138119686,-0.034425089,0.559999848,-1.219964855,-0.379129612,-0.364998198,1.212948767,-0.637767728,-1.674288881,0.424327036,2,1,0,-0.211978722,0.660747351,,
,1,-0.319276968,0.369512559,0.403474695,-1.138119686,-0.034425089,0.559999848,-1.219964855,-0.379129612,-0.364998198,1.212948767,-0.637767728,1.068713854,1.187943159,1,0,1,-0.372810736,0.660747351,,
,1,0.900589249,0.394201475,0.463946988,-1.138119686,-0.034425089,0.559999848,-1.219964855,-0.379129612,-0.364998198,1.212948767,-0.637767728,-0.341973267,-1.866521334,1,1,0,-0.53364275,0.660747351,,
,1,3.403805867,0.417655944,0.361360063,-1.138119686,-0.034425089,0.559999848,-1.219964855,-0.379129612,-0.364998198,-0.589470429,-0.637767728,-1.204059841,1.187943159,1,2,0,-0.372810736,0.660747351,,
,1,1.256365193,0.291230631,0.263777378,-1.138119686,-0.034425089,0.559999848,-1.219964855,-0.379129612,-0.364998198,-0.589470429,-0.637767728,1.147085361,0.424327036,1,0,1,-0.53364275,0.660747351,,
,1,-0.587982591,0.291230631,0.263777378,-1.21374322,-0.034425089,0.559999848,-1.219964855,-0.379129612,-0.364998198,-0.589470429,-0.637767728,0.67685632,0.424327036,2,1,0,-0.694474764,0.660747351,,
,2,0.221220315,0.291230631,0.263777378,-1.21374322,0.012394886,0.41467947,-1.219964855,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.4417418,-1.102905211,1,0,0,-0.855306778,0.660747351,,
,2,0.068020637,0.291230631,0.263777378,-1.21374322,0.056288613,0.50072443,-1.219964855,-0.379129612,-0.364998198,1.212948767,1.126979118,1.225456867,1.187943159,1,1,0,-0.694474764,0.660747351,,
,2,0.017982756,0.291230631,0.263777378,-1.21374322,0.097522115,0.581554545,-1.219964855,-0.379129612,-0.364998198,3.015367963,1.126979118,1.538942894,0.424327036,1,0,1,-0.53364275,0.660747351,,
,2,-0.16431384,0.291230631,0.263777378,-1.21374322,-0.04662189,0.448422591,-1.219964855,-0.379129612,-0.364998198,3.015367963,-0.637767728,0.990342347,1.187943159,1,0,2,-0.372810736,-1.513437773,,
,2,4.95211456,0.291230631,0.263777378,-1.21374322,-0.004804288,0.322898178,-1.219964855,-0.379129612,-0.364998198,1.212948767,-0.637767728,-0.341973267,1.187943159,1,0,3,-0.53364275,0.660747351,,
,2,1.623603559,0.291230631,0.263777378,-1.21374322,-0.004804288,0.322898178,-1.369033107,-0.379129612,-0.364998198,-0.589470429,1.126979118,-1.125688334,-0.339289088,2,1,0,-0.694474764,0.660747351,,
,2,0.387645865,0.291230631,0.263777378,-1.21374322,-0.004804288,0.322898178,-1.493256651,-0.379129612,-0.364998198,-0.589470429,2.891725963,0.20662728,-1.102905211,2,2,0,-0.855306778,0.660747351,,
,2,0.525635791,0.291230631,0.263777378,-1.21374322,0.034690113,0.401932068,-1.493256651,-0.379129612,-0.364998198,-0.589470429,2.891725963,0.598484814,0.424327036,1,3,0,-0.694474764,-1.513437773,,
,2,0.680378488,0.291230631,0.263777378,-1.21374322,0.072049681,0.476693856,-1.493256651,-0.379129612,-0.364998198,-0.589470429,1.126979118,1.382199881,0.424327036,1,0,0,-0.53364275,0.660747351,,
,2,-0.0792274,0.291230631,0.263777378,-1.21374322,0.107442957,0.360335284,-1.493256651,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.91197084,-0.339289088,1,0,1,-0.694474764,0.660747351,,
,2,0.21108048,0.291230631,0.263777378,-1.21374322,0.107442957,0.360335284,-1.59836888,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.049884267,-1.866521334,2,0,0,-0.855306778,-1.513437773,,
,2,0.014676288,0.291230631,0.263777378,-1.21374322,0.141021193,0.249943818,-1.59836888,-0.379129612,-0.364998198,-0.589470429,2.891725963,1.382199881,-0.339289088,1,1,0,-1.016138793,0.660747351,,
,1,-0.344185693,0.316019908,0.323256348,-1.21374322,0.141021193,0.249943818,-1.59836888,-0.379129612,-0.364998198,-0.589470429,1.126979118,-0.26360176,1.187943159,1,0,0,-1.176970807,-1.513437773,,
,1,-0.49341761,0.316019908,0.323256348,-1.055293909,0.141021193,0.249943818,-1.59836888,-0.379129612,-0.364998198,-0.589470429,1.126979118,-1.674288881,-0.339289088,2,1,0,-1.016138793,0.660747351,,
,1,0.697792553,0.316019908,0.323256348,-0.909520544,0.141021193,0.249943818,-1.59836888,-0.379129612,-0.364998198,-0.589470429,1.126979118,-0.968945321,-1.866521334,2,2,0,-0.855306778,0.660747351,,
,1,0.03539682,0.339656196,0.379968854,-0.909520544,0.141021193,0.249943818,-1.59836888,-0.379129612,-0.364998198,-0.589470429,1.126979118,0.049884267,0.424327036,1,3,0,-0.694474764,-1.513437773,,
,2,-0.442277573,0.339656196,0.379968854,-0.909520544,0.172920517,0.145071926,-1.59836888,-0.379129612,-0.364998198,-0.589470429,1.126979118,1.382199881,-1.102905211,1,0,0,-0.53364275,0.660747351,,
,2,-0.567262059,0.339656196,0.379968854,-0.909520544,0.051547479,0.045315735,-1.59836888,-0.379129612,2.254624283,-0.589470429,-0.637767728,0.990342347,0.424327036,1,1,0,-0.694474764,0.660747351,,
