elapsed_time_seconds,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,value_1
4357,0.316019908,0.272451394,-0.964185556,8.330503564
4488,0.316019908,0.272451394,-1.055293909,13.50433137
4527,0.343489107,0.33973363,-1.055293909,9.742407943
4555,0.343489107,0.33973363,-1.138119686,11.86551361
4613,0.369512559,0.403474695,-1.138119686,12.06211134
4642,0.394201475,0.463946988,-1.138119686,11.01822169
4668,0.417655944,0.361360063,-1.138119686,12.40650122
4710,0.291230631,0.263777378,-1.138119686,13.33506045
4741,0.291230631,0.263777378,-1.21374322,18.05293546
4797,0.291230631,0.263777378,-1.21374322,9.334335001
4831,0.291230631,0.263777378,-1.21374322,14.25645867
4866,0.291230631,0.263777378,-1.21374322,11.19633313
4901,0.291230631,0.263777378,-1.21374322,8.255765715
4935,0.291230631,0.263777378,-1.21374322,7.099878557
4966,0.291230631,0.263777378,-1.21374322,8.480607227
5038,0.291230631,0.263777378,-1.21374322,11.80003578
5101,0.291230631,0.263777378,-1.21374322,14.38563132
5132,0.291230631,0.263777378,-1.21374322,11.56473419
5177,0.291230631,0.263777378,-1.21374322,7.490377469
5219,0.291230631,0.263777378,-1.21374322,9.137390703
5308,0.291230631,0.263777378,-1.21374322,14.47492064
5429,0.316019908,0.323256348,-1.21374322,11.34163589
5448,0.316019908,0.323256348,-1.055293909,13.62628899
5481,0.316019908,0.323256348,-0.909520544,16.46205277
5519,0.339656196,0.379968854,-0.909520544,19.12997976
5565,0.339656196,0.379968854,-0.909520544,10.81230778
5591,0.339656196,0.379968854,-0.909520544,13.64742399
5617,0.339656196,0.379968854,-0.909520544,10.13707112
5656,0.339656196,0.379968854,-0.909520544,8.727447794
5682,0.339656196,0.379968854,-0.909520544,8.46166059
5788,0.362218107,0.434103519,-0.909520544,13.89054383
5817,0.362218107,0.434103519,-0.98521056,15.57066926
5881,0.362218107,0.434103519,-0.852830901,11.45132072
5923,0.383777266,0.485832198,-0.852830901,13.42528428
5963,0.271830327,0.396150411,-0.852830901,16.84828893
5996,0.29439522,0.446485383,-0.852830901,14.3160118
6044,0.29439522,0.446485383,-0.852830901,8.931148037
6070,0.29439522,0.446485383,-0.852830901,8.007540848
6099,0.29439522,0.446485383,-0.852830901,5.975533153
6142,0.29439522,0.446485383,-0.852830901,10.18736793
6195,0.29439522,0.446485383,-0.852830901,5.22809486
6324,0.316019908,0.494723065,-0.852830901,13.38346734
6359,0.316019908,0.494723065,-0.729906932,13.59014968
6398,0.316019908,0.494723065,-0.615460478,18.94117893
6437,0.336761956,0.540991862,-0.615460478,19.95822308
6492,0.336761956,0.540991862,-0.615460478,12.53368552
7445,0.336761956,0.540991862,-0.508643787,9.19200567
7490,0.336761956,0.540991862,-0.585057245,13.46327467
7538,0.336761956,0.540991862,-0.485866699,15.09623229
7622,0.356674323,0.585409907,-0.485866699,12.39813496
7647,0.375805812,0.628086067,-0.485866699,14.41141771
7721,0.375805812,0.628086067,-0.485866699,11.4095941
7768,0.375805812,0.628086067,-0.485866699,15.13492979
7800,0.375805812,0.628086067,-0.485866699,11.91954011
7855,0.375805812,0.628086067,-0.485866699,9.36142046
7895,0.375805812,0.628086067,-0.485866699,12.7312508
7935,0.375805812,0.628086067,-0.485866699,13.87758755
7973,0.375805812,0.628086067,-0.485866699,11.24781518
8018,0.375805812,0.628086067,-0.485866699,16.20029097
8048,0.375805812,0.628086067,-0.485866699,10.31003635
8148,0.375805812,0.628086067,-0.485866699,11.21325138
8175,0.375805812,0.628086067,-0.485866699,9.332778304
8218,0.375805812,0.628086067,-0.392687701,11.4812152
8266,0.394201475,0.669120837,-0.392687701,15.3485948
8296,0.411902961,0.587825538,-0.392687701,19.84916479
8333,0.411902961,0.587825538,-0.465769268,13.45687029
8379,0.411902961,0.587825538,-0.378488996,12.69897621
8427,0.428948837,0.628086067,-0.378488996,13.58797676
8566,0.428948837,0.628086067,-0.378488996,8.505029315
8616,0.428948837,0.628086067,-0.378488996,12.63124597
8661,0.428948837,0.628086067,-0.378488996,14.89800863
8730,0.428948837,0.628086067,-0.378488996,13.66561338
8759,0.428948837,0.628086067,-0.378488996,16.69472245
8805,0.334499188,0.550493048,-0.378488996,13.79210132
8829,0.352318493,0.589982352,-0.378488996,15.75773958
8855,0.352318493,0.589982352,-0.296057629,16.91983574
8939,0.262527258,0.515780381,-0.296057629,14.22385208
9063,0.262527258,0.515780381,-0.296057629,10.02105209
9121,0.262527258,0.515780381,-0.296057629,12.47669186
9144,0.262527258,0.515780381,-0.296057629,11.00550209
9181,0.262527258,0.515780381,-0.296057629,7.734224422
9244,0.262527258,0.515780381,-0.296057629,11.02030941
9286,0.262527258,0.515780381,-0.296057629,11.33720919
9322,0.280972999,0.55450648,-0.296057629,12.47628642
9346,0.298793462,0.59191983,-0.296057629,15.66736645
9375,0.298793462,0.59191983,-0.218082011,16.54771349
9414,0.214383872,0.521395666,-0.218082011,18.54543876
9529,0.214383872,0.521395666,-0.218082011,10.45152341
9549,0.214383872,0.521395666,-0.218082011,6.402642978
9579,0.214383872,0.521395666,-0.218082011,11.65925614
9634,0.214383872,0.521395666,-0.218082011,9.06642954
9688,0.214383872,0.521395666,-0.218082011,10.56823089
9727,0.214383872,0.521395666,-0.218082011,13.8267074
9755,0.214383872,0.521395666,-0.218082011,9.67101331
9782,0.214383872,0.521395666,-0.218082011,8.375777382
9827,0.214383872,0.521395666,-0.144210373,9.976302244
9870,0.13274181,0.453183769,-0.144210373,14.54458998
9905,0.13274181,0.453183769,-0.074127024,17.12228433
9958,0.152090818,0.387172257,-0.074127024,19.85166781
9989,0.170825571,0.424866254,-0.074127024,18.00983516
10157,0.170825571,0.424866254,-0.074127024,11.06788953
10203,0.170825571,0.424866254,-0.074127024,11.98193883
10248,0.170825571,0.424866254,-0.074127024,9.155511866
10272,0.170825571,0.424866254,-0.074127024,9.071505031
10300,0.170825571,0.424866254,-0.074127024,8.243860423
10355,0.188974863,0.461382314,-0.074127024,13.52111928
10443,0.206565716,0.398291356,-0.074127024,11.95451822
10483,0.223623512,0.434103519,-0.074127024,11.1046832
10553,0.223623512,0.434103519,-0.144210373,10.02869711
10629,0.223623512,0.434103519,-0.144210373,10.55512776
10666,0.223623512,0.434103519,-0.144210373,9.213262861
10712,0.223623512,0.434103519,-0.144210373,11.08872448
10755,0.223623512,0.434103519,-0.144210373,8.597835648
10788,0.223623512,0.434103519,-0.144210373,6.699734558
10840,0.223623512,0.434103519,-0.144210373,9.710960714
10907,0.223623512,0.434103519,-0.144210373,11.04769612
10945,0.223623512,0.434103519,-0.144210373,16.46302833
11007,0.223623512,0.434103519,-0.144210373,11.35424498
11046,0.223623512,0.434103519,-0.144210373,7.778041339
11136,0.223623512,0.434103519,-0.144210373,9.046336727
11176,0.223623512,0.434103519,-0.144210373,9.990963771
11229,0.223623512,0.434103519,-0.144210373,13.54240321
11258,0.223623512,0.434103519,-0.144210373,9.040697879
11342,0.223623512,0.434103519,-0.144210373,8.861238017
11395,0.223623512,0.434103519,-0.144210373,10.56731273
11427,0.223623512,0.434103519,-0.144210373,7.992245377
11554,0.24017212,0.468846662,-0.144210373,13.28985378
11571,0.256234005,0.408429358,-0.144210373,15.36443085
11627,0.271830327,0.34976328,-0.144210373,10.73600238
11647,0.271830327,0.34976328,-0.077545724,11.56831721
11684,0.199864438,0.292773376,-0.077545724,10.86142187
11712,0.199864438,0.292773376,-0.144210373,15.64893951
11753,0.199864438,0.292773376,-0.080646405,15.42505916
11818,0.199864438,0.292773376,-0.080646405,9.799791549
11842,0.199864438,0.292773376,-0.080646405,8.945549039
11875,0.199864438,0.292773376,-0.080646405,9.553819513
11924,0.199864438,0.292773376,-0.080646405,9.41828084
11953,0.199864438,0.292773376,-0.080646405,8.541112928
11986,0.199864438,0.292773376,-0.080646405,10.46050451
12021,0.199864438,0.292773376,-0.080646405,13.28953451
12054,0.199864438,0.292773376,-0.080646405,6.671983379
12235,0.199864438,0.292773376,-0.019971708,8.77406481
12303,0.215815366,0.327549724,-0.019971708,13.1524377
12328,0.146626515,0.272451394,-0.019971708,14.27779959
12422,0.146626515,0.272451394,-0.019971708,10.27625624
12536,0.146626515,0.272451394,-0.019971708,15.20370209
12561,0.146626515,0.272451394,-0.019971708,13.36261077
12594,0.146626515,0.272451394,-0.019971708,14.6770926
12631,0.146626515,0.272451394,-0.019971708,12.64341121
12747,0.162869717,0.306553349,-0.019971708,13.64041486
12781,0.162869717,0.306553349,0.038006335,13.59425788
12864,0.178673914,0.33973363,0.038006335,14.31752107
12893,0.194056665,0.372029103,0.038006335,16.92390122
12932,0.194056665,0.372029103,0.038006335,9.188722226
12954,0.194056665,0.372029103,0.038006335,9.055649149
12986,0.194056665,0.372029103,0.038006335,9.88169891
13012,0.194056665,0.372029103,0.038006335,7.954056669
13041,0.194056665,0.372029103,0.038006335,6.591223356
13172,0.194056665,0.372029103,0.093463594,12.21643672
13214,0.194056665,0.372029103,0.146560969,13.73349208
13260,0.209034607,0.31924543,0.146560969,18.88053413
13292,0.223623512,0.35096814,0.146560969,15.63175929
13336,0.237838342,0.299807908,0.146560969,17.78676322
13368,0.237838342,0.299807908,0.083560512,12.97967867
13429,0.251693303,0.330973556,0.083560512,13.81282937
13463,0.26520189,0.361360063,0.083560512,16.41599101
13510,0.26520189,0.361360063,0.083560512,10.47231368
13548,0.26520189,0.361360063,0.083560512,6.498836381
13588,0.26520189,0.361360063,0.083560512,11.95554534
13635,0.26520189,0.361360063,0.083560512,8.269260793
13671,0.26520189,0.361360063,0.083560512,12.40227738
13738,0.26520189,0.361360063,0.083560512,13.29322335
13855,0.26520189,0.361360063,0.023131502,13.90048169
13912,0.203090979,0.311966358,0.023131502,11.39320888
13950,0.203090979,0.311966358,0.074449676,11.64244074
14005,0.2168628,0.263777378,0.074449676,18.0001059
14041,0.230302769,0.216749578,0.074449676,12.13289461
14102,0.24342274,0.247048918,0.074449676,12.36864068
14134,0.256234005,0.276635332,0.074449676,14.03665809
14171,0.268747333,0.30553369,0.074449676,16.90276564
0,-4.765781896,-3.639530008,-2.877460983,14.28294277
36,-4.765781896,-3.639530008,-2.877460983,17.76184384
58,-4.765781896,-3.639530008,-2.877460983,14.68740978
112,-4.765781896,-3.639530008,-2.877460983,12.11475374
192,-4.765781896,-3.639530008,-2.877460983,17.09384237
217,-4.765781896,-3.639530008,-2.877460983,15.06886294
241,-4.765781896,-3.639530008,-2.877460983,10.61790456
285,-4.765781896,-3.639530008,-2.877460983,14.40410815
308,-4.765781896,-3.639530008,-2.877460983,11.86001413
342,-4.765781896,-3.639530008,-2.877460983,15.06989288
367,-4.765781896,-3.639530008,-2.877460983,10.05573951
446,1.332380269,2.761894105,-2.877460983,19.55009095
472,1.332380269,2.761894105,2.589040238,18.48505267
513,1.332380269,2.761894105,2.589040238,23.37415387
540,1.332380269,2.761894105,2.589040238,24.82137904
578,1.332380269,2.761894105,2.589040238,13.21196251
600,1.332380269,2.761894105,2.589040238,12.86495891
646,1.332380269,2.761894105,2.589040238,15.79095549
673,1.332380269,2.761894105,2.589040238,12.59043598
700,1.332380269,2.761894105,2.589040238,10.60971129
851,1.332380269,2.761894105,2.589040238,17.34582377
882,1.332380269,2.761894105,2.589040238,22.01012666
909,1.332380269,1.694990086,2.589040238,23.23902427
954,1.332380269,1.847404946,2.589040238,19.17600279
990,1.332380269,1.961716091,2.589040238,21.76619974
1023,1.332380269,1.961716091,2.589040238,13.7422811
1058,1.332380269,1.961716091,2.589040238,12.19832862
1079,1.332380269,1.961716091,2.589040238,8.939890765
1122,1.332380269,1.961716091,2.589040238,12.64853858
1147,1.332380269,1.961716091,2.589040238,10.13746505
1246,1.332380269,2.050624759,2.589040238,17.0997981
1280,1.332380269,2.050624759,-0.144210373,15.84969635
1338,1.332380269,2.121751694,-0.144210373,17.03460726
1362,1.332380269,2.179946459,-0.144210373,19.19979209
1384,1.332380269,2.228442096,-0.144210373,20.4173105
1428,1.332380269,2.228442096,-0.144210373,11.65700613
1450,1.332380269,2.228442096,-0.144210373,9.797395884
1472,1.332380269,2.228442096,-0.144210373,8.333488879
1496,1.332380269,2.228442096,-0.144210373,7.033457818
1603,1.332380269,1.777059626,-0.144210373,16.00661865
1639,1.332380269,1.847404946,-0.144210373,14.12915625
1666,1.332380269,1.481609283,-0.144210373,16.3095201
1709,1.332380269,1.481609283,-1.055293909,11.42792463
1762,1.332380269,1.481609283,-1.510835678,8.892382007
1822,1.332380269,1.481609283,-1.510835678,9.499090408
1861,1.332380269,1.481609283,-1.510835678,15.13438332
1886,1.332380269,1.481609283,-1.510835678,12.369042
1915,1.332380269,1.481609283,-1.510835678,15.1268237
1943,1.332380269,1.481609283,-1.510835678,10.87458071
1970,1.332380269,1.481609283,-1.510835678,10.84747343
2102,1.332380269,1.561627084,-1.510835678,15.32323262
2126,1.332380269,1.632231026,-1.510835678,17.64464759
2154,1.332380269,1.694990086,-1.510835678,19.57819702
2183,1.332380269,1.751142929,-1.510835678,22.49942226
2244,1.332380269,1.751142929,-1.510835678,12.26887936
2272,1.332380269,1.751142929,-1.510835678,9.531433598
2341,1.332380269,1.751142929,-1.510835678,7.743236844
2382,1.332380269,1.751142929,-1.510835678,7.253133586
2414,1.027472161,1.481609283,-1.510835678,14.81583721
2438,0.75160292,1.237745507,-1.510835678,16.33347898
2456,0.500812701,1.016051165,-1.510835678,16.558838
2473,0.271830327,0.813634592,-1.510835678,18.20942203
2580,0.271830327,0.813634592,-1.510835678,6.87234255
2602,0.271830327,0.813634592,-1.510835678,6.654423128
2649,0.271830327,0.813634592,-1.510835678,5.336858193
2685,0.271830327,0.813634592,-1.510835678,4.037804631
2722,0.271830327,0.813634592,-0.690860495,13.26487871
2764,0.316019908,0.894812072,-0.690860495,16.71433647
2799,0.356674323,0.969495353,-0.690860495,20.51471033
2833,0.394201475,1.038433767,-0.690860495,22.39512766
2936,0.394201475,1.038433767,-0.690860495,9.985677538
2977,0.394201475,1.038433767,-0.690860495,12.69685254
3025,0.394201475,1.038433767,-0.690860495,11.5336992
3064,0.394201475,1.038433767,-0.690860495,9.258384392
3087,0.394201475,1.038433767,-0.690860495,6.939827057
3127,0.428948837,1.102265631,-0.690860495,15.23750427
3157,0.461214246,1.161538077,-0.690860495,16.92276152
3184,0.491254453,1.216722768,-0.690860495,19.42850098
3202,0.491254453,1.216722768,-0.144210373,20.96788708
3362,0.491254453,1.216722768,-0.144210373,10.42585274
3382,0.491254453,1.216722768,-0.144210373,9.816876896
3407,0.491254453,1.216722768,-0.144210373,11.4883441
3463,0.491254453,1.216722768,-0.144210373,9.203136153
3494,0.491254453,1.216722768,-0.144210373,9.142035178
3550,0.491254453,1.216722768,-0.144210373,9.782455801
3608,0.491254453,1.216722768,0.246254,14.36100448
3690,0.51929198,1.268228479,0.246254,13.70056084
3739,0.545520635,1.109913689,0.246254,17.59651694
6543,0.570109999,1.161538077,0.246254,15.10890342
6567,0.408416305,1.016051165,0.246254,15.01505075
6661,0.408416305,1.016051165,0.246254,9.37155462
6700,0.408416305,1.016051165,0.246254,7.987018437
6737,0.408416305,1.016051165,0.246254,6.991292154
6786,0.408416305,1.016051165,0.246254,10.2136153
6875,0.408416305,1.016051165,0.246254,7.044593775
6912,0.408416305,1.016051165,0.53910228,13.06025337
6967,0.435591715,1.067399487,0.53910228,18.26494991
6988,0.461214246,1.115813619,0.53910228,20.01829024
7014,0.485413302,1.161538077,0.53910228,22.95351624
7112,0.485413302,1.161538077,0.53910228,10.63981533
7143,0.485413302,1.161538077,0.53910228,9.483002818
7172,0.485413302,1.161538077,0.53910228,11.47038143
7216,0.485413302,1.161538077,0.53910228,9.437258299
7301,0.508304301,1.204790943,0.53910228,14.87330095
7885,0.508304301,1.204790943,0.53910228,10.23411037
7906,0.508304301,1.204790943,0.53910228,8.405679382
7940,0.508304301,1.204790943,0.53910228,6.392663178
7979,0.508304301,1.204790943,0.53910228,5.951118645
8025,0.508304301,1.204790943,0.53910228,9.640506565
8078,0.508304301,1.204790943,0.53910228,12.26514592
8136,0.529990511,1.077308812,0.53910228,14.61854633
8158,0.550564607,1.120503307,0.53910228,12.89814023
8182,0.417655944,1.001502474,0.53910228,14.34607162
8210,0.439966294,1.044438855,0.53910228,15.40088343
8242,0.439966294,1.044438855,0.766873164,17.42483307
8316,0.439966294,1.044438855,0.766873164,11.57354445
8404,0.439966294,1.044438855,0.766873164,15.25332463
8441,0.439966294,1.044438855,0.766873164,18.03793107
8466,0.439966294,1.044438855,0.766873164,14.19006903
8517,0.439966294,1.044438855,0.766873164,10.61410086
8561,0.439966294,1.044438855,0.766873164,11.07260705
8693,0.461214246,1.085330647,0.766873164,15.49379778
8714,0.461214246,1.085330647,0.40243975,16.40676755
8754,0.339656196,0.975450167,0.40243975,12.86326943
8776,0.362218107,1.016051165,0.40243975,16.82609129
8799,0.383777266,1.054847675,0.40243975,19.43455196
8838,0.383777266,1.054847675,0.40243975,11.51701474
8884,0.383777266,1.054847675,0.40243975,8.216227979
8926,0.383777266,1.054847675,0.40243975,7.185495527
8971,0.383777266,1.054847675,0.40243975,11.27950666
8996,0.383777266,1.054847675,0.40243975,9.022448975
9099,0.271830327,0.952795986,0.40243975,13.04285971
9117,0.164647089,0.855086923,0.40243975,15.19576707
9133,0.188974863,0.894812072,0.40243975,19.15557037
9157,0.087857378,0.802274479,0.40243975,20.6695253
9203,0.087857378,0.802274479,0.40243975,11.53650281
9233,0.087857378,0.802274479,0.40243975,14.56633485
9302,0.087857378,0.802274479,0.40243975,12.08721975
9327,0.087857378,0.802274479,0.40243975,9.491133041
9352,0.087857378,0.802274479,0.40243975,8.281646647
9387,0.087857378,0.802274479,0.40243975,8.65627207
9438,0.087857378,0.802274479,0.40243975,13.74131121
9465,0.087857378,0.802274479,0.40243975,8.582371734
9572,0.112747836,0.713438389,0.40243975,14.74064942
9604,0.136662198,0.628086067,0.40243975,13.06793618
9643,0.159656776,0.546016528,0.40243975,9.665033654
9677,0.159656776,0.546016528,0.601221612,4.603784228
9733,0.181783634,0.587825538,0.601221612,10.9015451
9781,0.181783634,0.587825538,0.766873164,13.36421116
9838,0.203090979,0.509541176,0.766873164,16.8529104
9899,0.223623512,0.550493048,0.766873164,9.545444827
9937,0.24342274,0.589982352,0.766873164,12.40745703
9970,0.24342274,0.589982352,0.907039862,17.50001076
10039,0.24342274,0.589982352,0.907039862,11.07202992
10101,0.24342274,0.589982352,0.907039862,13.65875114
10129,0.24342274,0.589982352,0.907039862,10.85866007
10155,0.24342274,0.589982352,0.907039862,9.218396038
10180,0.24342274,0.589982352,0.907039862,7.808484898
10215,0.24342274,0.589982352,0.907039862,7.581962714
10273,0.24342274,0.589982352,0.907039862,13.72676105
10325,0.24342274,0.589982352,0.907039862,6.880711257
10458,0.262527258,0.628086067,0.907039862,14.77216563
10479,0.262527258,0.628086067,1.027182746,14.04768933
10526,0.280972999,0.664875861,1.027182746,19.22861448
10556,0.298793462,0.700418543,1.027182746,23.15988913
10602,0.298793462,0.700418543,1.027182746,12.63012955
10628,0.298793462,0.700418543,1.027182746,8.943177344
10678,0.298793462,0.700418543,1.027182746,7.800994067
10719,0.298793462,0.700418543,1.027182746,9.981388105
10747,0.298793462,0.700418543,1.027182746,7.486509603
10873,0.316019908,0.734776469,1.027182746,15.338827
10902,0.232711682,0.663066527,1.027182746,16.40516751
10929,0.250448272,0.593669809,1.027182746,18.69546607
10961,0.267621796,0.628086067,1.027182746,15.75029658
10986,0.267621796,0.628086067,1.131306579,17.87282262
11049,0.267621796,0.628086067,1.131306579,11.03649816
0,-4.765781896,-3.639530008,-2.877460983,12.86250004
33,-4.765781896,-3.639530008,-2.877460983,15.52132443
64,-4.765781896,-3.639530008,-2.877460983,13.51173033
96,-4.765781896,-3.639530008,-2.877460983,13.13008345
116,-4.765781896,-3.639530008,-2.877460983,10.65328781
168,1.332380269,2.761894105,-2.877460983,17.93119096
189,1.332380269,2.761894105,-2.877460983,19.17507205
211,-0.700340453,0.628086067,-2.877460983,20.88794805
229,-0.700340453,0.628086067,2.589040238,20.59021084
295,-0.700340453,0.628086067,2.589040238,13.26213283
329,-0.700340453,0.628086067,2.589040238,9.142562502
479,-0.700340453,0.628086067,2.589040238,12.63912643
505,-0.700340453,0.628086067,2.589040238,12.17904143
541,-0.700340453,0.628086067,2.589040238,11.88387906
569,-0.700340453,0.628086067,2.589040238,7.745136174
697,-0.192160272,1.161538077,2.589040238,15.71350157
713,-1.106884597,0.20132446,2.589040238,16.68932862
727,-1.106884597,0.20132446,2.589040238,18.03300895
756,-0.700340453,-0.438817951,2.589040238,21.91408122
784,-0.700340453,-0.438817951,2.589040238,15.05024297
838,-0.700340453,-0.438817951,2.589040238,10.28777132
874,-0.700340453,-0.438817951,2.589040238,9.365174551
893,-0.700340453,-0.438817951,2.589040238,6.006928073
926,-0.700340453,-0.438817951,2.589040238,6.751600724
1043,-0.409951778,0.018426628,2.589040238,13.08047394
1067,-0.192160272,-0.438817951,2.589040238,14.45175767
1099,-0.192160272,-0.438817951,1.222414933,9.334407897
1186,-0.022766879,-0.083183278,1.222414933,8.877432954
1233,-0.49706838,-0.438817951,1.222414933,12.68779195
1254,-0.49706838,-0.438817951,1.495739994,9.477691268
1311,-0.49706838,-0.438817951,0.766873164,15.06004117
1365,-0.49706838,-0.438817951,0.246254,12.50220627
1421,-0.330754867,-0.729791775,0.246254,15.22368249
1445,-0.330754867,-0.729791775,-0.144210373,11.62461975
1486,-0.330754867,-0.729791775,-0.447904885,6.312770878
1538,-0.330754867,-0.729791775,-0.447904885,10.68252928
1579,-0.330754867,-0.729791775,-0.447904885,12.36657249
1603,-0.330754867,-0.729791775,-0.447904885,8.509642909
1626,-0.330754867,-0.729791775,-0.447904885,8.107326766
1664,-0.330754867,-0.729791775,-0.447904885,7.587634083
1770,-0.192160272,-0.972269961,-0.447904885,12.98665073
1802,-0.54397732,-1.177443811,-0.447904885,9.066410475
1820,-0.54397732,-1.177443811,-0.690860495,9.462580469
1851,-0.409951778,-1.35330711,-0.690860495,8.296188455
1884,-0.293796308,-1.078960363,-0.690860495,7.984684515
1902,-0.293796308,-1.078960363,-0.889642357,8.826760707
2042,-0.293796308,-1.078960363,-0.889642357,8.529714211
2060,-0.293796308,-1.078960363,-0.889642357,6.899409932
2080,-0.293796308,-1.078960363,-0.889642357,4.230395701
