elapsed_time_seconds,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,point_victor
9322,0.280972999,0.55450648,-0.296057629,1
9346,0.298793462,0.59191983,-0.296057629,1
9375,0.298793462,0.59191983,-0.218082011,1
9414,0.214383872,0.521395666,-0.218082011,1
9529,0.214383872,0.521395666,-0.218082011,0
9549,0.214383872,0.521395666,-0.218082011,1
9579,0.214383872,0.521395666,-0.218082011,0
9634,0.214383872,0.521395666,-0.218082011,1
9688,0.214383872,0.521395666,-0.218082011,1
9727,0.214383872,0.521395666,-0.218082011,0
9755,0.214383872,0.521395666,-0.218082011,0
9782,0.214383872,0.521395666,-0.218082011,0
9827,0.214383872,0.521395666,-0.144210373,1
9870,0.13274181,0.453183769,-0.144210373,1
9905,0.13274181,0.453183769,-0.074127024,1
9958,0.152090818,0.387172257,-0.074127024,0
9989,0.170825571,0.424866254,-0.074127024,1
10157,0.170825571,0.424866254,-0.074127024,1
10203,0.170825571,0.424866254,-0.074127024,0
10248,0.170825571,0.424866254,-0.074127024,0
10272,0.170825571,0.424866254,-0.074127024,0
10300,0.170825571,0.424866254,-0.074127024,0
10355,0.188974863,0.461382314,-0.074127024,1
10443,0.206565716,0.398291356,-0.074127024,0
10483,0.223623512,0.434103519,-0.074127024,1
10553,0.223623512,0.434103519,-0.144210373,0
10629,0.223623512,0.434103519,-0.144210373,0
10666,0.223623512,0.434103519,-0.144210373,1
10712,0.223623512,0.434103519,-0.144210373,0
10755,0.223623512,0.434103519,-0.144210373,0
10788,0.223623512,0.434103519,-0.144210373,1
10840,0.223623512,0.434103519,-0.144210373,1
10907,0.223623512,0.434103519,-0.144210373,1
10945,0.223623512,0.434103519,-0.144210373,0
11007,0.223623512,0.434103519,-0.144210373,0
11046,0.223623512,0.434103519,-0.144210373,1
11136,0.223623512,0.434103519,-0.144210373,1
11176,0.223623512,0.434103519,-0.144210373,1
11229,0.223623512,0.434103519,-0.144210373,0
11258,0.223623512,0.434103519,-0.144210373,0
11342,0.223623512,0.434103519,-0.144210373,1
11395,0.223623512,0.434103519,-0.144210373,0
11427,0.223623512,0.434103519,-0.144210373,0
11554,0.24017212,0.468846662,-0.144210373,1
11571,0.256234005,0.408429358,-0.144210373,0
11627,0.271830327,0.34976328,-0.144210373,0
11647,0.271830327,0.34976328,-0.077545724,1
11684,0.199864438,0.292773376,-0.077545724,1
11712,0.199864438,0.292773376,-0.144210373,1
11753,0.199864438,0.292773376,-0.080646405,1
11818,0.199864438,0.292773376,-0.080646405,0
11842,0.199864438,0.292773376,-0.080646405,1
11875,0.199864438,0.292773376,-0.080646405,0
11924,0.199864438,0.292773376,-0.080646405,0
11953,0.199864438,0.292773376,-0.080646405,1
11986,0.199864438,0.292773376,-0.080646405,1
12021,0.199864438,0.292773376,-0.080646405,0
12054,0.199864438,0.292773376,-0.080646405,0
12235,0.199864438,0.292773376,-0.019971708,1
12303,0.215815366,0.327549724,-0.019971708,1
12328,0.146626515,0.272451394,-0.019971708,1
12422,0.146626515,0.272451394,-0.019971708,1
12536,0.146626515,0.272451394,-0.019971708,0
12561,0.146626515,0.272451394,-0.019971708,1
12594,0.146626515,0.272451394,-0.019971708,0
12631,0.146626515,0.272451394,-0.019971708,1
12747,0.162869717,0.306553349,-0.019971708,1
12781,0.162869717,0.306553349,0.038006335,1
12864,0.178673914,0.33973363,0.038006335,1
12893,0.194056665,0.372029103,0.038006335,1
12932,0.194056665,0.372029103,0.038006335,0
12954,0.194056665,0.372029103,0.038006335,1
12986,0.194056665,0.372029103,0.038006335,0
13012,0.194056665,0.372029103,0.038006335,0
13041,0.194056665,0.372029103,0.038006335,0
13172,0.194056665,0.372029103,0.093463594,1
13214,0.194056665,0.372029103,0.146560969,1
13260,0.209034607,0.31924543,0.146560969,0
13292,0.223623512,0.35096814,0.146560969,1
13336,0.237838342,0.299807908,0.146560969,0
13368,0.237838342,0.299807908,0.083560512,0
13429,0.251693303,0.330973556,0.083560512,1
13463,0.26520189,0.361360063,0.083560512,1
13510,0.26520189,0.361360063,0.083560512,0
13548,0.26520189,0.361360063,0.083560512,1
13588,0.26520189,0.361360063,0.083560512,0
13635,0.26520189,0.361360063,0.083560512,1
13671,0.26520189,0.361360063,0.083560512,1
13738,0.26520189,0.361360063,0.083560512,1
13855,0.26520189,0.361360063,0.023131502,0
13912,0.203090979,0.311966358,0.023131502,1
13950,0.203090979,0.311966358,0.074449676,1
14005,0.2168628,0.263777378,0.074449676,0
14041,0.230302769,0.216749578,0.074449676,0
14102,0.24342274,0.247048918,0.074449676,1
14134,0.256234005,0.276635332,0.074449676,1
14171,0.268747333,0.30553369,0.074449676,1
0,-4.765781896,-3.639530008,-2.877460983,1
36,-4.765781896,-3.639530008,-2.877460983,0
58,-4.765781896,-3.639530008,-2.877460983,0
112,-4.765781896,-3.639530008,-2.877460983,1
192,-4.765781896,-3.639530008,-2.877460983,0
217,-4.765781896,-3.639530008,-2.877460983,0
241,-4.765781896,-3.639530008,-2.877460983,1
285,-4.765781896,-3.639530008,-2.877460983,0
308,-4.765781896,-3.639530008,-2.877460983,1
342,-4.765781896,-3.639530008,-2.877460983,0
367,-4.765781896,-3.639530008,-2.877460983,0
446,1.332380269,2.761894105,-2.877460983,1
472,1.332380269,2.761894105,2.589040238,1
513,1.332380269,2.761894105,2.589040238,1
540,1.332380269,2.761894105,2.589040238,1
578,1.332380269,2.761894105,2.589040238,0
600,1.332380269,2.761894105,2.589040238,1
646,1.332380269,2.761894105,2.589040238,0
673,1.332380269,2.761894105,2.589040238,0
700,1.332380269,2.761894105,2.589040238,0
851,1.332380269,2.761894105,2.589040238,1
882,1.332380269,2.761894105,2.589040238,1
909,1.332380269,1.694990086,2.589040238,0
954,1.332380269,1.847404946,2.589040238,1
990,1.332380269,1.961716091,2.589040238,1
1023,1.332380269,1.961716091,2.589040238,0
1058,1.332380269,1.961716091,2.589040238,0
1079,1.332380269,1.961716091,2.589040238,1
1122,1.332380269,1.961716091,2.589040238,0
1147,1.332380269,1.961716091,2.589040238,0
1246,1.332380269,2.050624759,2.589040238,1
1280,1.332380269,2.050624759,-0.144210373,0
1338,1.332380269,2.121751694,-0.144210373,1
1362,1.332380269,2.179946459,-0.144210373,1
1384,1.332380269,2.228442096,-0.144210373,1
1428,1.332380269,2.228442096,-0.144210373,0
1450,1.332380269,2.228442096,-0.144210373,0
1472,1.332380269,2.228442096,-0.144210373,0
1496,1.332380269,2.228442096,-0.144210373,0
1603,1.332380269,1.777059626,-0.144210373,0
1639,1.332380269,1.847404946,-0.144210373,1
1666,1.332380269,1.481609283,-0.144210373,0
1709,1.332380269,1.481609283,-1.055293909,0
1762,1.332380269,1.481609283,-1.510835678,0
1822,1.332380269,1.481609283,-1.510835678,1
1861,1.332380269,1.481609283,-1.510835678,0
1886,1.332380269,1.481609283,-1.510835678,1
1915,1.332380269,1.481609283,-1.510835678,0
1943,1.332380269,1.481609283,-1.510835678,0
1970,1.332380269,1.481609283,-1.510835678,0
2102,1.332380269,1.561627084,-1.510835678,1
2126,1.332380269,1.632231026,-1.510835678,1
2154,1.332380269,1.694990086,-1.510835678,1
2183,1.332380269,1.751142929,-1.510835678,1
2244,1.332380269,1.751142929,-1.510835678,0
2272,1.332380269,1.751142929,-1.510835678,0
2341,1.332380269,1.751142929,-1.510835678,0
2382,1.332380269,1.751142929,-1.510835678,0
2414,1.027472161,1.481609283,-1.510835678,1
2438,0.75160292,1.237745507,-1.510835678,1
2456,0.500812701,1.016051165,-1.510835678,1
2473,0.271830327,0.813634592,-1.510835678,1
2580,0.271830327,0.813634592,-1.510835678,0
2602,0.271830327,0.813634592,-1.510835678,0
2649,0.271830327,0.813634592,-1.510835678,0
2685,0.271830327,0.813634592,-1.510835678,0
2722,0.271830327,0.813634592,-0.690860495,1
2764,0.316019908,0.894812072,-0.690860495,1
2799,0.356674323,0.969495353,-0.690860495,1
2833,0.394201475,1.038433767,-0.690860495,1
2936,0.394201475,1.038433767,-0.690860495,1
2977,0.394201475,1.038433767,-0.690860495,0
3025,0.394201475,1.038433767,-0.690860495,0
3064,0.394201475,1.038433767,-0.690860495,0
3087,0.394201475,1.038433767,-0.690860495,0
3127,0.428948837,1.102265631,-0.690860495,1
3157,0.461214246,1.161538077,-0.690860495,1
3184,0.491254453,1.216722768,-0.690860495,1
3202,0.491254453,1.216722768,-0.144210373,1
3362,0.491254453,1.216722768,-0.144210373,0
3382,0.491254453,1.216722768,-0.144210373,1
3407,0.491254453,1.216722768,-0.144210373,0
3463,0.491254453,1.216722768,-0.144210373,0
3494,0.491254453,1.216722768,-0.144210373,1
3550,0.491254453,1.216722768,-0.144210373,0
3608,0.491254453,1.216722768,0.246254,1
3690,0.51929198,1.268228479,0.246254,1
3739,0.545520635,1.109913689,0.246254,0
6543,0.570109999,1.161538077,0.246254,1
6567,0.408416305,1.016051165,0.246254,1
6661,0.408416305,1.016051165,0.246254,0
6700,0.408416305,1.016051165,0.246254,0
6737,0.408416305,1.016051165,0.246254,1
6786,0.408416305,1.016051165,0.246254,0
6875,0.408416305,1.016051165,0.246254,0
6912,0.408416305,1.016051165,0.53910228,1
6967,0.435591715,1.067399487,0.53910228,1
6988,0.461214246,1.115813619,0.53910228,1
7014,0.485413302,1.161538077,0.53910228,1
7112,0.485413302,1.161538077,0.53910228,0
7143,0.485413302,1.161538077,0.53910228,1
7172,0.485413302,1.161538077,0.53910228,0
7216,0.485413302,1.161538077,0.53910228,0
7301,0.508304301,1.204790943,0.53910228,1
7885,0.508304301,1.204790943,0.53910228,0
7906,0.508304301,1.204790943,0.53910228,0
7940,0.508304301,1.204790943,0.53910228,0
7979,0.508304301,1.204790943,0.53910228,1
8025,0.508304301,1.204790943,0.53910228,1
8078,0.508304301,1.204790943,0.53910228,0
8136,0.529990511,1.077308812,0.53910228,0
8158,0.550564607,1.120503307,0.53910228,1
8182,0.417655944,1.001502474,0.53910228,1
8210,0.439966294,1.044438855,0.53910228,1
8242,0.439966294,1.044438855,0.766873164,1
8316,0.439966294,1.044438855,0.766873164,1
8404,0.439966294,1.044438855,0.766873164,1
8441,0.439966294,1.044438855,0.766873164,0
8466,0.439966294,1.044438855,0.766873164,0
8517,0.439966294,1.044438855,0.766873164,0
8561,0.439966294,1.044438855,0.766873164,0
8693,0.461214246,1.085330647,0.766873164,1
8714,0.461214246,1.085330647,0.40243975,0
8754,0.339656196,0.975450167,0.40243975,1
8776,0.362218107,1.016051165,0.40243975,1
8799,0.383777266,1.054847675,0.40243975,1
8838,0.383777266,1.054847675,0.40243975,0
8884,0.383777266,1.054847675,0.40243975,0
8926,0.383777266,1.054847675,0.40243975,1
8971,0.383777266,1.054847675,0.40243975,0
8996,0.383777266,1.054847675,0.40243975,0
9099,0.271830327,0.952795986,0.40243975,1
9117,0.164647089,0.855086923,0.40243975,1
9133,0.188974863,0.894812072,0.40243975,1
9157,0.087857378,0.802274479,0.40243975,1
9203,0.087857378,0.802274479,0.40243975,1
9233,0.087857378,0.802274479,0.40243975,0
9302,0.087857378,0.802274479,0.40243975,0
9327,0.087857378,0.802274479,0.40243975,0
9352,0.087857378,0.802274479,0.40243975,1
9387,0.087857378,0.802274479,0.40243975,1
9438,0.087857378,0.802274479,0.40243975,0
9465,0.087857378,0.802274479,0.40243975,0
9572,0.112747836,0.713438389,0.40243975,0
9604,0.136662198,0.628086067,0.40243975,0
9643,0.159656776,0.546016528,0.40243975,0
9677,0.159656776,0.546016528,0.601221612,1
9733,0.181783634,0.587825538,0.601221612,1
9781,0.181783634,0.587825538,0.766873164,1
9838,0.203090979,0.509541176,0.766873164,0
9899,0.223623512,0.550493048,0.766873164,1
9937,0.24342274,0.589982352,0.766873164,1
9970,0.24342274,0.589982352,0.907039862,1
10039,0.24342274,0.589982352,0.907039862,1
10101,0.24342274,0.589982352,0.907039862,0
10129,0.24342274,0.589982352,0.907039862,0
10155,0.24342274,0.589982352,0.907039862,0
10180,0.24342274,0.589982352,0.907039862,1
10215,0.24342274,0.589982352,0.907039862,1
10273,0.24342274,0.589982352,0.907039862,0
10325,0.24342274,0.589982352,0.907039862,0
10458,0.262527258,0.628086067,0.907039862,1
10479,0.262527258,0.628086067,1.027182746,1
10526,0.280972999,0.664875861,1.027182746,1
10556,0.298793462,0.700418543,1.027182746,1
10602,0.298793462,0.700418543,1.027182746,0
10628,0.298793462,0.700418543,1.027182746,0
10678,0.298793462,0.700418543,1.027182746,1
10719,0.298793462,0.700418543,1.027182746,0
10747,0.298793462,0.700418543,1.027182746,0
10873,0.316019908,0.734776469,1.027182746,1
10902,0.232711682,0.663066527,1.027182746,1
10929,0.250448272,0.593669809,1.027182746,0
10961,0.267621796,0.628086067,1.027182746,1
10986,0.267621796,0.628086067,1.131306579,1
11049,0.267621796,0.628086067,1.131306579,1
0,-4.765781896,-3.639530008,-2.877460983,1
33,-4.765781896,-3.639530008,-2.877460983,0
64,-4.765781896,-3.639530008,-2.877460983,0
96,-4.765781896,-3.639530008,-2.877460983,0
116,-4.765781896,-3.639530008,-2.877460983,0
168,1.332380269,2.761894105,-2.877460983,1
189,1.332380269,2.761894105,-2.877460983,1
211,-0.700340453,0.628086067,-2.877460983,1
229,-0.700340453,0.628086067,2.589040238,1
295,-0.700340453,0.628086067,2.589040238,0
329,-0.700340453,0.628086067,2.589040238,0
479,-0.700340453,0.628086067,2.589040238,0
505,-0.700340453,0.628086067,2.589040238,1
541,-0.700340453,0.628086067,2.589040238,0
569,-0.700340453,0.628086067,2.589040238,0
697,-0.192160272,1.161538077,2.589040238,1
713,-1.106884597,0.20132446,2.589040238,1
727,-1.106884597,0.20132446,2.589040238,1
756,-0.700340453,-0.438817951,2.589040238,0
784,-0.700340453,-0.438817951,2.589040238,1
838,-0.700340453,-0.438817951,2.589040238,0
874,-0.700340453,-0.438817951,2.589040238,0
893,-0.700340453,-0.438817951,2.589040238,0
926,-0.700340453,-0.438817951,2.589040238,0
1043,-0.409951778,0.018426628,2.589040238,1
1067,-0.192160272,-0.438817951,2.589040238,0
1099,-0.192160272,-0.438817951,1.222414933,0
1186,-0.022766879,-0.083183278,1.222414933,1
1233,-0.49706838,-0.438817951,1.222414933,1
1254,-0.49706838,-0.438817951,1.495739994,1
1311,-0.49706838,-0.438817951,0.766873164,0
1365,-0.49706838,-0.438817951,0.246254,1
1421,-0.330754867,-0.729791775,0.246254,0
1445,-0.330754867,-0.729791775,-0.144210373,0
1486,-0.330754867,-0.729791775,-0.447904885,0
1538,-0.330754867,-0.729791775,-0.447904885,1
1579,-0.330754867,-0.729791775,-0.447904885,0
1603,-0.330754867,-0.729791775,-0.447904885,0
1626,-0.330754867,-0.729791775,-0.447904885,0
1664,-0.330754867,-0.729791775,-0.447904885,0
1770,-0.192160272,-0.972269961,-0.447904885,0
1802,-0.54397732,-1.177443811,-0.447904885,1
1820,-0.54397732,-1.177443811,-0.690860495,0
1851,-0.409951778,-1.35330711,-0.690860495,0
1884,-0.293796308,-1.078960363,-0.690860495,1
1902,-0.293796308,-1.078960363,-0.889642357,0
2042,-0.293796308,-1.078960363,-0.889642357,0
2060,-0.293796308,-1.078960363,-0.889642357,0
2080,-0.293796308,-1.078960363,-0.889642357,0
2099,-0.293796308,-1.078960363,-0.889642357,0
2144,-0.192160272,-0.838906959,-0.889642357,1
2162,-0.192160272,-0.838906959,-0.599752141,1
2189,-0.192160272,-0.838906959,-0.35446042,1
2220,-0.102481417,-1.003649491,-0.35446042,0
2241,-0.022766879,-1.150087297,-0.35446042,0
2281,-0.022766879,-1.150087297,-0.144210373,1
2331,-0.022766879,-1.150087297,-0.144210373,0
2365,-0.022766879,-1.150087297,-0.144210373,0
2399,-0.022766879,-1.150087297,-0.144210373,0
2419,-0.022766879,-1.150087297,-0.144210373,0
2511,-0.272399248,-1.281110598,-0.144210373,1
2527,-0.192160272,-1.078960363,-0.144210373,1
2551,-0.119563104,-0.896062531,-0.144210373,1
2567,-0.119563104,-0.896062531,0.038006335,1
2608,-0.119563104,-0.896062531,0.038006335,1
2653,-0.119563104,-0.896062531,0.038006335,0
2690,-0.119563104,-0.896062531,0.038006335,1
2718,-0.119563104,-0.896062531,0.038006335,0
2754,-0.119563104,-0.896062531,0.038006335,0
2775,-0.119563104,-0.896062531,0.038006335,0
2880,-0.119563104,-0.896062531,-0.144210373,0
2920,-0.330754867,-1.020765598,-0.144210373,1
2956,-0.330754867,-1.020765598,-0.30498982,0
2999,-0.258444644,-1.13462492,-0.30498982,0
3036,-0.258444644,-1.13462492,-0.447904885,0
3142,-0.258444644,-1.13462492,-0.447904885,1
3182,-0.258444644,-1.13462492,-0.447904885,0
3206,-0.258444644,-1.13462492,-0.447904885,0
3235,-0.258444644,-1.13462492,-0.447904885,0
3262,-0.258444644,-1.13462492,-0.447904885,0
3394,-0.192160272,-1.238995966,-0.447904885,0
3420,-0.192160272,-1.238995966,-0.288065668,1
3450,-0.192160272,-1.238995966,-0.144210373,1
3502,-0.131178651,-1.078960363,-0.144210373,1
3524,-0.131178651,-1.078960363,-0.014055582,1
3585,-0.131178651,-1.078960363,-0.014055582,0
3618,-0.131178651,-1.078960363,-0.014055582,0
3651,-0.131178651,-1.078960363,-0.014055582,1
3709,-0.131178651,-1.078960363,-0.014055582,0
3790,-0.131178651,-1.078960363,-0.014055582,0
4019,-0.131178651,-1.078960363,-0.144210373,0
4069,-0.074887923,-0.931235191,-0.144210373,1
4091,-0.074887923,-0.931235191,-0.025373389,1
4135,-0.022766879,-0.794452624,-0.025373389,1
4162,-0.022766879,-0.794452624,0.083560512,1
4238,-0.022766879,-0.794452624,0.083560512,0
4286,-0.022766879,-0.794452624,0.083560512,0
4306,-0.022766879,-0.794452624,0.083560512,0
4331,-0.022766879,-0.794452624,0.083560512,0
4367,-0.192160272,-0.896062531,0.083560512,1
4383,-0.139589909,-0.990664858,0.083560512,0
4418,-0.139589909,-0.990664858,0.183779701,1
4461,-0.139589909,-0.990664858,0.066039674,0
4511,-0.090524236,-0.865579559,0.066039674,1
4560,-0.044624091,-0.748564279,0.066039674,1
4666,-0.044624091,-0.748564279,0.066039674,0
4688,-0.044624091,-0.748564279,0.066039674,0
4706,-0.044624091,-0.748564279,0.066039674,0
4730,-0.044624091,-0.748564279,0.066039674,0
4756,-0.044624091,-0.748564279,-0.042978868,0
4788,-0.044624091,-0.748564279,0.051021814,1
4871,-0.044624091,-0.748564279,-0.049960351,0
4926,-0.001592704,-0.838906959,-0.049960351,0
4993,0.038830719,-0.729791775,-0.049960351,1
5036,0.076876294,-0.815372311,-0.049960351,0
5159,0.076876294,-0.815372311,-0.049960351,1
5196,0.076876294,-0.815372311,-0.049960351,0
5237,0.076876294,-0.815372311,-0.049960351,0
5261,0.076876294,-0.815372311,-0.049960351,0
5292,0.076876294,-0.815372311,-0.049960351,0
5379,0.112747836,-0.896062531,-0.049960351,0
5413,0.146626515,-0.972269961,-0.049960351,0
5448,0.146626515,-0.972269961,0.038006335,1
5512,0.146626515,-0.972269961,-0.056040998,0
5573,0.146626515,-0.972269961,-0.144210373,0
5702,0.146626515,-0.972269961,-0.144210373,0
5740,0.146626515,-0.972269961,-0.144210373,0
