match_id,player1,player2,p1_1st_serve_success_ratio,p1_1st_serve_win_ratio,p1_2nd_serve_win_ratio,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio,p1_unf_err_count2r,p2_unf_err_count2r,point_victor,elapsed_time_seconds
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.461214246,0.932915787,-2.877460983,1.416994155,0.322898178,-2.859715628,-0.589470429,-0.637767728,1,577
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.461214246,0.932915787,-2.877460983,0.380266123,-0.388406832,-2.859715628,-0.589470429,-0.637767728,2,620
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.461214246,0.932915787,-2.877460983,0.528370128,0.119668175,-2.859715628,-0.589470429,-0.637767728,2,645
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,-0.192160272,0.361360063,-2.877460983,0.528370128,0.119668175,-2.859715628,-0.589470429,-0.637767728,1,684
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,-0.022766879,0.628086067,-2.877460983,0.528370128,0.119668175,-2.859715628,-0.589470429,-0.637767728,1,707
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.112747836,0.20132446,-2.877460983,0.528370128,0.119668175,-2.859715628,-0.589470429,-0.637767728,2,737
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.223623512,0.434103519,-2.877460983,0.528370128,0.119668175,-2.859715628,-0.589470429,1.126979118,1,764
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.223623512,0.434103519,-1.510835678,0.528370128,0.119668175,-2.859715628,-0.589470429,1.126979118,1,806
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.223623512,0.434103519,-1.510835678,0.528370128,0.119668175,-0.126797673,1.212948767,1.126979118,2,931
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.223623512,0.434103519,-1.510835678,0.639448131,0.50072443,-0.126797673,1.212948767,-0.637767728,2,975
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.223623512,0.434103519,-1.510835678,0.034690113,0.006762618,-0.126797673,1.212948767,-0.637767728,2,1007
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.223623512,0.434103519,-1.510835678,-0.449116302,-0.388406832,-0.126797673,-0.589470429,-0.637767728,2,1028
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.628086067,-1.510835678,-0.449116302,-0.388406832,-0.126797673,-0.589470429,-0.637767728,1,1069
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.394201475,0.792225147,-1.510835678,-0.449116302,-0.388406832,-0.126797673,-0.589470429,-0.637767728,1,1105
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.461214246,0.932915787,-1.510835678,-0.449116302,-0.388406832,-0.126797673,-0.589470429,-0.637767728,1,1130
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.461214246,0.932915787,-1.784160739,-0.449116302,-0.388406832,-0.126797673,1.212948767,-0.637767728,2,1160
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.461214246,0.932915787,-1.966377446,-0.449116302,-0.388406832,-0.126797673,1.212948767,-0.637767728,2,1203
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.51929198,0.628086067,-1.966377446,-0.449116302,-0.388406832,-0.126797673,3.015367963,-0.637767728,2,1255
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.51929198,0.628086067,-1.315603491,-0.449116302,-0.388406832,-0.126797673,1.212948767,-0.637767728,1,1287
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.570109999,0.76144907,-1.315603491,-0.449116302,-0.388406832,-0.126797673,1.212948767,-0.637767728,1,1339
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.570109999,0.76144907,-1.315603491,-0.279469897,-0.065086373,-0.126797673,-0.589470429,-0.637767728,2,1462
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.570109999,0.76144907,-1.315603491,-0.279469897,-0.065086373,-1.037770325,-0.589470429,1.126979118,1,1493
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.570109999,0.76144907,-1.315603491,-0.138097893,0.204347343,-1.037770325,-0.589470429,1.126979118,2,1565
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.570109999,0.76144907,-1.315603491,-0.018475427,0.432329718,-1.037770325,-0.589470429,1.126979118,2,1590
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.570109999,0.76144907,-1.315603491,-0.018475427,0.432329718,-0.126797673,-0.589470429,-0.637767728,2,1616
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.570109999,0.76144907,-0.827523025,-0.018475427,0.432329718,-0.126797673,-0.589470429,-0.637767728,1,1662
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.614949426,0.879122307,-0.827523025,-0.018475427,0.432329718,-0.126797673,-0.589470429,1.126979118,1,1717
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.654806695,0.98372074,-0.827523025,-0.018475427,0.432329718,-0.126797673,-0.589470429,1.126979118,1,1746
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.654806695,0.98372074,-1.055293909,-0.018475427,0.432329718,-0.126797673,-0.589470429,1.126979118,2,1772
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.654806695,0.98372074,-0.690860495,-0.018475427,0.432329718,-0.126797673,-0.589470429,-0.637767728,1,1817
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.654806695,0.98372074,-0.690860495,0.084058114,0.627743182,-0.126797673,-0.589470429,-0.637767728,2,1954
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.654806695,0.98372074,-0.690860495,-0.241770696,0.322898178,-0.126797673,-0.589470429,-0.637767728,2,2013
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.654806695,0.98372074,-0.690860495,-0.241770696,0.322898178,-0.673381264,-0.589470429,1.126979118,1,2038
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.654806695,0.98372074,-0.690860495,-0.241770696,0.322898178,-1.037770325,-0.589470429,1.126979118,1,2086
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.654806695,0.98372074,-0.690860495,-0.241770696,0.322898178,-1.298048225,-0.589470429,2.891725963,1,2162
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.690468462,1.077308812,-0.690860495,-0.241770696,0.322898178,-1.298048225,-0.589470429,1.126979118,1,2238
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.690468462,1.077308812,-0.889642357,-0.241770696,0.322898178,-1.298048225,-0.589470429,1.126979118,2,2264
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.722564053,1.161538077,-0.889642357,-0.241770696,0.322898178,-1.298048225,-0.589470429,-0.637767728,1,2306
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.75160292,0.932915787,-0.889642357,-0.241770696,0.322898178,-1.298048225,-0.589470429,-0.637767728,2,2334
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.778001891,1.016051165,-0.889642357,-0.241770696,0.322898178,-1.298048225,-0.589470429,-0.637767728,1,2369
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.536967813,0.813634592,-0.889642357,-0.241770696,0.322898178,-1.298048225,1.212948767,-0.637767728,2,2401
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.570109999,0.894812072,-0.889642357,-0.241770696,0.322898178,-1.298048225,1.212948767,-0.637767728,1,2433
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.570109999,0.894812072,-1.055293909,-0.241770696,0.322898178,-1.298048225,1.212948767,-0.637767728,2,2483
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.600600809,0.713438389,-1.055293909,-0.241770696,0.322898178,-1.298048225,-0.589470429,-0.637767728,2,2551
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.628746173,0.792225147,-1.055293909,-0.241770696,0.322898178,-1.298048225,-0.589470429,-0.637767728,1,2598
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.654806695,0.865175849,-1.055293909,-0.241770696,0.322898178,-1.298048225,-0.589470429,-0.637767728,1,2639
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.679005752,0.932915787,-1.055293909,-0.241770696,0.322898178,-1.298048225,-0.589470429,1.126979118,1,2669
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.679005752,0.932915787,-1.055293909,-0.526870904,0.056158799,-1.298048225,-0.589470429,1.126979118,2,2824
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.679005752,0.932915787,-1.055293909,-0.778429912,-0.179199476,-1.298048225,-0.589470429,1.126979118,2,2847
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.679005752,0.932915787,-1.055293909,-0.656461908,0.006762618,-1.298048225,-0.589470429,-0.637767728,2,2872
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.679005752,0.932915787,-1.055293909,-0.547332642,0.173149755,-1.298048225,-0.589470429,-0.637767728,2,2897
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.491254453,0.775245242,-1.055293909,-0.547332642,0.173149755,-1.298048225,-0.589470429,-0.637767728,1,2957
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.491254453,0.775245242,-0.774960513,-0.547332642,0.173149755,-1.298048225,-0.589470429,-0.637767728,1,2978
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.491254453,0.775245242,-0.925139118,-0.547332642,0.173149755,-1.298048225,-0.589470429,-0.637767728,2,3014
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.51929198,0.628086067,-0.925139118,-0.547332642,0.173149755,-1.298048225,1.212948767,-0.637767728,2,3070
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.348805726,0.490421033,-0.925139118,-0.547332642,0.173149755,-1.298048225,1.212948767,-0.637767728,1,3114
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.348805726,0.490421033,-1.055293909,-0.547332642,0.173149755,-1.298048225,3.015367963,-0.637767728,2,3141
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.348805726,0.490421033,-1.169179352,-0.547332642,0.173149755,-1.298048225,3.015367963,-0.637767728,2,3186
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.379542431,0.361360063,-1.169179352,-0.547332642,0.173149755,-1.298048225,3.015367963,-0.637767728,2,3251
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.379542431,0.361360063,-1.169179352,-0.449116302,0.322898178,-1.298048225,1.212948767,-0.637767728,2,3296
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.379542431,0.361360063,-1.169179352,-0.360253899,0.458384847,-1.298048225,-0.589470429,-0.637767728,2,3320
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.379542431,0.361360063,-1.169179352,-0.279469897,0.581554545,-1.298048225,-0.589470429,-0.637767728,2,3350
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.379542431,0.361360063,-1.169179352,-0.279469897,0.581554545,-0.810027162,1.212948767,-0.637767728,2,3428
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.379542431,0.361360063,-1.269666506,-0.279469897,0.581554545,-0.810027162,1.212948767,-0.637767728,2,3562
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.408416305,0.434103519,-1.269666506,-0.279469897,0.581554545,-0.810027162,1.212948767,-0.637767728,1,3617
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.256234005,0.314290768,-1.269666506,-0.279469897,0.581554545,-0.810027162,-0.589470429,-0.637767728,1,3641
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.286981041,0.20132446,-1.269666506,-0.279469897,0.581554545,-0.810027162,-0.589470429,-0.637767728,2,3681
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.286981041,0.20132446,-1.358988422,-0.279469897,0.581554545,-0.810027162,-0.589470429,-0.637767728,2,3725
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.286981041,0.20132446,-1.15119744,-0.279469897,0.581554545,-0.810027162,-0.589470429,1.126979118,1,3774
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.272451394,-1.15119744,-0.279469897,0.581554545,-0.810027162,-0.589470429,2.891725963,1,3830
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.272451394,-0.964185556,-0.279469897,0.581554545,-0.810027162,-0.589470429,2.891725963,1,3861
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.272451394,-0.964185556,-0.20571059,0.694013835,-0.810027162,-0.589470429,1.126979118,2,3938
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.272451394,-0.964185556,-0.138097893,0.797101518,-0.810027162,-0.589470429,-0.637767728,2,3976
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.272451394,-0.964185556,-0.138097893,0.797101518,-1.037770325,-0.589470429,-0.637767728,1,4006
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.272451394,-0.964185556,-0.075894211,0.607420182,-1.037770325,-0.589470429,1.126979118,1,4062
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.272451394,-0.964185556,-0.018475427,0.432329718,-1.037770325,-0.589470429,2.891725963,1,4106
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.272451394,-0.964185556,0.034690113,0.533655218,-1.037770325,-0.589470429,2.891725963,2,4159
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.272451394,-0.964185556,0.034690113,0.533655218,-1.219964855,-0.589470429,1.126979118,1,4224
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.272451394,-0.964185556,0.084058114,0.627743182,-1.219964855,-0.589470429,-0.637767728,2,4290
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.272451394,-0.964185556,0.130021426,0.715342321,-1.219964855,-0.589470429,-0.637767728,2,4328
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.272451394,-0.964185556,-0.034425089,0.559999848,-1.219964855,-0.589470429,-0.637767728,2,4357
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.272451394,-1.055293909,-0.034425089,0.559999848,-1.219964855,-0.589470429,-0.637767728,2,4488
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.343489107,0.33973363,-1.055293909,-0.034425089,0.559999848,-1.219964855,-0.589470429,-0.637767728,1,4527
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.343489107,0.33973363,-1.138119686,-0.034425089,0.559999848,-1.219964855,1.212948767,-0.637767728,2,4555
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.369512559,0.403474695,-1.138119686,-0.034425089,0.559999848,-1.219964855,1.212948767,-0.637767728,1,4613
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.394201475,0.463946988,-1.138119686,-0.034425089,0.559999848,-1.219964855,1.212948767,-0.637767728,1,4642
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.417655944,0.361360063,-1.138119686,-0.034425089,0.559999848,-1.219964855,-0.589470429,-0.637767728,2,4668
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.138119686,-0.034425089,0.559999848,-1.219964855,-0.589470429,-0.637767728,1,4710
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.21374322,-0.034425089,0.559999848,-1.219964855,-0.589470429,-0.637767728,1,4741
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.21374322,0.012394886,0.41467947,-1.219964855,-0.589470429,1.126979118,1,4797
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.21374322,0.056288613,0.50072443,-1.219964855,1.212948767,1.126979118,2,4831
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.21374322,0.097522115,0.581554545,-1.219964855,3.015367963,1.126979118,2,4866
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.21374322,-0.04662189,0.448422591,-1.219964855,3.015367963,-0.637767728,2,4901
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.21374322,-0.004804288,0.322898178,-1.219964855,1.212948767,-0.637767728,1,4935
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.21374322,-0.004804288,0.322898178,-1.369033107,-0.589470429,1.126979118,1,4966
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.21374322,-0.004804288,0.322898178,-1.493256651,-0.589470429,2.891725963,1,5038
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.21374322,0.034690113,0.401932068,-1.493256651,-0.589470429,2.891725963,2,5101
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.21374322,0.072049681,0.476693856,-1.493256651,-0.589470429,1.126979118,2,5132
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.21374322,0.107442957,0.360335284,-1.493256651,-0.589470429,1.126979118,1,5177
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.21374322,0.107442957,0.360335284,-1.59836888,-0.589470429,1.126979118,1,5219
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.291230631,0.263777378,-1.21374322,0.141021193,0.249943818,-1.59836888,-0.589470429,2.891725963,1,5308
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.323256348,-1.21374322,0.141021193,0.249943818,-1.59836888,-0.589470429,1.126979118,1,5429
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.323256348,-1.055293909,0.141021193,0.249943818,-1.59836888,-0.589470429,1.126979118,1,5448
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.323256348,-0.909520544,0.141021193,0.249943818,-1.59836888,-0.589470429,1.126979118,1,5481
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.339656196,0.379968854,-0.909520544,0.141021193,0.249943818,-1.59836888,-0.589470429,1.126979118,1,5519
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.339656196,0.379968854,-0.909520544,0.172920517,0.145071926,-1.59836888,-0.589470429,1.126979118,1,5565
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.339656196,0.379968854,-0.909520544,0.051547479,0.045315735,-1.59836888,-0.589470429,-0.637767728,2,5591
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.339656196,0.379968854,-0.909520544,0.051547479,0.045315735,-1.298048225,-0.589470429,-0.637767728,2,5617
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.339656196,0.379968854,-0.909520544,0.084058114,0.119668175,-1.298048225,-0.589470429,-0.637767728,2,5656
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.339656196,0.379968854,-0.909520544,0.115056627,0.190562362,-1.298048225,-0.589470429,-0.637767728,2,5682
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.362218107,0.434103519,-0.909520544,0.115056627,0.190562362,-1.298048225,-0.589470429,-0.637767728,1,5788
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.362218107,0.434103519,-0.98521056,0.115056627,0.190562362,-1.298048225,-0.589470429,-0.637767728,2,5817
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.362218107,0.434103519,-0.852830901,0.115056627,0.190562362,-1.298048225,-0.589470429,1.126979118,1,5881
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.383777266,0.485832198,-0.852830901,0.115056627,0.190562362,-1.298048225,-0.589470429,1.126979118,1,5923
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.271830327,0.396150411,-0.852830901,0.115056627,0.190562362,-1.298048225,-0.589470429,1.126979118,2,5963
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.29439522,0.446485383,-0.852830901,0.115056627,0.190562362,-1.298048225,-0.589470429,-0.637767728,1,5996
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.29439522,0.446485383,-0.852830901,0.003274112,0.096573857,-1.298048225,-0.589470429,-0.637767728,2,6044
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.29439522,0.446485383,-0.852830901,0.034690113,0.164830398,-1.298048225,-0.589470429,-0.637767728,2,6070
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.29439522,0.446485383,-0.852830901,0.034690113,0.164830398,-1.402159385,-0.589470429,1.126979118,1,6099
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.29439522,0.446485383,-0.852830901,0.064740201,0.230119264,-1.402159385,-0.589470429,1.126979118,2,6142
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.29439522,0.446485383,-0.852830901,0.064740201,0.230119264,-1.151641906,-0.589470429,1.126979118,2,6195
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.494723065,-0.852830901,0.064740201,0.230119264,-1.151641906,-0.589470429,-0.637767728,1,6324
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.494723065,-0.729906932,0.064740201,0.230119264,-1.151641906,-0.589470429,-0.637767728,1,6359
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.316019908,0.494723065,-0.615460478,0.064740201,0.230119264,-1.151641906,-0.589470429,-0.637767728,1,6398
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.336761956,0.540991862,-0.615460478,0.064740201,0.230119264,-1.151641906,-0.589470429,-0.637767728,1,6437
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.336761956,0.540991862,-0.615460478,0.093511561,0.29262988,-1.151641906,-0.589470429,-0.637767728,2,6492
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.336761956,0.540991862,-0.508643787,0.093511561,0.29262988,-1.151641906,-0.589470429,1.126979118,1,7445
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.336761956,0.540991862,-0.585057245,0.093511561,0.29262988,-1.151641906,-0.589470429,1.126979118,2,7490
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.336761956,0.540991862,-0.485866699,0.093511561,0.29262988,-1.151641906,-0.589470429,1.126979118,1,7538
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.356674323,0.585409907,-0.485866699,0.093511561,0.29262988,-1.151641906,-0.589470429,-0.637767728,1,7622
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.375805812,0.628086067,-0.485866699,0.093511561,0.29262988,-1.151641906,-0.589470429,-0.637767728,1,7647
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.375805812,0.628086067,-0.485866699,0.121084115,0.204347343,-1.151641906,-0.589470429,-0.637767728,1,7721
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.375805812,0.628086067,-0.485866699,0.147531259,0.264832463,-1.151641906,-0.589470429,-0.637767728,2,7768
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.375805812,0.628086067,-0.485866699,0.147531259,0.264832463,-0.930597072,-0.589470429,-0.637767728,2,7800
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.375805812,0.628086067,-0.485866699,0.172920517,0.180637176,-0.930597072,-0.589470429,-0.637767728,1,7855
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.375805812,0.628086067,-0.485866699,0.197314118,0.099743665,-0.930597072,-0.589470429,1.126979118,1,7895
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,0.375805812,0.628086067,-0.485866699,0.101147038,0.021961443,-0.930597072,-0.589470429,1.126979118,2,7935
