elapsed_time_seconds,p2_1st_serve_success_ratio,p2_1st_serve_win_ratio,p2_2nd_serve_win_ratio,point_victor
4106,-0.018475427,0.432329718,-1.037770325,0
4159,0.034690113,0.533655218,-1.037770325,1
4224,0.034690113,0.533655218,-1.219964855,0
4290,0.084058114,0.627743182,-1.219964855,1
4328,0.130021426,0.715342321,-1.219964855,1
4357,-0.034425089,0.559999848,-1.219964855,1
4488,-0.034425089,0.559999848,-1.219964855,1
4527,-0.034425089,0.559999848,-1.219964855,0
4555,-0.034425089,0.559999848,-1.219964855,1
4613,-0.034425089,0.559999848,-1.219964855,0
4642,-0.034425089,0.559999848,-1.219964855,0
4668,-0.034425089,0.559999848,-1.219964855,1
4710,-0.034425089,0.559999848,-1.219964855,0
4741,-0.034425089,0.559999848,-1.219964855,0
4797,0.012394886,0.41467947,-1.219964855,0
4831,0.056288613,0.50072443,-1.219964855,1
4866,0.097522115,0.581554545,-1.219964855,1
4901,-0.04662189,0.448422591,-1.219964855,1
4935,-0.004804288,0.322898178,-1.219964855,0
4966,-0.004804288,0.322898178,-1.369033107,0
5038,-0.004804288,0.322898178,-1.493256651,0
5101,0.034690113,0.401932068,-1.493256651,1
5132,0.072049681,0.476693856,-1.493256651,1
5177,0.107442957,0.360335284,-1.493256651,0
5219,0.107442957,0.360335284,-1.59836888,0
5308,0.141021193,0.249943818,-1.59836888,0
5429,0.141021193,0.249943818,-1.59836888,0
5448,0.141021193,0.249943818,-1.59836888,0
5481,0.141021193,0.249943818,-1.59836888,0
5519,0.141021193,0.249943818,-1.59836888,0
5565,0.172920517,0.145071926,-1.59836888,0
5591,0.051547479,0.045315735,-1.59836888,1
5617,0.051547479,0.045315735,-1.298048225,1
5656,0.084058114,0.119668175,-1.298048225,1
5682,0.115056627,0.190562362,-1.298048225,1
5788,0.115056627,0.190562362,-1.298048225,0
5817,0.115056627,0.190562362,-1.298048225,1
5881,0.115056627,0.190562362,-1.298048225,0
5923,0.115056627,0.190562362,-1.298048225,0
5963,0.115056627,0.190562362,-1.298048225,1
5996,0.115056627,0.190562362,-1.298048225,0
6044,0.003274112,0.096573857,-1.298048225,1
6070,0.034690113,0.164830398,-1.298048225,1
6099,0.034690113,0.164830398,-1.402159385,0
6142,0.064740201,0.230119264,-1.402159385,1
6195,0.064740201,0.230119264,-1.151641906,1
6324,0.064740201,0.230119264,-1.151641906,0
6359,0.064740201,0.230119264,-1.151641906,0
6398,0.064740201,0.230119264,-1.151641906,0
6437,0.064740201,0.230119264,-1.151641906,0
6492,0.093511561,0.29262988,-1.151641906,1
7445,0.093511561,0.29262988,-1.151641906,0
7490,0.093511561,0.29262988,-1.151641906,1
7538,0.093511561,0.29262988,-1.151641906,0
7622,0.093511561,0.29262988,-1.151641906,0
7647,0.093511561,0.29262988,-1.151641906,0
7721,0.121084115,0.204347343,-1.151641906,0
7768,0.147531259,0.264832463,-1.151641906,1
7800,0.147531259,0.264832463,-0.930597072,1
7855,0.172920517,0.180637176,-0.930597072,0
7895,0.197314118,0.099743665,-0.930597072,0
7935,0.101147038,0.021961443,-0.930597072,1
7973,0.101147038,0.021961443,-1.037770325,0
8018,0.125974342,0.081322892,-1.037770325,1
8048,0.149882116,0.138485768,-1.037770325,1
8148,0.172920517,0.193569994,-1.037770325,1
8175,0.195136118,0.246686927,-1.037770325,1
8218,0.195136118,0.246686927,-1.037770325,0
8266,0.195136118,0.246686927,-1.037770325,0
8296,0.195136118,0.246686927,-1.037770325,1
8333,0.195136118,0.246686927,-1.037770325,1
8379,0.195136118,0.246686927,-1.037770325,0
8427,0.195136118,0.246686927,-1.037770325,0
8566,0.195136118,0.246686927,-1.133662183,0
8616,0.216572223,0.173149755,-1.133662183,0
8661,0.216572223,0.173149755,-0.94667306,1
8730,0.237269153,0.102148347,-0.94667306,0
8759,0.257264492,0.033553767,-0.94667306,0
8805,0.257264492,0.033553767,-0.94667306,0
8829,0.257264492,0.033553767,-0.94667306,0
8855,0.257264492,0.033553767,-0.94667306,0
8939,0.257264492,0.033553767,-0.94667306,0
9063,0.257264492,0.033553767,-1.037770325,0
9121,0.172920517,-0.032754327,-1.037770325,1
9144,0.172920517,-0.032754327,-0.872138934,1
9181,0.172920517,-0.032754327,-0.958555312,0
9244,0.172920517,-0.032754327,-0.810027162,1
9286,0.193315167,0.019718994,-0.810027162,1
9322,0.193315167,0.019718994,-0.810027162,0
9346,0.193315167,0.019718994,-0.810027162,0
9375,0.193315167,0.019718994,-0.810027162,0
9414,0.193315167,0.019718994,-0.810027162,0
9529,0.213051925,0.070499626,-0.810027162,1
9549,0.232162119,0.006762618,-0.810027162,0
9579,0.250675119,0.056158799,-0.810027162,1
9634,0.268618489,-0.005396442,-0.810027162,0
9688,0.28601812,-0.065086373,-0.810027162,0
9727,0.210057043,-0.122994515,-0.810027162,1
9755,0.136330116,-0.179199476,-0.810027162,1
9782,0.064740201,-0.233775308,-0.810027162,1
9827,0.064740201,-0.233775308,-0.810027162,0
9870,0.064740201,-0.233775308,-0.810027162,0
9905,0.064740201,-0.233775308,-0.810027162,0
9958,0.064740201,-0.233775308,-0.810027162,1
9989,0.064740201,-0.233775308,-0.810027162,0
10157,0.064740201,-0.233775308,-0.892014701,0
10203,0.064740201,-0.233775308,-0.757471047,1
10248,-0.004804288,-0.28679183,-0.757471047,1
10272,0.015221042,-0.238131125,-0.757471047,1
10300,-0.05170389,-0.289614469,-0.757471047,1
10355,-0.05170389,-0.289614469,-0.757471047,0
10443,-0.05170389,-0.289614469,-0.757471047,1
10483,-0.05170389,-0.289614469,-0.757471047,0
10553,-0.05170389,-0.289614469,-0.757471047,1
10629,-0.116795262,-0.33968731,-0.757471047,1
10666,-0.116795262,-0.33968731,-0.835331958,0
10712,-0.096068378,-0.292284533,-0.835331958,1
10755,-0.075894211,-0.24614583,-0.835331958,1
10788,-0.056250943,-0.294814067,-0.835331958,0
10840,-0.056250943,-0.294814067,-0.907631375,0
10907,-0.037117889,-0.342218195,-0.907631375,0
10945,-0.098223737,-0.388406832,-0.907631375,1
11007,-0.079043764,-0.343387527,-0.907631375,1
11046,-0.06034329,-0.388406832,-0.907631375,0
11136,-0.042104556,-0.432314548,-0.907631375,0
11176,-0.042104556,-0.432314548,-0.974944625,0
11229,-0.100168818,-0.475151345,-0.974944625,1
11258,-0.100168818,-0.475151345,-0.855575795,1
11342,-0.081889746,-0.51695593,-0.855575795,0
11395,-0.06404589,-0.473085999,-0.855575795,1
11427,-0.04662189,-0.430248303,-0.855575795,1
11554,-0.04662189,-0.430248303,-0.855575795,0
11571,-0.04662189,-0.430248303,-0.855575795,1
11627,-0.04662189,-0.430248303,-0.855575795,1
11647,-0.04662189,-0.430248303,-0.855575795,0
11684,-0.04662189,-0.430248303,-0.855575795,0
11712,-0.04662189,-0.430248303,-0.855575795,0
11753,-0.04662189,-0.430248303,-0.855575795,0
11818,-0.029603099,-0.388406832,-0.855575795,1
11842,-0.012975544,-0.42928643,-0.855575795,0
11875,-0.012975544,-0.42928643,-0.743908179,1
11924,0.003274112,-0.388406832,-0.743908179,1
11953,0.019158607,-0.428367787,-0.743908179,0
11986,0.034690113,-0.467440722,-0.743908179,0
12021,0.049880267,-0.427489525,-0.743908179,1
12054,-0.002872497,-0.465722594,-0.743908179,1
12235,-0.002872497,-0.465722594,-0.743908179,0
12303,-0.002872497,-0.465722594,-0.743908179,0
12328,-0.002872497,-0.465722594,-0.743908179,0
12422,0.012394886,-0.503133446,-0.743908179,0
12536,0.027337432,-0.464077577,-0.743908179,1
12561,0.041965397,-0.500718149,-0.743908179,0
12594,0.056288613,-0.462501104,-0.743908179,1
12631,0.070316506,-0.498402452,-0.743908179,0
12747,0.070316506,-0.498402452,-0.743908179,0
12781,0.070316506,-0.498402452,-0.743908179,0
12864,0.070316506,-0.498402452,-0.743908179,0
12893,0.070316506,-0.498402452,-0.743908179,0
12932,0.084058114,-0.460988976,-0.743908179,1
12954,0.097522115,-0.496180318,-0.743908179,0
12986,0.048513153,-0.530667834,-0.743908179,1
13012,0.06206247,-0.49404619,-0.743908179,1
13041,0.06206247,-0.49404619,-0.63921979,1
13172,0.06206247,-0.49404619,-0.63921979,0
13214,0.06206247,-0.49404619,-0.63921979,0
13260,0.06206247,-0.49404619,-0.63921979,1
13292,0.06206247,-0.49404619,-0.63921979,0
13336,0.06206247,-0.49404619,-0.63921979,1
13368,0.06206247,-0.49404619,-0.63921979,1
13429,0.06206247,-0.49404619,-0.63921979,0
13463,0.06206247,-0.49404619,-0.63921979,0
13510,0.075346114,-0.458142617,-0.63921979,1
13548,0.075346114,-0.458142617,-0.706507543,0
13588,0.088371823,-0.422936201,-0.706507543,1
13635,0.101147038,-0.456801544,-0.706507543,0
13671,0.101147038,-0.456801544,-0.769837192,0
13738,0.101147038,-0.456801544,-0.829548005,0
13855,0.101147038,-0.456801544,-0.829548005,1
13912,0.101147038,-0.456801544,-0.829548005,0
13950,0.101147038,-0.456801544,-0.829548005,0
14005,0.101147038,-0.456801544,-0.829548005,1
14041,0.101147038,-0.456801544,-0.829548005,1
14102,0.101147038,-0.456801544,-0.829548005,0
14134,0.101147038,-0.456801544,-0.829548005,0
14171,0.101147038,-0.456801544,-0.829548005,0
0,-4.803374034,-3.94493188,-2.859715628,0
36,1.416994155,3.168118217,-2.859715628,1
58,1.416994155,3.168118217,-0.126797673,1
112,1.416994155,3.168118217,-1.037770325,0
192,1.416994155,3.168118217,-1.037770325,1
217,1.416994155,3.168118217,-1.037770325,1
241,1.416994155,3.168118217,-1.493256651,0
285,1.416994155,3.168118217,-1.493256651,1
308,1.416994155,1.745508197,-1.493256651,0
342,0.380266123,0.797101518,-1.493256651,1
367,0.380266123,0.797101518,-0.673381264,1
446,0.380266123,0.797101518,-0.673381264,0
472,0.380266123,0.797101518,-0.673381264,0
513,0.380266123,0.797101518,-0.673381264,0
540,0.380266123,0.797101518,-0.673381264,0
578,0.528370128,1.135818189,-0.673381264,1
600,0.528370128,1.135818189,-1.037770325,0
646,0.639448131,1.389855693,-1.037770325,1
673,0.725842134,1.587440417,-1.037770325,1
700,0.725842134,1.587440417,-0.517214524,1
851,0.725842134,1.587440417,-0.517214524,0
882,0.725842134,1.587440417,-0.517214524,0
909,0.725842134,1.587440417,-0.517214524,1
954,0.725842134,1.587440417,-0.517214524,0
990,0.725842134,1.587440417,-0.517214524,0
1023,0.725842134,1.587440417,-0.810027162,1
1058,0.794957336,1.745508197,-0.810027162,1
1079,0.794957336,1.745508197,-1.037770325,0
1122,0.28601812,1.228195463,-1.037770325,1
1147,0.380266123,1.389855693,-1.037770325,1
1246,0.380266123,1.389855693,-1.037770325,0
1280,0.380266123,1.389855693,-1.037770325,1
1338,0.380266123,1.389855693,-1.037770325,0
1362,0.380266123,1.389855693,-1.037770325,0
1384,0.380266123,1.389855693,-1.037770325,0
1428,0.460014433,1.526645117,-1.037770325,1
1450,0.084058114,1.135818189,-1.037770325,1
1472,0.172920517,1.271304858,-1.037770325,1
1496,-0.138097893,0.945290061,-1.037770325,1
1603,-0.138097893,0.945290061,-1.037770325,1
1639,-0.138097893,0.945290061,-1.037770325,0
1666,-0.138097893,0.945290061,-1.037770325,1
1709,-0.138097893,0.945290061,-1.037770325,1
1762,-0.138097893,0.945290061,-1.037770325,1
1822,-0.138097893,0.945290061,-1.219964855,0
1861,-0.04662189,1.076044659,-1.219964855,1
1886,0.034690113,0.797101518,-1.219964855,0
1915,0.107442957,0.92189187,-1.219964855,1
1943,0.172920517,1.034203188,-1.219964855,1
1970,0.232162119,1.135818189,-1.219964855,1
2102,0.232162119,1.135818189,-1.219964855,0
2126,0.232162119,1.135818189,-1.219964855,0
2154,0.232162119,1.135818189,-1.219964855,0
2183,0.232162119,1.135818189,-1.219964855,0
2244,0.28601812,1.228195463,-1.219964855,1
2272,0.335190991,1.312539931,-1.219964855,1
2341,0.335190991,1.312539931,-0.872138934,1
2382,0.121084115,1.093478605,-0.872138934,1
2414,0.121084115,1.093478605,-0.872138934,0
2438,0.121084115,1.093478605,-0.872138934,0
2456,0.121084115,1.093478605,-0.872138934,0
2473,0.121084115,1.093478605,-0.872138934,0
2580,-0.075894211,0.891942186,-0.872138934,1
2602,-0.075894211,0.891942186,-0.582283999,1
2649,-0.075894211,0.891942186,-0.337022131,1
2685,-0.018475427,0.979487418,-0.337022131,1
2722,-0.018475427,0.979487418,-0.337022131,0
2764,-0.018475427,0.979487418,-0.337022131,0
2799,-0.018475427,0.979487418,-0.337022131,0
2833,-0.018475427,0.979487418,-0.337022131,0
2936,-0.018475427,0.979487418,-0.517214524,0
2977,-0.018475427,0.979487418,-0.308992204,1
3025,0.034690113,1.060547818,-0.308992204,1
3064,-0.138097893,0.881780686,-0.308992204,1
3087,-0.084474029,0.960619911,-0.308992204,1
3127,-0.084474029,0.960619911,-0.308992204,0
3157,-0.084474029,0.960619911,-0.308992204,0
3184,-0.084474029,0.960619911,-0.308992204,0
3202,-0.084474029,0.960619911,-0.308992204,0
3362,-0.034425089,1.034203188,-0.308992204,1
3382,0.012394886,0.873585927,-0.308992204,0
3407,0.012394886,0.873585927,-0.126797673,1
3463,0.056288613,0.945290061,-0.126797673,1
3494,0.056288613,0.945290061,-0.287557553,0
3550,0.056288613,0.945290061,-0.126797673,1
3608,0.056288613,0.945290061,-0.126797673,0
3690,0.056288613,0.945290061,-0.126797673,0
3739,0.056288613,0.945290061,-0.126797673,1
6543,0.056288613,0.945290061,-0.126797673,0
6567,0.056288613,0.945290061,-0.126797673,0
6661,0.056288613,0.945290061,0.017040114,1
6700,0.097522115,1.01264849,0.017040114,1
6737,0.097522115,1.01264849,-0.126797673,0
6786,0.136330116,1.076044659,-0.126797673,1
6875,-0.004804288,0.932588186,-0.126797673,1
6912,-0.004804288,0.932588186,-0.126797673,0
6967,-0.004804288,0.932588186,-0.126797673,0
6988,-0.004804288,0.932588186,-0.126797673,0
7014,-0.004804288,0.932588186,-0.126797673,0
7112,0.034690113,0.994686243,-0.126797673,1
7143,0.072049681,0.86118305,-0.126797673,0
7172,0.107442957,0.92189187,-0.126797673,1
7216,0.141021193,0.979487418,-0.126797673,1
7301,0.141021193,0.979487418,-0.126797673,0
7885,0.172920517,1.034203188,-0.126797673,1
7906,0.172920517,1.034203188,0.003341277,1
7940,0.203263776,1.086249896,0.003341277,1
7979,0.232162119,0.966459853,0.003341277,0
8025,0.259716352,0.852241441,0.003341277,0
8078,0.28601812,0.904875004,0.003341277,1
8136,0.28601812,0.904875004,0.003341277,1
8158,0.28601812,0.904875004,0.003341277,0
8182,0.28601812,0.904875004,0.003341277,0
8210,0.28601812,0.904875004,0.003341277,0
8242,0.28601812,0.904875004,0.003341277,0
8316,0.28601812,0.904875004,-0.126797673,0
8404,0.311150921,0.797101518,-0.126797673,0
8441,0.199965596,0.694013835,-0.126797673,1
8466,0.225859821,0.746654354,-0.126797673,1
8517,0.225859821,0.746654354,-0.007975154,1
8561,0.250675119,0.797101518,-0.007975154,1
8693,0.250675119,0.797101518,-0.007975154,0
8714,0.250675119,0.797101518,-0.007975154,1
8754,0.250675119,0.797101518,-0.007975154,0
8776,0.250675119,0.797101518,-0.007975154,0
8799,0.250675119,0.797101518,-0.007975154,0
8838,0.250675119,0.797101518,0.100945489,1
8884,0.250675119,0.797101518,0.201152481,1
8926,0.274477549,0.700325326,0.201152481,0
8971,0.297327881,0.749681184,0.201152481,1
8996,0.197314118,0.657629947,0.201152481,1
9099,0.197314118,0.657629947,0.201152481,0
9117,0.197314118,0.657629947,0.201152481,0
9133,0.197314118,0.657629947,0.201152481,0
9157,0.197314118,0.657629947,0.201152481,0
9203,0.220769503,0.569119143,0.201152481,0
9233,0.243339779,0.618156861,0.201152481,1
9302,0.149882116,0.533655218,0.201152481,1
9327,0.059822913,0.452226362,0.201152481,1
9352,0.084058114,0.373705679,0.201152481,0
9387,0.084058114,0.373705679,0.083426785,0
9438,0.107442957,0.42273046,0.083426785,1
9465,0.022773699,0.347425937,0.083426785,1
9572,0.022773699,0.347425937,0.083426785,1
9604,0.022773699,0.347425937,0.083426785,1
9643,0.022773699,0.347425937,0.083426785,1
9677,0.022773699,0.347425937,0.083426785,0
9733,0.022773699,0.347425937,0.083426785,0
9781,0.022773699,0.347425937,0.083426785,0
9838,0.022773699,0.347425937,0.083426785,1
9899,0.022773699,0.347425937,0.083426785,0
9937,0.022773699,0.347425937,0.083426785,0
9970,0.022773699,0.347425937,0.083426785,0
10039,0.022773699,0.347425937,-0.02557849,0
10101,0.046404554,0.395234281,-0.02557849,1
10129,0.069247714,0.441449013,-0.02557849,1
10155,0.091341918,0.486148508,-0.02557849,1
10180,0.112723405,0.41467947,-0.02557849,0
10215,0.112723405,0.41467947,-0.126797673,0
10273,0.133426116,0.458384847,-0.126797673,1
10325,0.133426116,0.458384847,-0.032559123,1
10458,0.133426116,0.458384847,-0.032559123,0
10479,0.133426116,0.458384847,-0.032559123,0
10526,0.133426116,0.458384847,-0.032559123,0
10556,0.133426116,0.458384847,-0.032559123,0
10602,0.153481866,0.50072443,-0.032559123,1
10628,0.153481866,0.50072443,0.055396857,1
10678,0.153481866,0.50072443,-0.03863903,0
10719,0.077222545,0.432329718,-0.03863903,1
10747,0.097522115,0.473781059,-0.03863903,1
10873,0.097522115,0.473781059,-0.03863903,0
10902,0.097522115,0.473781059,-0.03863903,0
10929,0.097522115,0.473781059,-0.03863903,1
10961,0.097522115,0.473781059,-0.03863903,0
10986,0.097522115,0.473781059,-0.03863903,0
11049,0.097522115,0.473781059,-0.126797673,0
0,-4.803374034,-3.94493188,-2.859715628,0
33,-4.803374034,-3.94493188,-0.126797673,1
64,1.416994155,3.168118217,-0.126797673,1
96,1.416994155,3.168118217,-0.126797673,1
116,-0.656461908,0.797101518,-0.126797673,1
168,-0.656461908,0.797101518,-0.126797673,0
189,-0.656461908,0.797101518,-0.126797673,0
211,-0.656461908,0.797101518,-0.126797673,0
229,-0.656461908,0.797101518,-0.126797673,0
295,-0.138097893,1.389855693,-0.126797673,1
329,-0.138097893,1.389855693,0.784174978,1
479,0.172920517,1.745508197,0.784174978,1
505,0.380266123,0.797101518,0.784174978,0
541,0.528370128,1.135818189,0.784174978,1
569,0.528370128,1.135818189,1.239661304,1
697,0.528370128,1.135818189,1.239661304,0
713,0.528370128,1.135818189,1.239661304,0
727,0.528370128,1.135818189,1.239661304,0
756,0.528370128,1.135818189,1.239661304,1
784,0.528370128,1.135818189,1.239661304,0
838,0.528370128,1.135818189,1.512953099,1
874,-0.138097893,0.50072443,1.512953099,1
893,-0.138097893,0.50072443,1.69514763,1
926,-0.656461908,0.006762618,1.69514763,1
1043,-0.656461908,0.006762618,1.69514763,0
1067,-0.656461908,0.006762618,1.69514763,1
1099,-0.656461908,0.006762618,1.69514763,1
1186,-0.656461908,0.006762618,1.69514763,0
1233,-0.656461908,0.006762618,1.69514763,0
1254,-0.656461908,0.006762618,1.69514763,0
1311,-0.656461908,0.006762618,1.69514763,1
1365,-0.656461908,0.006762618,1.69514763,0
1421,-0.656461908,0.006762618,1.69514763,1
1445,-0.656461908,0.006762618,1.69514763,1
1486,-0.656461908,0.006762618,1.69514763,1
1538,-0.449116302,-0.388406832,1.69514763,0
1579,-0.279469897,-0.065086373,1.69514763,1
1603,-0.656461908,-0.388406832,1.69514763,1
1626,-0.496965288,-0.114827982,1.69514763,1
1664,-0.804565913,-0.388406832,1.69514763,1
1770,-0.804565913,-0.388406832,1.69514763,1
1802,-0.804565913,-0.388406832,1.69514763,0
1820,-0.804565913,-0.388406832,1.69514763,1
1851,-0.804565913,-0.388406832,1.69514763,1
1884,-0.804565913,-0.388406832,1.69514763,0
1902,-0.804565913,-0.388406832,1.69514763,1
2042,-1.071153121,-0.625508502,1.69514763,1
2060,-1.304416928,-0.832972463,1.69514763,1
2080,-1.144333923,-0.597614187,1.69514763,1
2099,-1.002037919,-0.388406832,1.69514763,1
2144,-1.002037919,-0.388406832,1.69514763,0
2162,-1.002037919,-0.388406832,1.69514763,0
2189,-1.002037919,-0.388406832,1.69514763,0
2220,-1.002037919,-0.388406832,1.69514763,1
2241,-1.002037919,-0.388406832,1.69514763,1
2281,-1.002037919,-0.388406832,1.69514763,0
2331,-1.002037919,-0.388406832,1.82528658,1
2365,-1.002037919,-0.388406832,1.922890792,1
2399,-1.20210824,-0.575592361,1.922890792,1
2419,-1.38217153,-0.744059337,1.922890792,1
2511,-1.38217153,-0.744059337,1.922890792,0
2527,-1.38217153,-0.744059337,1.922890792,0
2551,-1.38217153,-0.744059337,1.922890792,0
2567,-1.38217153,-0.744059337,1.922890792,0
2608,-1.38217153,-0.744059337,1.391490079,0
2653,-1.248877926,-0.557765167,1.391490079,1
2690,-1.127701922,-0.711727291,1.391490079,0
2718,-1.127701922,-0.711727291,1.512953099,1
2754,-1.287513753,-0.852301403,1.512953099,1
2775,-1.287513753,-0.852301403,1.612331934,1
2880,-1.287513753,-0.852301403,1.612331934,1
2920,-1.287513753,-0.852301403,1.612331934,0
2956,-1.287513753,-0.852301403,1.612331934,1
2999,-1.287513753,-0.852301403,1.612331934,1
3036,-1.287513753,-0.852301403,1.612331934,1
3142,-1.287513753,-0.852301403,1.239661304,0
3182,-1.434007932,-0.981161006,1.239661304,1
3206,-1.319967848,-0.815189837,1.239661304,1
3235,-1.453945009,-0.935564531,1.239661304,1
3262,-1.453945009,-0.935564531,1.344773533,1
3394,-1.453945009,-0.935564531,1.344773533,1
3420,-1.453945009,-0.935564531,1.344773533,0
3450,-1.453945009,-0.935564531,1.344773533,0
3502,-1.453945009,-0.935564531,1.344773533,0
3524,-1.453945009,-0.935564531,1.344773533,0
3585,-1.577997936,-1.047022581,1.344773533,1
3618,-1.471033933,-0.896481839,1.344773533,1
3651,-1.471033933,-0.896481839,1.044452878,0
3709,-1.471033933,-0.896481839,1.148564039,1
3790,-1.585942212,-1.001600806,1.148564039,1
4019,-1.585942212,-1.001600806,1.148564039,1
4069,-1.585942212,-1.001600806,1.148564039,0
4091,-1.585942212,-1.001600806,1.148564039,0
4135,-1.585942212,-1.001600806,1.148564039,0
4162,-1.585942212,-1.001600806,1.148564039,0
4238,-1.485844333,-0.862610171,1.148564039,1
4286,-1.59286142,-0.962039904,1.148564039,1
4306,-1.498803434,-0.832972463,1.148564039,1
4331,-1.410445931,-0.711727291,1.148564039,1
4367,-1.410445931,-0.711727291,1.148564039,0
4383,-1.410445931,-0.711727291,1.148564039,1
4418,-1.410445931,-0.711727291,1.148564039,0
4461,-1.410445931,-0.711727291,1.148564039,1
4511,-1.410445931,-0.711727291,1.148564039,0
4560,-1.410445931,-0.711727291,1.148564039,0
4666,-1.510237934,-0.806821543,1.148564039,1
4688,-1.510237934,-0.806821543,1.239661304,1
4706,-1.426602731,-0.693251836,1.239661304,1
4730,-1.347613929,-0.585991557,1.239661304,1
4756,-1.347613929,-0.585991557,1.239661304,1
4788,-1.347613929,-0.585991557,1.239661304,0
4871,-1.347613929,-0.585991557,1.239661304,1
4926,-1.347613929,-0.585991557,1.239661304,1
4993,-1.347613929,-0.585991557,1.239661304,0
5036,-1.347613929,-0.585991557,1.239661304,1
5159,-1.347613929,-0.585991557,0.998521484,0
5196,-1.347613929,-0.585991557,1.087832529,1
